Date,Num Highs,Num Lows,Strength
2014-09-09,225,16,93.3609958506224
2014-09-10,226,15,93.7759336099585
2014-09-11,237,15,94.04761904761904
2014-09-12,207,14,93.66515837104072
2014-09-15,203,17,92.27272727272728
2014-09-16,221,16,93.24894514767934
2014-09-17,219,19,92.01680672268908
2014-09-18,215,18,92.274678111588
2014-09-19,211,19,91.7391304347826
2014-09-22,195,21,90.2777777777778
2014-09-23,177,23,88.5
2014-09-24,193,23,89.35185185185185
2014-09-25,154,25,86.03351955307262
2014-09-26,171,22,88.60103626943005
2014-09-29,168,25,87.04663212435233
2014-09-30,159,29,84.57446808510637
2014-10-01,123,35,77.84810126582279
2014-10-02,131,34,79.39393939393939
2014-10-03,163,32,83.58974358974359
2014-10-06,150,32,82.41758241758241
2014-10-07,108,40,72.97297297297297
2014-10-08,163,35,82.32323232323232
2014-10-09,114,47,70.80745341614907
2014-10-10,95,65,59.375
2014-10-13,65,102,38.92215568862276
2014-10-14,79,96,45.14285714285714
2014-10-15,62,96,39.24050632911392
2014-10-16,57,92,38.25503355704698
2014-10-17,84,78,51.85185185185185
2014-10-20,105,71,59.65909090909091
2014-10-21,141,36,79.66101694915254
2014-10-22,127,53,70.55555555555556
2014-10-23,138,33,80.7017543859649
2014-10-24,161,34,82.56410256410255
2014-10-27,158,43,78.60696517412936
2014-10-28,182,26,87.5
2014-10-29,179,29,86.0576923076923
2014-10-30,196,26,88.28828828828829
2014-10-31,229,21,91.6
2014-11-03,231,26,89.88326848249028
2014-11-04,227,34,86.97318007662835
2014-11-05,240,30,88.88888888888889
2014-11-06,245,27,90.07352941176472
2014-11-07,246,25,90.7749077490775
2014-11-10,252,29,89.6797153024911
2014-11-11,252,26,90.64748201438849
2014-11-12,249,26,90.54545454545456
2014-11-13,245,29,89.41605839416059
2014-11-14,244,27,90.03690036900369
2014-11-17,252,27,90.32258064516128
2014-11-18,259,24,91.51943462897526
2014-11-19,256,27,90.45936395759718
2014-11-20,265,24,91.6955017301038
2014-11-21,274,20,93.19727891156462
2014-11-24,277,20,93.26599326599326
2014-11-25,276,19,93.55932203389833
2014-11-26,281,22,92.73927392739274
2014-11-28,282,35,88.95899053627761
2014-12-01,261,42,86.13861386138613
2014-12-02,274,40,87.26114649681529
2014-12-03,280,33,89.45686900958466
2014-12-04,275,34,88.9967637540453
2014-12-05,282,39,87.85046728971963
2014-12-08,268,48,84.81012658227847
2014-12-09,269,48,84.85804416403786
2014-12-10,235,59,79.93197278911565
2014-12-11,246,59,80.65573770491802
2014-12-12,195,72,73.03370786516854
2014-12-15,180,74,70.86614173228347
2014-12-16,146,73,66.66666666666666
2014-12-17,214,59,78.3882783882784
2014-12-18,269,46,85.39682539682539
2014-12-19,273,32,89.50819672131148
