,^GSPC
2001-02-02,46.77304020409434
2001-02-05,34.499720657415345
2001-02-06,37.111239935092264
2001-02-07,36.281870760341825
2001-02-08,31.04246275676247
2001-02-09,27.585021337950565
2001-02-12,20.885792365700024
2001-02-13,27.33857568775391
2001-02-14,22.97182593006635
2001-02-15,22.21093603844927
2001-02-16,26.81076349687347
2001-02-20,17.813526181951318
2001-02-21,11.991763775969805
2001-02-22,7.763176800547744
2001-02-23,7.6428822584151295
2001-02-26,6.872924874557751
2001-02-27,10.950037155112025
2001-02-28,9.315400035594962
2001-03-01,6.699872801002554
2001-03-02,7.126310994552948
2001-03-05,6.39301691260879
2001-03-06,7.676483608004359
2001-03-07,10.156323020117242
2001-03-08,12.2302713286571
2001-03-09,13.249028212968666
2001-03-12,7.323144546950772
2001-03-13,2.479438968937991
2001-03-14,3.7864014409005553
2001-03-15,2.038160291468177
2001-03-16,2.4908769938111197
2001-03-19,1.587843039257364
2001-03-20,2.6096955971824762
2001-03-21,1.4823897389388885
2001-03-22,0.9986840923315476
2001-03-23,0.9597450153128406
2001-03-26,1.6708657614554923
2001-03-27,2.3432772252347855
2001-03-28,4.678017771764892
2001-03-29,2.6024078188103985
2001-03-30,2.4307089352803626
2001-04-02,3.3549054066125015
2001-04-03,2.555335118390073
2001-04-04,1.1137082431454504
2001-04-05,1.1000394947937253
2001-04-06,3.4319556441671395
2001-04-09,2.153460934600454
2001-04-10,2.783169842459454
2001-04-11,5.750243114197618
2001-04-12,5.659272256948284
2001-04-16,8.565709951976796
2001-04-17,8.15712150938669
2001-04-18,10.850904669179096
2001-04-19,26.784414262769097
2001-04-20,34.70697558593293
2001-04-23,29.54163454898049
2001-04-24,21.65699156231246
2001-04-25,16.65307653583091
2001-04-26,24.228709194824667
2001-04-27,27.106244763335237
2001-04-30,36.69881780805913
2001-05-01,34.98352406150384
2001-05-02,44.59579792187288
2001-05-03,45.247498084787644
2001-05-04,34.88345151012628
2001-05-07,45.09548884187964
2001-05-08,43.40093620416559
2001-05-09,42.1931226735558
2001-05-10,39.14880625430956
2001-05-11,39.114392524346066
2001-05-14,34.16151836420548
2001-05-15,36.11165780793257
2001-05-16,36.59638930713934
2001-05-17,57.0466539189161
2001-05-18,58.91269185359801
2001-05-21,60.706693548889824
2001-05-22,71.33036654849269
2001-05-23,69.35385367442223
2001-05-24,58.24438364299333
2001-05-25,60.41636192991089
2001-05-29,51.5585306115448
2001-05-30,45.779250373145295
2001-05-31,34.83362593417942
2001-06-01,39.23961362168517
2001-06-04,42.116245628805
2001-06-05,45.915354390677585
2001-06-06,55.48404894309048
2001-06-07,47.577509962035904
2001-06-08,51.627866948751276
2001-06-11,44.671117669049096
2001-06-12,38.80246317309503
2001-06-13,39.77992980863291
2001-06-14,32.328231202547585
2001-06-15,22.58651973007575
2001-06-18,20.732899050700492
2001-06-19,18.866896626428627
2001-06-20,20.750438638217688
2001-06-21,25.469005084070908
2001-06-22,32.442888162249815
2001-06-25,27.001229202440346
2001-06-26,24.29245802904547
2001-06-27,23.82525894509355
2001-06-28,21.798841097833925
2001-06-29,28.813631948134947
2001-07-02,28.230375097640337
2001-07-03,34.747349093391364
2001-07-05,33.77230450093521
2001-07-06,26.523593138157754
2001-07-09,15.783077422254
2001-07-10,18.88865606679414
2001-07-11,13.700588957740855
2001-07-12,13.652847993753431
2001-07-13,23.877267464308026
2001-07-16,27.60024109513578
2001-07-17,22.081890397042493
2001-07-18,27.70056899668082
2001-07-19,24.914691143096444
2001-07-20,28.618724421400714
2001-07-23,26.92869493024318
2001-07-24,18.989195624831783
2001-07-25,13.161353115659097
2001-07-26,19.575978500911866
2001-07-27,25.025574467110268
2001-07-30,26.65789868994907
2001-07-31,26.360665268290607
2001-08-01,29.889703541087385
2001-08-02,32.56339932442995
2001-08-03,35.37842623228523
2001-08-06,32.19427985503093
2001-08-07,25.683541303262338
2001-08-08,27.825923985760426
2001-08-09,19.240965690385725
2001-08-10,19.542932416876884
2001-08-13,22.557154044178308
2001-08-14,23.365482463273445
2001-08-15,21.783127302353734
2001-08-16,18.74493656978928
2001-08-17,20.462863946114297
2001-08-20,14.09391391372718
2001-08-21,17.440648088675005
2001-08-22,13.353427031854526
2001-08-23,16.12072984348244
2001-08-24,15.423724177351467
2001-08-27,24.4518520562555
2001-08-28,22.30190594173506
2001-08-29,16.049735989801373
2001-08-30,12.55042541249236
2001-08-31,8.44722592460349
2001-09-04,9.635359939538457
2001-09-05,9.788425743637564
2001-09-06,9.820775372868946
2001-09-07,5.7405492751427705
2001-09-10,3.7016135414583484
2001-09-17,4.529969343697793
2001-09-18,1.3188917279774726
2001-09-19,1.2083668721703245
2001-09-20,0.8561984989224003
2001-09-21,0.4218019256800265
2001-09-24,0.28561689009696245
2001-09-25,0.7776949203639971
2001-09-26,1.0298191274888013
2001-09-27,0.96241476351826
2001-09-28,1.3609444249119862
2001-10-01,2.4899206836766385
2001-10-02,2.4692923850261006
2001-10-03,3.5401470790673075
2001-10-04,6.105425162940792
2001-10-05,5.952317420483277
2001-10-08,6.4392608664178566
2001-10-09,5.403881232832824
2001-10-10,4.904120136274326
2001-10-11,9.027192292939507
2001-10-12,13.457744178471648
2001-10-15,12.137285375460106
2001-10-16,12.000412616799206
2001-10-17,14.538386444572948
2001-10-18,9.418811915705794
2001-10-19,7.97517789780483
2001-10-22,9.227824738980244
2001-10-23,13.770732142819991
2001-10-24,12.591458847762743
2001-10-25,13.03278112053128
2001-10-26,18.397251510191907
2001-10-29,20.559017011901854
2001-10-30,11.879005316985053
2001-10-31,7.956310368626696
2001-11-01,8.220046086991644
2001-11-02,14.765090644973
2001-11-05,16.147612477645723
2001-11-06,22.784102474258745
2001-11-07,31.2150384256357
2001-11-08,29.805946135135137
2001-11-09,31.586268748975066
2001-11-12,32.84193995131158
2001-11-13,31.96822706017096
2001-11-14,44.79386802174428
2001-11-15,46.22885793697267
2001-11-16,46.94808505737325
2001-11-19,44.701825209950115
2001-11-20,52.75071775463629
2001-11-21,47.306116355675684
2001-11-23,43.754649138321696
2001-11-26,52.387305130699836
2001-11-27,56.86384022663504
2001-11-28,51.69990453514208
2001-11-29,38.38472397427351
2001-11-30,45.884124523956615
2001-12-03,45.46945278313716
2001-12-04,39.53500347358679
2001-12-05,49.14215087047936
2001-12-06,65.11694643303201
2001-12-07,62.95840570498821
2001-12-10,57.33857812606678
2001-12-11,45.459241119613694
2001-12-12,43.51468079222729
2001-12-13,43.81201023126272
2001-12-14,33.167554004543476
2001-12-17,35.56901342639958
2001-12-18,42.6942503411204
2001-12-19,48.274140704836576
2001-12-20,52.57666795678888
2001-12-21,46.33991116137267
2001-12-24,49.58739173790433
2001-12-26,49.439315233778686
2001-12-27,52.48726828463695
2001-12-28,57.39381824826839
2001-12-31,59.70920299695936
2002-01-02,51.34336681329065
2002-01-03,55.54314419797879
2002-01-04,62.05820365664485
2002-01-07,66.15954026905283
2002-01-08,61.38431256415918
2002-01-09,58.62523892561169
2002-01-10,54.97395095039689
2002-01-11,55.79136461513594
2002-01-14,48.68300099503824
2002-01-15,44.10613054514985
2002-01-16,49.1769790461283
2002-01-17,37.481069030388944
2002-01-18,44.70865572551121
2002-01-22,37.75232026577849
2002-01-23,33.06319776172102
2002-01-24,38.561372568080024
2002-01-25,41.188370421492046
2002-01-28,42.0318146155385
2002-01-29,42.016653010078805
2002-01-30,23.987191045367396
2002-01-31,30.961518647256526
2002-02-01,41.092610103614405
2002-02-04,36.33014539016803
2002-02-05,21.93087212521312
2002-02-06,20.347225606322738
2002-02-07,18.055305930577454
2002-02-08,17.131304307675926
2002-02-11,24.29842282347554
2002-02-12,32.93154751157221
2002-02-13,30.673196157359385
2002-02-14,37.35271042860546
2002-02-15,36.31457181168827
2002-02-19,29.475641183251966
2002-02-20,19.771724295206276
2002-02-21,26.922149629380122
2002-02-22,19.364456209194636
2002-02-25,23.625336074855095
2002-02-26,34.41193264964516
2002-02-27,34.60894535145792
2002-02-28,35.135447609458765
2002-03-01,33.49339110206796
2002-03-04,49.44766210370272
2002-03-05,63.486083348807696
2002-03-06,58.50718588926369
2002-03-07,68.37673956421999
2002-03-08,65.07831871457932
2002-03-11,68.75145483082092
2002-03-12,70.64877915184482
2002-03-13,68.87736564108096
2002-03-14,61.84354173277915
2002-03-15,61.01274637201627
2002-03-18,68.59744281584803
2002-03-19,67.97913691001926
2002-03-20,70.33999931869187
2002-03-21,59.17411228283426
2002-03-22,60.1168508289381
2002-03-25,56.879093805273094
2002-03-26,45.9080385228798
2002-03-27,50.2572693947383
2002-03-28,54.192485367969745
2002-04-01,55.929108460385756
2002-04-02,55.29097251487167
2002-04-03,48.886150980803414
2002-04-04,41.616959312540075
2002-04-05,42.34039070058675
2002-04-08,40.18770692146602
2002-04-09,41.9465778240953
2002-04-10,37.41780458208335
2002-04-11,45.579547346431404
2002-04-12,29.52254020016222
2002-04-15,33.92960529498318
2002-04-16,29.39893942814484
2002-04-17,45.23969026900723
2002-04-18,43.83675497675354
2002-04-19,42.91051714494987
2002-04-22,43.46749736144332
2002-04-23,32.961878804946
2002-04-24,29.36319825257332
2002-04-25,25.577302228702138
2002-04-26,25.068072178793727
2002-04-29,18.63546681986688
2002-04-30,14.987077449902008
2002-05-01,19.628407297614554
2002-05-02,24.25488323800168
2002-05-03,23.665870531576296
2002-05-06,19.080749124982788
2002-05-07,12.266772381858754
2002-05-08,11.694192188341907
2002-05-09,27.738389764487803
2002-05-10,20.439349665788807
2002-05-13,14.032318881327587
2002-05-14,21.923554095282576
2002-05-15,34.24519337252079
2002-05-16,30.877824694981225
2002-05-17,35.32691223585891
2002-05-20,40.73418199073372
2002-05-21,31.93245865793394
2002-05-22,25.697398819869825
2002-05-23,29.247452994100637
2002-05-24,35.94530342175706
2002-05-28,28.51629485559282
2002-05-29,24.05076280279533
2002-05-30,21.171391589721683
2002-05-31,20.195894245165487
2002-06-03,21.6267189843765
2002-06-04,12.24070662131404
2002-06-05,12.561231906000586
2002-06-06,15.887387795457759
2002-06-07,10.030437229781358
2002-06-10,9.932835820540687
2002-06-11,11.040612945399698
2002-06-12,7.490532606564482
2002-06-13,9.121639343063842
2002-06-14,7.23067552901257
2002-06-17,7.069156684400157
2002-06-18,14.647113122484217
2002-06-19,15.314671444524237
2002-06-20,10.472140253924
2002-06-21,7.703959447712921
2002-06-24,5.166571573591128
2002-06-25,5.88917671350691
2002-06-26,3.9912392995944734
2002-06-27,3.894264671677583
2002-06-28,6.3238187138621225
2002-07-01,6.423417222090377
2002-07-02,3.8533748459658232
2002-07-03,2.336674552599521
2002-07-05,2.8767299278349814
2002-07-08,7.518444255837625
2002-07-09,5.712715635657556
2002-07-10,3.1460769077169823
2002-07-11,1.3781110323198231
2002-07-12,1.7607638438223272
2002-07-15,1.5799706695693139
2002-07-16,1.5199369135243723
2002-07-17,1.0083333330946076
2002-07-18,1.2337960141736937
2002-07-19,0.6641857954792607
2002-07-22,0.27590460140163864
2002-07-23,0.1357388769249901
2002-07-24,0.07877451954518278
2002-07-25,0.31395705115678796
2002-07-26,0.29541194585133157
2002-07-29,0.4759929604209845
2002-07-30,1.8815474468673987
2002-07-31,2.209409008974
2002-08-01,2.977426565078778
2002-08-02,1.4631701070967784
2002-08-05,0.8655193176024312
2002-08-06,0.39322365148961036
2002-08-07,0.8676299908643548
2002-08-08,1.5140543832173115
2002-08-09,3.615910357437185
2002-08-12,4.133428729265915
2002-08-13,3.767461096695135
2002-08-14,2.259089243264012
2002-08-15,6.431149636041384
2002-08-16,8.88999768044148
2002-08-19,8.814798707912175
2002-08-20,16.002649842815824
2002-08-21,11.678504070424346
2002-08-22,16.216881390306288
2002-08-23,22.709800268739695
2002-08-26,13.591909540700458
2002-08-27,16.61891829639161
2002-08-28,12.171129377892381
2002-08-29,7.956828996653825
2002-08-30,8.206877262555473
2002-09-03,8.087023084017886
2002-09-04,2.8591963654295505
2002-09-05,4.661192007761594
2002-09-06,3.2295489428415483
2002-09-09,5.162297614303396
2002-09-10,6.922804736485899
2002-09-11,8.606513107996678
2002-09-12,8.851041173316194
2002-09-13,4.858936191213525
2002-09-16,5.495567273390689
2002-09-17,5.92499760847312
2002-09-18,3.7130182765201303
2002-09-19,3.4486109472598834
2002-09-20,1.667275968581955
2002-09-23,1.8738948344225015
2002-09-24,1.3932156008724883
2002-09-25,0.9552874381822063
2002-09-26,1.8788333184184491
2002-09-27,3.129955232837128
2002-09-30,1.4330661264881195
2002-10-01,1.0504231104853379
2002-10-02,2.996917430881363
2002-10-03,1.7184319367985867
2002-10-04,1.381090872111168
2002-10-07,0.831847989371004
2002-10-08,0.5520163810158962
2002-10-09,0.8917865729410224
2002-10-10,0.481922315015193
2002-10-11,1.2042231537493675
2002-10-14,3.3583202652706365
2002-10-15,4.231482173084022
2002-10-16,13.950179389709438
2002-10-17,7.852633894576483
2002-10-18,13.933236190281423
2002-10-21,16.387603214523395
2002-10-22,24.591669874111048
2002-10-23,19.690134393033826
2002-10-24,23.233320890452795
2002-10-25,16.671674149590853
2002-10-28,24.889081654239302
2002-10-29,21.031867918410608
2002-10-30,17.37241161989362
2002-10-31,22.029102349669046
2002-11-01,19.74788893959547
2002-11-04,28.959713901078516
2002-11-05,34.33493097957822
2002-11-06,39.78744490009714
2002-11-07,46.467472660202134
2002-11-08,30.764635368998995
2002-11-11,25.91119828333799
2002-11-12,16.437995885107682
2002-11-13,20.00825586591879
2002-11-14,20.12987302159755
2002-11-15,34.01362603784174
2002-11-18,38.34880842176208
2002-11-19,31.648144462409217
2002-11-20,29.44570543424645
2002-11-21,42.46995210092402
2002-11-22,58.13152136283522
2002-11-25,55.48617801459981
2002-11-26,57.222610241576575
2002-11-27,41.610446281057214
2002-11-29,61.85485337760683
2002-12-02,59.72059493451675
2002-12-03,58.192081598327015
2002-12-04,47.13486093012284
2002-12-05,44.66559325312767
2002-12-06,36.27778876712352
2002-12-09,40.78277795818017
2002-12-10,26.61630462587201
2002-12-11,35.43144292243824
2002-12-12,36.02073465446753
2002-12-13,33.76578868519607
2002-12-16,25.903579173150646
2002-12-17,40.99145216729666
2002-12-18,35.52336408922952
2002-12-19,27.537143557588085
2002-12-20,23.627885185900006
2002-12-23,31.31086221394293
2002-12-24,32.7076076962463
2002-12-26,29.566054349468473
2002-12-27,27.988792044986788
2002-12-30,19.95081789896097
2002-12-31,22.446926583829587
2003-01-02,23.021943324081874
2003-01-03,43.85143087513115
2003-01-06,43.59836290580128
2003-01-07,59.97334193763054
2003-01-08,55.03506966634184
2003-01-09,44.52683999091645
2003-01-10,58.70476890857296
2003-01-13,58.56777829193932
2003-01-14,57.40529560745021
2003-01-15,61.47644390906768
2003-01-16,50.685533007831076
2003-01-17,47.76354901451826
2003-01-21,37.73451639302332
2003-01-22,27.90418680512794
2003-01-23,22.56169122187874
2003-01-24,28.400535091671266
2003-01-27,14.82840172865898
2003-01-28,10.227420503093104
2003-01-29,14.405232694161496
2003-01-30,17.267119750613325
2003-01-31,10.120839602628596
2003-02-03,14.289007848294649
2003-02-04,16.595483779206262
2003-02-05,12.082941979755052
2003-02-06,10.858030695976506
2003-02-07,9.520661710776995
2003-02-10,7.621677488279216
2003-02-11,9.507918633219731
2003-02-12,8.004683356224024
2003-02-13,6.0024690705806405
2003-02-14,5.983795524634317
2003-02-18,10.541850598359288
2003-02-19,17.205445492532405
2003-02-20,14.850595438850556
2003-02-21,12.079162202377635
2003-02-24,16.935446449902052
2003-02-25,11.093782799162156
2003-02-26,13.559933851843258
2003-02-27,10.069430812685514
2003-02-28,13.76684046290826
2003-03-03,15.721911777687758
2003-03-04,13.419596163914965
2003-03-05,9.425714265213625
2003-03-06,12.261736570867626
2003-03-07,10.003211968761539
2003-03-10,12.586528466063779
2003-03-11,6.759164666047923
2003-03-12,5.667451706416138
2003-03-13,6.56434626461353
2003-03-14,15.607246636724343
2003-03-17,16.56915976030599
2003-03-18,35.401457565403646
2003-03-19,38.47869728579397
2003-03-20,44.82004769289575
2003-03-21,46.27424076271822
2003-03-24,62.899229234852314
2003-03-25,36.83946669868402
2003-03-26,45.56223390013755
2003-03-27,41.679979986317434
2003-03-28,40.64510427578575
2003-03-31,36.78861215655911
2003-04-01,25.967719083389586
2003-04-02,33.50874378670769
2003-04-03,51.974989009486016
2003-04-04,48.20691789756636
2003-04-07,50.25089452216685
2003-04-08,51.15402779221905
2003-04-09,49.75813228798367
2003-04-10,39.58111988731176
2003-04-11,44.315372223323
2003-04-14,41.70076573812296
2003-04-15,55.957563466133976
2003-04-16,60.42321633985181
2003-04-17,51.251288216460914
2003-04-21,62.44706260312136
2003-04-22,61.007680294960686
2003-04-23,74.84249628321665
2003-04-24,79.06425504683277
2003-04-25,74.12513651298318
2003-04-28,64.84962064130333
2003-04-29,75.75537448967819
2003-04-30,77.22256282868105
2003-05-01,76.31460932677506
2003-05-02,75.58399665356357
2003-05-05,82.79925625358734
2003-05-06,80.6511748906875
2003-05-07,84.09153615927676
2003-05-08,81.43257055772295
2003-05-09,75.81601245811618
2003-05-12,82.64650696000272
2003-05-13,87.25103106800972
2003-05-14,85.78642050057161
2003-05-15,84.12211838232449
2003-05-16,86.80882115427175
2003-05-19,85.49548766727328
2003-05-20,72.4355220048159
2003-05-21,71.42181149542807
2003-05-22,73.55419891247426
2003-05-23,78.3329804883354
2003-05-27,78.72552296629011
2003-05-28,86.86014094736998
2003-05-29,87.14777609461886
2003-05-30,85.37193985179836
2003-06-02,89.95909532001818
2003-06-03,90.61266151402386
2003-06-04,91.51299534610853
2003-06-05,94.36079037626118
2003-06-06,94.76414074608961
2003-06-09,94.09192390087556
2003-06-10,91.17234276931887
2003-06-11,92.98722320081649
2003-06-12,95.02910884457816
2003-06-13,94.9434841267685
2003-06-16,92.8321418375424
2003-06-17,96.20288348705573
2003-06-18,96.10275378674538
2003-06-19,95.68263245150754
2003-06-20,92.75344940746305
2003-06-23,92.67202403721726
2003-06-24,88.52388449261403
2003-06-25,88.75965009589233
2003-06-26,85.45887264695826
2003-06-27,88.86701018848638
2003-06-30,85.00791931001481
2003-07-01,83.90513076021571
2003-07-02,86.68103885840642
2003-07-03,90.07580366222547
2003-07-07,87.12383798970436
2003-07-08,92.23522624048732
2003-07-09,92.69536035870483
2003-07-10,91.04131487077001
2003-07-11,86.42788649638196
2003-07-14,89.27148364346866
2003-07-15,90.58109517891994
2003-07-16,89.24852493831641
2003-07-17,86.7714493529656
2003-07-18,81.15017658008918
2003-07-21,85.81966837686457
2003-07-22,78.80844784922718
2003-07-23,82.98173652225935
2003-07-24,82.82935682939454
2003-07-25,79.03984101761866
2003-07-28,86.30533295616645
2003-07-29,85.09736164175771
2003-07-30,81.55461014391459
2003-07-31,80.30919256850491
2003-08-01,81.31361446093375
2003-08-04,75.56077668841252
2003-08-05,76.73692098568495
2003-08-06,65.29692777045088
2003-08-07,66.20455715635053
2003-08-08,70.70442930323378
2003-08-11,72.60820778257195
2003-08-12,74.1218460677444
2003-08-13,79.2293453405095
2003-08-14,75.40007331016002
2003-08-15,78.63478033846975
2003-08-18,78.35459494284824
2003-08-19,82.44277074251019
2003-08-20,83.2264031758086
2003-08-21,81.92832720828616
2003-08-22,82.89556464054372
2003-08-25,77.48857495354898
2003-08-26,77.48297898011546
2003-08-27,78.72906444449457
2003-08-28,78.39540353796876
2003-08-29,81.06374802009067
2003-09-02,83.05175474747199
2003-09-03,88.00695687846813
2003-09-04,89.00212166768742
2003-09-05,89.16483461708943
2003-09-08,86.64693470223206
2003-09-09,89.59178360467745
2003-09-10,86.49295588412383
2003-09-11,81.01353807197856
2003-09-12,83.1302510891169
2003-09-15,83.69541937936376
