,Bull-Bear Spread
2000-10-02,99.06778858602905
2000-10-03,99.06778858602905
2000-10-04,99.06778858602905
2000-10-05,99.06778858602905
2000-10-06,83.38274804632063
2000-10-09,83.38274804632063
2000-10-10,83.38274804632063
2000-10-11,83.38274804632063
2000-10-12,83.38274804632063
2000-10-13,72.6114981260779
2000-10-16,72.6114981260779
2000-10-17,72.6114981260779
2000-10-18,72.6114981260779
2000-10-19,72.6114981260779
2000-10-20,92.01950407592125
2000-10-23,92.01950407592125
2000-10-24,92.01950407592125
2000-10-25,92.01950407592125
2000-10-26,92.01950407592125
2000-10-27,99.01949084082958
2000-10-30,99.01949084082958
2000-10-31,99.01949084082958
2000-11-01,99.01949084082958
2000-11-02,99.01949084082958
2000-11-03,94.79945385369737
2000-11-06,94.79945385369737
2000-11-07,94.79945385369737
2000-11-08,94.79945385369737
2000-11-09,94.79945385369737
2000-11-10,99.56316848095466
2000-11-13,99.56316848095466
2000-11-14,99.56316848095466
2000-11-15,99.56316848095466
2000-11-16,99.56316848095466
2000-11-17,94.86317302188345
2000-11-20,94.86317302188345
2000-11-21,94.86317302188345
2000-11-22,94.86317302188345
2000-11-24,50.0
2000-11-27,50.0
2000-11-28,50.0
2000-11-29,50.0
2000-11-30,50.0
2000-12-01,98.7568349146814
2000-12-04,98.7568349146814
2000-12-05,98.7568349146814
2000-12-06,98.7568349146814
2000-12-07,98.7568349146814
2000-12-08,72.73065931296698
2000-12-11,72.73065931296698
2000-12-12,72.73065931296698
2000-12-13,72.73065931296698
2000-12-14,72.73065931296698
2000-12-15,93.66123241659486
2000-12-18,93.66123241659486
2000-12-19,93.66123241659486
2000-12-20,93.66123241659486
2000-12-21,93.66123241659486
2000-12-22,11.920292202211758
2000-12-26,11.920292202211758
2000-12-27,11.920292202211758
2000-12-28,11.920292202211758
2000-12-29,68.99744811276125
2001-01-02,68.99744811276125
2001-01-03,68.99744811276125
2001-01-04,68.99744811276125
2001-01-05,86.43617549321601
2001-01-08,86.43617549321601
2001-01-09,86.43617549321601
2001-01-10,86.43617549321601
2001-01-11,86.43617549321601
2001-01-12,32.84949657745941
2001-01-16,32.84949657745941
2001-01-17,32.84949657745941
2001-01-18,32.84949657745941
2001-01-19,77.20635494267837
2001-01-22,77.20635494267837
2001-01-23,77.20635494267837
2001-01-24,77.20635494267837
2001-01-25,77.20635494267837
2001-01-26,90.95374318431675
2001-01-29,90.95374318431675
2001-01-30,90.95374318431675
2001-01-31,90.95374318431675
2001-02-01,90.95374318431675
2001-02-02,95.59339847102109
2001-02-05,95.59339847102109
2001-02-06,95.59339847102109
2001-02-07,95.59339847102109
2001-02-08,95.59339847102109
2001-02-09,98.38888285293292
2001-02-12,98.38888285293292
2001-02-13,98.38888285293292
2001-02-14,98.38888285293292
2001-02-15,98.38888285293292
2001-02-16,70.45375762042413
2001-02-20,70.45375762042413
2001-02-21,70.45375762042413
2001-02-22,70.45375762042413
2001-02-23,22.653166419416372
2001-02-26,22.653166419416372
2001-02-27,22.653166419416372
2001-02-28,22.653166419416372
2001-03-01,22.653166419416372
2001-03-02,77.15351742930021
2001-03-05,77.15351742930021
2001-03-06,77.15351742930021
2001-03-07,77.15351742930021
2001-03-08,77.15351742930021
2001-03-09,50.0
2001-03-12,50.0
2001-03-13,50.0
2001-03-14,50.0
2001-03-15,50.0
2001-03-16,36.70252233195396
2001-03-19,36.70252233195396
2001-03-20,36.70252233195396
2001-03-21,36.70252233195396
2001-03-22,36.70252233195396
2001-03-23,12.520907224903988
2001-03-26,12.520907224903988
2001-03-27,12.520907224903988
2001-03-28,12.520907224903988
2001-03-29,12.520907224903988
2001-03-30,72.71082163411293
2001-04-02,72.71082163411293
2001-04-03,72.71082163411293
2001-04-04,72.71082163411293
2001-04-05,72.71082163411293
2001-04-06,41.09595659413349
2001-04-09,41.09595659413349
2001-04-10,41.09595659413349
2001-04-11,41.09595659413349
2001-04-12,41.09595659413349
2001-04-16,25.711839978123656
2001-04-17,25.711839978123656
2001-04-18,25.711839978123656
2001-04-19,25.711839978123656
2001-04-20,77.72998611746911
2001-04-23,77.72998611746911
2001-04-24,77.72998611746911
2001-04-25,77.72998611746911
2001-04-26,77.72998611746911
2001-04-27,82.52024062848793
2001-04-30,82.52024062848793
2001-05-01,82.52024062848793
2001-05-02,82.52024062848793
2001-05-03,82.52024062848793
2001-05-04,98.50649973934182
2001-05-07,98.50649973934182
2001-05-08,98.50649973934182
2001-05-09,98.50649973934182
2001-05-10,98.50649973934182
2001-05-11,97.22128208683465
2001-05-14,97.22128208683465
2001-05-15,97.22128208683465
2001-05-16,97.22128208683465
2001-05-17,97.22128208683465
2001-05-18,96.42224008919484
2001-05-21,96.42224008919484
2001-05-22,96.42224008919484
2001-05-23,96.42224008919484
2001-05-24,96.42224008919484
2001-05-25,98.9260190181717
2001-05-29,98.9260190181717
2001-05-30,98.9260190181717
2001-05-31,98.9260190181717
2001-06-01,88.87464345668326
2001-06-04,88.87464345668326
2001-06-05,88.87464345668326
2001-06-06,88.87464345668326
2001-06-07,88.87464345668326
2001-06-08,84.57957659328213
2001-06-11,84.57957659328213
2001-06-12,84.57957659328213
2001-06-13,84.57957659328213
2001-06-14,84.57957659328213
2001-06-15,70.01474286095369
2001-06-18,70.01474286095369
2001-06-19,70.01474286095369
2001-06-20,70.01474286095369
2001-06-21,70.01474286095369
2001-06-22,73.10585786300047
2001-06-25,73.10585786300047
2001-06-26,73.10585786300047
2001-06-27,73.10585786300047
2001-06-28,73.10585786300047
2001-06-29,43.70852351277015
2001-07-02,43.70852351277015
2001-07-03,43.70852351277015
2001-07-05,43.70852351277015
2001-07-06,90.22077954817027
2001-07-09,90.22077954817027
2001-07-10,90.22077954817027
2001-07-11,90.22077954817027
2001-07-12,90.22077954817027
2001-07-13,24.992731117175175
2001-07-16,24.992731117175175
2001-07-17,24.992731117175175
2001-07-18,24.992731117175175
2001-07-19,24.992731117175175
2001-07-20,97.00552787112125
2001-07-23,97.00552787112125
2001-07-24,97.00552787112125
2001-07-25,97.00552787112125
2001-07-26,97.00552787112125
2001-07-27,29.775737226938194
2001-07-30,29.775737226938194
2001-07-31,29.775737226938194
2001-08-01,29.775737226938194
2001-08-02,29.775737226938194
2001-08-03,50.0
2001-08-06,50.0
2001-08-07,50.0
2001-08-08,50.0
2001-08-09,50.0
2001-08-10,67.32672951196538
2001-08-13,67.32672951196538
2001-08-14,67.32672951196538
2001-08-15,67.32672951196538
2001-08-16,67.32672951196538
2001-08-17,44.818666976683005
2001-08-20,44.818666976683005
2001-08-21,44.818666976683005
2001-08-22,44.818666976683005
2001-08-23,44.818666976683005
2001-08-24,58.54045691294648
2001-08-27,58.54045691294648
2001-08-28,58.54045691294648
2001-08-29,58.54045691294648
2001-08-30,58.54045691294648
2001-08-31,70.20334875314546
2001-09-04,70.20334875314546
2001-09-05,70.20334875314546
2001-09-06,70.20334875314546
2001-09-07,41.65383964897695
2001-09-10,41.65383964897695
2001-09-17,26.89414213699951
2001-09-18,26.89414213699951
2001-09-19,26.89414213699951
2001-09-20,26.89414213699951
2001-09-21,20.57069321252029
2001-09-24,20.57069321252029
2001-09-25,20.57069321252029
2001-09-26,20.57069321252029
2001-09-27,20.57069321252029
2001-09-28,94.72999811624523
2001-10-01,94.72999811624523
2001-10-02,94.72999811624523
2001-10-03,94.72999811624523
2001-10-04,94.72999811624523
2001-10-05,89.97996098089892
2001-10-08,89.97996098089892
2001-10-09,89.97996098089892
2001-10-10,89.97996098089892
2001-10-11,89.97996098089892
2001-10-12,87.32494198778592
2001-10-15,87.32494198778592
2001-10-16,87.32494198778592
2001-10-17,87.32494198778592
2001-10-18,87.32494198778592
2001-10-19,98.09788615363311
2001-10-22,98.09788615363311
2001-10-23,98.09788615363311
2001-10-24,98.09788615363311
2001-10-25,98.09788615363311
2001-10-26,97.86056105571241
2001-10-29,97.86056105571241
2001-10-30,97.86056105571241
2001-10-31,97.86056105571241
2001-11-01,97.86056105571241
2001-11-02,54.1653239367604
2001-11-05,54.1653239367604
2001-11-06,54.1653239367604
2001-11-07,54.1653239367604
2001-11-08,54.1653239367604
2001-11-09,31.66954660337552
2001-11-12,31.66954660337552
2001-11-13,31.66954660337552
2001-11-14,31.66954660337552
2001-11-15,31.66954660337552
2001-11-16,77.06526346832835
2001-11-19,77.06526346832835
2001-11-20,77.06526346832835
2001-11-21,77.06526346832835
2001-11-23,96.55437163718197
2001-11-26,96.55437163718197
2001-11-27,96.55437163718197
2001-11-28,96.55437163718197
2001-11-29,96.55437163718197
2001-11-30,99.28466823670135
2001-12-03,99.28466823670135
2001-12-04,99.28466823670135
2001-12-05,99.28466823670135
2001-12-06,99.28466823670135
2001-12-07,96.97927374887745
2001-12-10,96.97927374887745
2001-12-11,96.97927374887745
2001-12-12,96.97927374887745
2001-12-13,96.97927374887745
2001-12-14,99.13026370266287
2001-12-17,99.13026370266287
2001-12-18,99.13026370266287
2001-12-19,99.13026370266287
2001-12-20,99.13026370266287
2001-12-21,93.23272315860163
2001-12-24,93.23272315860163
2001-12-26,93.23272315860163
2001-12-27,93.23272315860163
2001-12-28,95.59339847102109
2001-12-31,95.59339847102109
2002-01-02,95.59339847102109
2002-01-03,95.59339847102109
2002-01-04,93.5051077327268
2002-01-07,93.5051077327268
2002-01-08,93.5051077327268
2002-01-09,93.5051077327268
2002-01-10,93.5051077327268
2002-01-11,96.39801316760635
2002-01-14,96.39801316760635
2002-01-15,96.39801316760635
2002-01-16,96.39801316760635
2002-01-17,96.39801316760635
2002-01-18,50.0
2002-01-22,50.0
2002-01-23,50.0
2002-01-24,50.0
2002-01-25,60.06082195512745
2002-01-28,60.06082195512745
2002-01-29,60.06082195512745
2002-01-30,60.06082195512745
2002-01-31,60.06082195512745
2002-02-01,90.65313900608369
2002-02-04,90.65313900608369
2002-02-05,90.65313900608369
2002-02-06,90.65313900608369
2002-02-07,90.65313900608369
2002-02-08,81.10734037191803
2002-02-11,81.10734037191803
2002-02-12,81.10734037191803
2002-02-13,81.10734037191803
2002-02-14,81.10734037191803
2002-02-15,94.79945385369737
2002-02-19,94.79945385369737
2002-02-20,94.79945385369737
2002-02-21,94.79945385369737
2002-02-22,74.85699813514678
2002-02-25,74.85699813514678
2002-02-26,74.85699813514678
2002-02-27,74.85699813514678
2002-02-28,74.85699813514678
2002-03-01,91.73595333905372
2002-03-04,91.73595333905372
2002-03-05,91.73595333905372
2002-03-06,91.73595333905372
2002-03-07,91.73595333905372
2002-03-08,97.76428884933938
2002-03-11,97.76428884933938
2002-03-12,97.76428884933938
2002-03-13,97.76428884933938
2002-03-14,97.76428884933938
2002-03-15,98.51237311495645
2002-03-18,98.51237311495645
2002-03-19,98.51237311495645
2002-03-20,98.51237311495645
2002-03-21,98.51237311495645
2002-03-22,98.51383790077955
2002-03-25,98.51383790077955
2002-03-26,98.51383790077955
2002-03-27,98.51383790077955
2002-03-28,98.51383790077955
2002-04-01,94.21330447236389
2002-04-02,94.21330447236389
2002-04-03,94.21330447236389
2002-04-04,94.21330447236389
2002-04-05,88.32939846230907
2002-04-08,88.32939846230907
2002-04-09,88.32939846230907
2002-04-10,88.32939846230907
2002-04-11,88.32939846230907
2002-04-12,37.472479600091305
2002-04-15,37.472479600091305
2002-04-16,37.472479600091305
2002-04-17,37.472479600091305
2002-04-18,37.472479600091305
2002-04-19,84.59261461253007
2002-04-22,84.59261461253007
2002-04-23,84.59261461253007
2002-04-24,84.59261461253007
2002-04-25,84.59261461253007
2002-04-26,79.15015119666404
2002-04-29,79.15015119666404
2002-04-30,79.15015119666404
2002-05-01,79.15015119666404
2002-05-02,79.15015119666404
2002-05-03,34.75105378072555
2002-05-06,34.75105378072555
2002-05-07,34.75105378072555
2002-05-08,34.75105378072555
2002-05-09,34.75105378072555
2002-05-10,25.864943472366143
2002-05-13,25.864943472366143
2002-05-14,25.864943472366143
2002-05-15,25.864943472366143
2002-05-16,25.864943472366143
2002-05-17,70.03573275881256
2002-05-20,70.03573275881256
2002-05-21,70.03573275881256
2002-05-22,70.03573275881256
2002-05-23,70.03573275881256
2002-05-24,19.325454363606475
2002-05-28,19.325454363606475
2002-05-29,19.325454363606475
2002-05-30,23.21875584396402
2002-05-31,23.21875584396402
2002-06-03,23.21875584396402
2002-06-04,23.21875584396402
2002-06-05,23.21875584396402
2002-06-06,23.21875584396402
2002-06-07,34.18636849519818
2002-06-10,34.18636849519818
2002-06-11,34.18636849519818
2002-06-12,34.18636849519818
2002-06-13,34.18636849519818
2002-06-14,45.462518053500766
2002-06-17,45.462518053500766
2002-06-18,45.462518053500766
2002-06-19,45.462518053500766
2002-06-20,45.462518053500766
2002-06-21,88.07970779778825
2002-06-24,88.07970779778825
2002-06-25,88.07970779778825
2002-06-26,88.07970779778825
2002-06-27,88.07970779778825
2002-06-28,18.168097534508465
2002-07-01,18.168097534508465
2002-07-02,18.168097534508465
2002-07-03,18.168097534508465
2002-07-05,11.588385502388748
2002-07-08,11.588385502388748
2002-07-09,11.588385502388748
2002-07-10,11.588385502388748
2002-07-11,11.588385502388748
2002-07-12,32.695272142812534
2002-07-15,32.695272142812534
2002-07-16,32.695272142812534
2002-07-17,32.695272142812534
2002-07-18,32.695272142812534
2002-07-19,6.008665017400766
2002-07-22,6.008665017400766
2002-07-23,6.008665017400766
2002-07-24,6.008665017400766
2002-07-25,6.008665017400766
2002-07-26,10.977904813621791
2002-07-29,10.977904813621791
2002-07-30,10.977904813621791
2002-07-31,10.977904813621791
2002-08-01,10.977904813621791
2002-08-02,56.53736147259239
2002-08-05,56.53736147259239
2002-08-06,56.53736147259239
2002-08-07,56.53736147259239
2002-08-08,56.53736147259239
2002-08-09,45.90916481776184
2002-08-12,45.90916481776184
2002-08-13,45.90916481776184
2002-08-14,45.90916481776184
2002-08-15,45.90916481776184
2002-08-16,41.45954308705352
2002-08-19,41.45954308705352
2002-08-20,41.45954308705352
2002-08-21,41.45954308705352
2002-08-22,41.45954308705352
2002-08-23,60.276515381956855
2002-08-26,60.276515381956855
2002-08-27,60.276515381956855
2002-08-28,60.276515381956855
2002-08-29,60.276515381956855
2002-08-30,89.0611252564244
2002-09-03,89.0611252564244
2002-09-04,89.0611252564244
2002-09-05,89.0611252564244
2002-09-06,13.563824506783995
2002-09-09,13.563824506783995
2002-09-10,13.563824506783995
2002-09-11,13.563824506783995
2002-09-12,13.563824506783995
2002-09-13,53.419653050049476
2002-09-16,53.419653050049476
2002-09-17,53.419653050049476
2002-09-18,53.419653050049476
2002-09-19,53.419653050049476
2002-09-20,27.968996533347067
2002-09-23,27.968996533347067
2002-09-24,27.968996533347067
2002-09-25,27.968996533347067
2002-09-26,27.968996533347067
2002-09-27,9.491904691793247
2002-09-30,9.491904691793247
2002-10-01,9.491904691793247
2002-10-02,9.491904691793247
2002-10-03,9.491904691793247
2002-10-04,21.95998113347235
2002-10-07,21.95998113347235
2002-10-08,21.95998113347235
2002-10-09,21.95998113347235
2002-10-10,21.95998113347235
2002-10-11,6.939629763388067
2002-10-14,6.939629763388067
2002-10-15,6.939629763388067
2002-10-16,6.939629763388067
2002-10-17,6.939629763388067
2002-10-18,50.0
2002-10-21,50.0
2002-10-22,50.0
2002-10-23,50.0
2002-10-24,50.0
2002-10-25,74.74390202201997
2002-10-28,74.74390202201997
2002-10-29,74.74390202201997
2002-10-30,74.74390202201997
2002-10-31,74.74390202201997
2002-11-01,91.3172388318051
2002-11-04,91.3172388318051
2002-11-05,91.3172388318051
2002-11-06,91.3172388318051
2002-11-07,91.3172388318051
2002-11-08,91.43543693898266
2002-11-11,91.43543693898266
2002-11-12,91.43543693898266
2002-11-13,91.43543693898266
2002-11-14,91.43543693898266
2002-11-15,83.50707695939023
2002-11-18,83.50707695939023
2002-11-19,83.50707695939023
2002-11-20,83.50707695939023
2002-11-21,83.50707695939023
2002-11-22,94.8874832249154
2002-11-25,94.8874832249154
2002-11-26,94.8874832249154
2002-11-27,94.8874832249154
2002-11-29,87.15798305252702
2002-12-02,87.15798305252702
2002-12-03,87.15798305252702
2002-12-04,87.15798305252702
2002-12-05,87.15798305252702
2002-12-06,97.15017392502206
2002-12-09,97.15017392502206
2002-12-10,97.15017392502206
2002-12-11,97.15017392502206
2002-12-12,97.15017392502206
2002-12-13,84.8643344450121
2002-12-16,84.8643344450121
2002-12-17,84.8643344450121
2002-12-18,84.8643344450121
2002-12-19,84.8643344450121
2002-12-20,78.34693781893547
2002-12-23,78.34693781893547
2002-12-24,78.34693781893547
2002-12-26,78.34693781893547
2002-12-27,68.99744811276125
2002-12-30,68.99744811276125
2002-12-31,68.99744811276125
2003-01-02,68.99744811276125
2003-01-03,36.79549874556347
2003-01-06,36.79549874556347
2003-01-07,36.79549874556347
2003-01-08,36.79549874556347
2003-01-09,36.79549874556347
2003-01-10,38.31971108028914
2003-01-13,38.31971108028914
2003-01-14,38.31971108028914
2003-01-15,38.31971108028914
2003-01-16,38.31971108028914
2003-01-17,50.0
2003-01-21,50.0
2003-01-22,50.0
2003-01-23,50.0
2003-01-24,13.967403020279544
2003-01-27,13.967403020279544
2003-01-28,13.967403020279544
2003-01-29,13.967403020279544
2003-01-30,13.967403020279544
2003-01-31,9.67385559191683
2003-02-03,9.67385559191683
2003-02-04,9.67385559191683
2003-02-05,9.67385559191683
2003-02-06,9.67385559191683
2003-02-07,42.92283881055085
2003-02-10,42.92283881055085
2003-02-11,42.92283881055085
2003-02-12,42.92283881055085
2003-02-13,42.92283881055085
2003-02-14,16.52048701906146
2003-02-18,16.52048701906146
2003-02-19,16.52048701906146
2003-02-20,16.52048701906146
2003-02-21,2.450662211910176
2003-02-24,2.450662211910176
2003-02-25,2.450662211910176
2003-02-26,2.450662211910176
2003-02-27,2.450662211910176
2003-02-28,10.783969612210248
2003-03-03,10.783969612210248
2003-03-04,10.783969612210248
2003-03-05,10.783969612210248
2003-03-06,10.783969612210248
2003-03-07,35.29721910540917
2003-03-10,35.29721910540917
2003-03-11,35.29721910540917
2003-03-12,35.29721910540917
2003-03-13,35.29721910540917
2003-03-14,15.264561687011447
2003-03-17,15.264561687011447
2003-03-18,15.264561687011447
2003-03-19,15.264561687011447
2003-03-20,15.264561687011447
2003-03-21,61.68028891971087
2003-03-24,61.68028891971087
2003-03-25,61.68028891971087
2003-03-26,61.68028891971087
2003-03-27,61.68028891971087
2003-03-28,66.21745835766139
2003-03-31,66.21745835766139
2003-04-01,66.21745835766139
2003-04-02,66.21745835766139
2003-04-03,66.21745835766139
2003-04-04,35.68643336208105
2003-04-07,35.68643336208105
2003-04-08,35.68643336208105
2003-04-09,35.68643336208105
2003-04-10,35.68643336208105
2003-04-11,68.3304533966245
2003-04-14,68.3304533966245
2003-04-15,68.3304533966245
2003-04-16,68.3304533966245
2003-04-17,68.3304533966245
2003-04-21,81.48744788515627
2003-04-22,81.48744788515627
2003-04-23,81.48744788515627
2003-04-24,81.48744788515627
2003-04-25,98.78715650157257
2003-04-28,98.78715650157257
2003-04-29,98.78715650157257
2003-04-30,98.78715650157257
2003-05-01,98.78715650157257
2003-05-02,90.77109088402335
2003-05-05,90.77109088402335
2003-05-06,90.77109088402335
2003-05-07,90.77109088402335
2003-05-08,90.77109088402335
2003-05-09,96.89315158403326
2003-05-12,96.89315158403326
2003-05-13,96.89315158403326
2003-05-14,96.89315158403326
2003-05-15,96.89315158403326
2003-05-16,99.05383331606241
2003-05-19,99.05383331606241
2003-05-20,99.05383331606241
2003-05-21,99.05383331606241
2003-05-22,99.05383331606241
2003-05-23,57.15064294675557
2003-05-27,57.15064294675557
2003-05-28,57.15064294675557
2003-05-29,57.15064294675557
2003-05-30,99.2286195092253
2003-06-02,99.2286195092253
2003-06-03,99.2286195092253
2003-06-04,99.2286195092253
2003-06-05,99.2286195092253
2003-06-06,96.37362836253517
2003-06-09,96.37362836253517
2003-06-10,96.37362836253517
2003-06-11,96.37362836253517
2003-06-12,96.37362836253517
2003-06-13,88.92398555087709
2003-06-16,88.92398555087709
2003-06-17,88.92398555087709
2003-06-18,88.92398555087709
2003-06-19,88.92398555087709
2003-06-20,88.60486241645856
2003-06-23,88.60486241645856
2003-06-24,88.60486241645856
2003-06-25,88.60486241645856
2003-06-26,88.60486241645856
2003-06-27,99.81412674757388
2003-06-30,99.81412674757388
2003-07-01,99.81412674757388
2003-07-02,99.81412674757388
2003-07-03,99.81412674757388
2003-07-07,64.31356663791895
2003-07-08,64.31356663791895
2003-07-09,64.31356663791895
2003-07-10,64.31356663791895
2003-07-11,77.13588577824389
2003-07-14,77.13588577824389
2003-07-15,77.13588577824389
2003-07-16,77.13588577824389
2003-07-17,77.13588577824389
2003-07-18,90.62768831699111
2003-07-21,90.62768831699111
2003-07-22,90.62768831699111
2003-07-23,90.62768831699111
2003-07-24,90.62768831699111
2003-07-25,89.40694721603509
2003-07-28,89.40694721603509
2003-07-29,89.40694721603509
2003-07-30,89.40694721603509
2003-07-31,89.40694721603509
2003-08-01,97.17772987847373
2003-08-04,97.17772987847373
2003-08-05,97.17772987847373
2003-08-06,97.17772987847373
2003-08-07,97.17772987847373
2003-08-08,78.54981938976444
2003-08-11,78.54981938976444
2003-08-12,78.54981938976444
2003-08-13,78.54981938976444
2003-08-14,78.54981938976444
2003-08-15,93.67902000792532
2003-08-18,93.67902000792532
2003-08-19,93.67902000792532
2003-08-20,93.67902000792532
2003-08-21,93.67902000792532
2003-08-22,98.83875835203484
2003-08-25,98.83875835203484
2003-08-26,98.83875835203484
2003-08-27,98.83875835203484
2003-08-28,98.83875835203484
2003-08-29,96.77669818030267
2003-09-02,96.77669818030267
2003-09-03,96.77669818030267
2003-09-04,96.77669818030267
2003-09-05,98.9959131038215
2003-09-08,98.9959131038215
2003-09-09,98.9959131038215
2003-09-10,98.9959131038215
2003-09-11,98.9959131038215
2003-09-12,98.32093519131861
2003-09-15,98.32093519131861
2003-09-16,98.32093519131861
2003-09-17,98.32093519131861
2003-09-18,98.32093519131861
2003-09-19,98.67967359317822
2003-09-22,98.67967359317822
2003-09-23,98.67967359317822
2003-09-24,98.67967359317822
2003-09-25,98.67967359317822
2003-09-26,97.05451688249525
2003-09-29,97.05451688249525
2003-09-30,97.05451688249525
2003-10-01,97.05451688249525
2003-10-02,97.05451688249525
2003-10-03,89.50128392882226
2003-10-06,89.50128392882226
