,BAMLH0A0HYM2
2000-10-12,8.696363644506944
2000-10-13,6.721195478304237
2000-10-16,4.814596056038156
2000-10-17,4.814596056038156
2000-10-18,5.210126453862701
2000-10-19,3.7143298332569685
2000-10-20,3.0839021028200078
2000-10-23,3.1885501113580403
2000-10-24,3.1885501113580403
2000-10-25,2.916269597635762
2000-10-26,3.2352038252407844
2000-10-27,3.7245161158534046
2000-10-30,3.426199305719452
2000-10-31,3.426199305719452
2000-11-01,3.514614179115183
2000-11-02,2.5993066731327676
2000-11-03,2.8872280088677096
2000-11-06,3.048890050023967
2000-11-07,3.048890050023967
2000-11-08,3.253388741012669
2000-11-09,3.2131338067206974
2000-11-10,3.4268419974607003
2000-11-13,2.866671057551179
2000-11-14,2.866671057551179
2000-11-15,2.6745136858941865
2000-11-16,2.749476220417002
2000-11-17,2.7718830091048474
2000-11-20,2.510015530310439
2000-11-21,2.510015530310439
2000-11-22,2.1270146673662116
2000-11-24,1.3101066914913528
2000-11-27,1.428760670651219
2000-11-28,1.428760670651219
2000-11-29,1.3131104786321346
2000-11-30,1.1385275692524233
2000-12-01,0.82779335992203
2000-12-04,0.5066153234965065
2000-12-05,0.5066153234965065
2000-12-06,0.4509318401967666
2000-12-07,0.43475204952486135
2000-12-08,0.43617027710232126
2000-12-11,0.5039880525282647
2000-12-12,0.5039880525282647
2000-12-13,0.6031883518056447
2000-12-14,0.7350876446686472
2000-12-15,0.8429361993438411
2000-12-18,0.9268111764717257
2000-12-19,0.9268111764717257
2000-12-20,0.9062932873069418
2000-12-21,1.0171114312802432
2000-12-22,0.8492428229403437
2000-12-26,0.7823813911878363
2000-12-27,0.8126654289022595
2000-12-28,0.8274168988198882
2000-12-29,0.9112570716935164
2001-01-02,0.8018324556828549
2001-01-03,0.8327014746246142
2001-01-04,0.5829713505829448
2001-01-05,0.9546834237918134
2001-01-08,1.0463700212018645
2001-01-09,1.0463700212018645
2001-01-10,1.2196799786056478
2001-01-11,1.7943549421087501
2001-01-12,2.476734580480028
2001-01-16,5.100373018135445
2001-01-17,5.834067666897969
2001-01-18,5.845862897154208
2001-01-19,6.194595606927722
2001-01-22,7.7590327705188145
2001-01-23,7.7590327705188145
2001-01-24,8.497381356744881
2001-01-25,9.983251169019825
2001-01-26,10.887005243254361
2001-01-29,11.212385532324548
2001-01-30,11.212385532324548
2001-01-31,11.78253284858764
2001-02-01,12.15930255532251
2001-02-02,15.920300736200987
2001-02-05,20.41096726559469
2001-02-06,20.41096726559469
2001-02-07,21.91410399765161
2001-02-08,24.568852026274403
2001-02-09,24.002232682953363
2001-02-12,24.690413242283444
2001-02-13,24.690413242283444
2001-02-14,25.983026155348433
2001-02-15,27.703682093666004
2001-02-16,30.73086466001499
2001-02-20,30.967084630184495
2001-02-21,30.679133193026196
2001-02-22,30.394939014046784
2001-02-23,29.28593829962568
2001-02-26,24.51482472414577
2001-02-27,24.51482472414577
2001-02-28,23.94947583887359
2001-03-01,24.4812107927593
2001-03-02,23.916652901789792
2001-03-05,26.497041937087783
2001-03-06,26.497041937087783
2001-03-07,27.834189254966173
2001-03-08,28.792437252224918
2001-03-09,28.13020691927406
2001-03-12,31.760092708420462
2001-03-13,31.760092708420462
2001-03-14,28.953031561790965
2001-03-15,27.886555913059567
2001-03-16,20.43597868216188
2001-03-19,16.047440306114563
2001-03-20,16.047440306114563
2001-03-21,15.692265517565545
2001-03-22,14.101223870721302
2001-03-23,11.399492035357284
2001-03-26,10.20924164963019
2001-03-27,10.20924164963019
2001-03-28,12.362053900923737
2001-03-29,16.71743065204871
2001-03-30,15.547323110964829
2001-04-02,13.607916840566837
2001-04-03,13.607916840566837
2001-04-04,13.088466045804086
2001-04-05,8.211699781054977
2001-04-06,6.581743237426807
2001-04-09,5.272576058197193
2001-04-10,5.272576058197193
2001-04-11,5.092294858250856
2001-04-12,7.975439477390372
2001-04-16,10.22575954105579
2001-04-17,10.22575954105579
2001-04-18,13.268451972825424
2001-04-19,11.294498641222617
2001-04-20,10.305192432282178
2001-04-23,7.695253589706002
2001-04-24,7.695253589706002
2001-04-25,4.830355706071327
2001-04-26,3.934371211165133
2001-04-27,15.948871771907031
2001-04-30,18.895476944629095
2001-05-01,18.895476944629095
2001-05-02,22.670009892798817
2001-05-03,26.91227032244432
2001-05-04,33.32434110900801
2001-05-07,30.976658159729
2001-05-08,30.976658159729
2001-05-09,31.539089982461604
2001-05-10,32.5364897345927
2001-05-11,30.519729166599447
2001-05-14,43.64572316479103
2001-05-15,43.64572316479103
2001-05-16,38.88968488988894
2001-05-17,43.29557499217787
2001-05-18,40.92955056248797
2001-05-21,42.51341073198438
2001-05-22,42.51341073198438
2001-05-23,44.03304156591771
2001-05-24,43.591264182653006
2001-05-25,43.153981927897426
2001-05-29,47.650071484005935
2001-05-30,46.679727709264256
2001-05-31,48.190053677260174
2001-06-01,46.22657532010364
2001-06-04,41.93267122271037
2001-06-05,41.93267122271037
2001-06-06,40.07521619994309
2001-06-07,36.8642512660381
2001-06-08,37.42680921405043
2001-06-11,41.3928554465687
2001-06-12,41.3928554465687
2001-06-13,39.54722610603276
2001-06-14,36.35693232636032
2001-06-15,32.86682468732862
2001-06-18,25.797623707910045
2001-06-19,25.797623707910045
2001-06-20,20.65594481741685
2001-06-21,18.038684563932257
2001-06-22,15.444155958106492
2001-06-25,13.56768463156719
2001-06-26,13.56768463156719
2001-06-27,14.217404137512846
2001-06-28,15.140607650822236
2001-06-29,17.490512419726805
2001-07-02,23.84486947818589
2001-07-03,23.84486947818589
2001-07-05,26.43361107390615
2001-07-06,26.20574000217011
2001-07-09,25.744134339466072
2001-07-10,25.744134339466072
2001-07-11,25.904540881544524
2001-07-12,23.47787440702201
2001-07-13,23.28972715575725
2001-07-16,21.56489299947569
2001-07-17,21.56489299947569
2001-07-18,21.402373147472648
2001-07-19,20.58569547512879
2001-07-20,16.559193290936573
2001-07-23,18.646461035758872
2001-07-24,18.646461035758872
2001-07-25,19.437662220399822
2001-07-26,19.61427398326138
2001-07-27,21.74860819089789
2001-07-30,23.1241284050326
2001-07-31,23.1241284050326
2001-08-01,21.9054211242138
2001-08-02,23.831711507891136
2001-08-03,31.096991752293928
2001-08-06,38.984978585407845
2001-08-07,38.984978585407845
2001-08-08,39.542592538748025
2001-08-09,41.53633351628348
2001-08-10,37.804139600459365
2001-08-13,36.13035630568168
2001-08-14,36.13035630568168
2001-08-15,32.65254492211183
2001-08-16,34.10331009169012
2001-08-17,37.87748718905084
2001-08-20,31.35005151825954
2001-08-21,31.35005151825954
2001-08-22,33.220238053187835
2001-08-23,31.17542834792034
2001-08-24,31.738220205366797
2001-08-27,31.156248232264495
2001-08-28,31.156248232264495
2001-08-29,30.86583415272235
2001-08-30,28.920794486882663
2001-08-31,27.458302023057822
2001-09-04,35.456336558643585
2001-09-05,36.02077483832334
2001-09-06,44.21085143243522
2001-09-07,40.383635090145795
2001-09-10,28.55885496783848
2001-09-17,3.760022903550986
2001-09-18,3.760022903550986
2001-09-19,2.7811495958836807
2001-09-20,3.2700704778032663
2001-09-21,2.822509239486881
2001-09-24,1.7003503900987038
2001-09-25,1.7003503900987038
2001-09-26,1.5609163150675454
2001-09-27,1.8478220966488323
2001-09-28,1.5989800182105662
2001-10-01,0.9865334566247275
2001-10-02,1.173369812538838
2001-10-03,1.3137339079334787
2001-10-04,1.2812291463448477
2001-10-05,1.4055503831331695
2001-10-08,1.622647311537806
2001-10-09,1.622647311537806
2001-10-10,1.811141495283436
2001-10-11,2.099362458180265
2001-10-12,2.525356318203614
2001-10-15,3.5578838036607996
2001-10-16,3.5578838036607996
2001-10-17,4.584372648784174
2001-10-18,4.8711207213357035
2001-10-19,5.172362200511643
2001-10-22,5.503994618076002
2001-10-23,5.503994618076002
2001-10-24,5.622063941356803
2001-10-25,6.072313754000436
2001-10-26,5.751346216421988
2001-10-29,5.884788348204739
2001-10-30,5.884788348204739
2001-10-31,5.787139944648495
2001-11-01,4.99049958245425
2001-11-02,6.386154063387961
2001-11-05,8.73907504693307
2001-11-06,8.73907504693307
2001-11-07,8.571947943305474
2001-11-08,8.40900948928075
2001-11-09,8.101189292335642
2001-11-12,12.820856204747495
2001-11-13,12.820856204747495
2001-11-14,12.76854246392492
2001-11-15,14.339931072007328
2001-11-16,19.528071133912555
2001-11-19,48.71507750854301
2001-11-20,48.71507750854301
2001-11-21,43.79660646757253
2001-11-23,55.209655814100856
2001-11-26,59.967564754342774
2001-11-27,59.967564754342774
2001-11-28,58.933946917283045
2001-11-29,58.38353270264931
2001-11-30,60.70839801722266
2001-12-03,47.88794647150547
2001-12-04,47.88794647150547
2001-12-05,48.39998886788458
2001-12-06,43.97705608159711
2001-12-07,54.8928478412167
2001-12-10,66.09244819160227
2001-12-11,66.09244819160227
2001-12-12,57.08070535166683
2001-12-13,51.61518003871733
2001-12-14,46.15405969006039
2001-12-17,50.140219891633954
2001-12-18,50.140219891633954
2001-12-19,58.488914412721016
2001-12-20,50.56737267650663
2001-12-21,46.5997883364536
2001-12-24,51.09672645351594
2001-12-26,52.07912649910078
2001-12-27,52.06270944526563
2001-12-28,54.02303976402929
2001-12-31,50.52336219907936
2002-01-02,54.96723220505317
2002-01-03,54.92822137167824
2002-01-04,60.69024636964636
2002-01-07,66.46317372697706
2002-01-08,66.46317372697706
2002-01-09,63.17434329633118
2002-01-10,63.53594735713575
2002-01-11,63.89318947840504
2002-01-14,57.552419571679614
2002-01-15,57.552419571679614
2002-01-16,57.493618282143245
2002-01-17,53.02268834840385
2002-01-18,52.50431008312093
2002-01-22,51.95029295421287
2002-01-23,51.439412519278015
2002-01-24,52.4186342024669
2002-01-25,54.86617408851936
2002-01-28,58.668979530150644
2002-01-29,58.668979530150644
2002-01-30,60.03813572358202
2002-01-31,52.65270863876728
2002-02-01,51.145869051499304
2002-02-04,72.93362929425065
2002-02-05,72.93362929425065
2002-02-06,68.6757331871071
2002-02-07,65.47317541413065
2002-02-08,63.540555974532765
2002-02-11,60.53192821237109
2002-02-12,60.53192821237109
2002-02-13,59.97578306024411
2002-02-14,62.722031544224144
2002-02-15,64.46409335077317
2002-02-19,58.63809448919014
2002-02-20,58.08888519329659
2002-02-21,58.02604995446817
2002-02-22,54.54714044095748
2002-02-25,50.0274275235692
2002-02-26,50.0274275235692
2002-02-27,48.53948401979535
2002-02-28,51.526427395190154
2002-03-01,48.53896296071724
2002-03-04,64.00361244722293
2002-03-05,64.00361244722293
2002-03-06,67.03712509622486
2002-03-07,70.74083528742116
2002-03-08,73.00551957362559
2002-03-11,86.156606415477
2002-03-12,86.156606415477
2002-03-13,86.22074956454176
2002-03-14,86.28413871339033
2002-03-15,85.13447124775122
2002-03-18,88.81864234340989
2002-03-19,88.81864234340989
2002-03-20,88.249608188797
2002-03-21,88.49360652353097
2002-03-22,90.22360025407056
2002-03-25,89.9133787875385
2002-03-26,89.9133787875385
2002-03-27,90.11463372433593
2002-03-28,88.63172425170113
2002-04-01,88.54123883648941
2002-04-02,88.97387922106034
2002-04-03,90.29380411288899
2002-04-04,89.02817395516462
2002-04-05,86.97210621555075
2002-04-08,85.18955608903356
2002-04-09,85.18955608903356
2002-04-10,85.75687019546434
2002-04-11,85.08605028365412
2002-04-12,86.13812503414027
2002-04-15,82.92178976784959
2002-04-16,82.92178976784959
2002-04-17,82.4590218578023
2002-04-18,83.95087972886441
2002-04-19,85.57451941365099
2002-04-22,85.22297396254675
2002-04-23,85.22297396254675
2002-04-24,84.01008195518965
2002-04-25,84.10024602946315
2002-04-26,83.10395228736024
2002-04-29,81.59089397305335
2002-04-30,81.59089397305335
2002-05-01,82.86815690292399
2002-05-02,89.83432071872018
2002-05-03,89.49078366259376
2002-05-06,88.17001906705983
2002-05-07,88.17001906705983
2002-05-08,87.57807502701867
2002-05-09,86.03952875882071
2002-05-10,88.71691166689111
2002-05-13,86.65665586063623
2002-05-14,86.65665586063623
2002-05-15,86.71496221967337
2002-05-16,88.08024699528202
2002-05-17,87.04420691747238
2002-05-20,84.78739605875005
2002-05-21,84.78739605875005
2002-05-22,82.99665222392643
2002-05-23,81.66014803022613
2002-05-24,80.25511252507995
2002-05-28,82.0294130856676
2002-05-29,81.85179859675355
2002-05-30,81.37539054023044
2002-05-31,78.98529048037122
2002-06-03,74.38405626695348
2002-06-04,74.38405626695348
2002-06-05,74.60095001374866
2002-06-06,71.3038830086644
2002-06-07,72.75765160054604
2002-06-10,68.33261326612353
2002-06-11,68.33261326612353
2002-06-12,65.11565170429448
2002-06-13,60.840575549939366
2002-06-14,54.46775240544704
2002-06-17,44.52979584005203
2002-06-18,44.52979584005203
2002-06-19,47.034949644065094
2002-06-20,47.05833443688264
2002-06-21,41.21767154862279
2002-06-24,33.46985235090727
2002-06-25,33.46985235090727
2002-06-26,31.41499354688792
2002-06-27,28.224524230526356
2002-06-28,7.631629592648537
2002-07-01,5.785202996918576
2002-07-02,13.993797354268562
2002-07-03,15.677797612666211
2002-07-05,9.055116201531387
2002-07-08,10.418708599071646
2002-07-09,10.418708599071646
2002-07-10,10.028509632562171
2002-07-11,10.369056339114003
2002-07-12,9.12423427933698
2002-07-15,6.561629880587333
2002-07-16,6.561629880587333
2002-07-17,7.612688733884509
2002-07-18,8.648022548429479
2002-07-19,7.88696449340629
2002-07-22,5.86815391048241
2002-07-23,5.86815391048241
2002-07-24,4.781950048624662
2002-07-25,3.216458535946032
2002-07-26,2.0365588323019876
2002-07-29,1.5529920991459445
2002-07-30,1.5529920991459445
2002-07-31,2.0264121357703946
2002-08-01,2.1708839814563174
2002-08-02,3.833100510445658
2002-08-05,3.649011463616214
2002-08-06,3.649011463616214
2002-08-07,2.805064652642597
2002-08-08,3.493025478300127
2002-08-09,3.0728736546934754
2002-08-12,3.0556395425154537
2002-08-13,3.0556395425154537
2002-08-14,2.68949307810456
2002-08-15,2.067750351457054
2002-08-16,1.9330949944019349
2002-08-19,3.4491483852744698
2002-08-20,3.4491483852744698
2002-08-21,3.537947256187146
2002-08-22,3.5594742430224926
2002-08-23,4.092686103794435
2002-08-26,6.964031254131098
2002-08-27,6.964031254131098
2002-08-28,8.070233436482809
2002-08-29,10.016887056156087
2002-08-30,9.47162637005124
2002-09-03,7.860781870718714
2002-09-04,8.150179712041533
2002-09-05,6.1778069593653395
2002-09-06,6.4218496058866865
2002-09-09,7.46921396445539
2002-09-10,7.46921396445539
2002-09-11,7.607885399033886
2002-09-12,7.607155093769707
2002-09-13,9.457934042127086
2002-09-16,8.771888786162663
2002-09-17,8.771888786162663
2002-09-18,9.58742510128655
2002-09-19,9.918165775823118
2002-09-20,9.21117734712173
2002-09-23,5.813191353587943
2002-09-24,5.813191353587943
2002-09-25,4.070017118168251
2002-09-26,3.189850077242512
2002-09-27,3.815985333839694
2002-09-30,3.184521719522265
2002-10-01,3.184521719522265
2002-10-02,3.0857305563304793
2002-10-03,3.986074801696382
2002-10-04,3.1846004274168784
2002-10-07,2.241855474369492
2002-10-08,2.241855474369492
2002-10-09,1.690959967062572
2002-10-10,1.2765356135233719
2002-10-11,0.7325388002449917
2002-10-14,0.9633194401338474
2002-10-15,0.9633194401338474
2002-10-16,0.9604040830482108
2002-10-17,2.0134806986034204
2002-10-18,2.0749734138442943
2002-10-21,2.5674820417352473
2002-10-22,2.5674820417352473
2002-10-23,3.2633800576915064
2002-10-24,3.4138511402799776
2002-10-25,3.435619938541806
2002-10-28,3.4119854836420327
2002-10-29,3.4119854836420327
2002-10-30,3.6367014040152967
2002-10-31,2.9619780009806638
2002-11-01,3.3489728797073126
2002-11-04,4.687131550966078
2002-11-05,4.687131550966078
2002-11-06,6.591392929845025
2002-11-07,8.226222608820176
2002-11-08,9.84687550881594
2002-11-11,9.127033010440593
2002-11-12,9.127033010440593
2002-11-13,8.950141366535064
2002-11-14,9.605267201852751
2002-11-15,10.481960147083708
2002-11-18,18.863673388915835
2002-11-19,18.863673388915835
2002-11-20,21.608566391032998
2002-11-21,24.97659406016193
2002-11-22,34.19436287778995
2002-11-25,51.15895322688226
2002-11-26,51.15895322688226
2002-11-27,52.635694422096925
2002-11-29,56.0895248590146
2002-12-02,61.26334363869363
2002-12-03,61.26334363869363
2002-12-04,68.40056866431566
2002-12-05,68.2684729752402
2002-12-06,61.82895057501552
2002-12-09,52.471934561635805
2002-12-10,52.471934561635805
2002-12-11,48.486477633942286
2002-12-12,49.98612565238124
2002-12-13,48.00310832564257
2002-12-16,52.97868795893129
2002-12-17,52.97868795893129
2002-12-18,58.336600225475784
2002-12-19,57.30392025242147
2002-12-20,55.29428372981118
2002-12-23,52.78269348272817
2002-12-24,52.78269348272817
2002-12-26,51.752813138091014
2002-12-27,51.738968128669626
2002-12-30,46.760266161707015
2002-12-31,46.760266161707015
2003-01-02,57.181642581147216
2003-01-03,57.12564559959922
2003-01-06,71.77486191145653
2003-01-07,71.77486191145653
2003-01-08,77.61576454935273
2003-01-09,82.21836808062145
2003-01-10,84.2618757485822
2003-01-13,89.6942331003365
2003-01-14,89.6942331003365
2003-01-15,89.5350489067535
2003-01-16,88.59740621227037
2003-01-17,88.43264338761487
2003-01-21,84.8734041488216
2003-01-22,84.43858924118544
2003-01-23,83.99719019022605
2003-01-24,80.63790114919829
2003-01-27,80.88833148492725
2003-01-28,80.88833148492725
2003-01-29,78.11926342556839
2003-01-30,79.28083505714885
2003-01-31,79.4321007337641
2003-02-03,77.39656337855541
2003-02-04,77.39656337855541
2003-02-05,79.89662074522634
2003-02-06,77.38263599145357
2003-02-07,78.91035497937958
2003-02-10,72.7735274151911
2003-02-11,72.7735274151911
2003-02-12,74.16875283738449
2003-02-13,73.23809422485263
2003-02-14,67.71780261970221
2003-02-18,62.10586673832057
2003-02-19,63.86492379349913
2003-02-20,64.67281180137998
2003-02-21,65.91331366826371
2003-02-24,70.41202682027348
2003-02-25,70.41202682027348
2003-02-26,70.68189655457793
2003-02-27,68.86167278327223
2003-02-28,69.1518537512683
2003-03-03,71.36014254948682
2003-03-04,71.36014254948682
2003-03-05,74.73069081230254
2003-03-06,73.80861540121975
2003-03-07,72.8726522520326
2003-03-10,72.16084209017286
2003-03-11,72.16084209017286
2003-03-12,70.38203803642496
2003-03-13,72.27060082278125
2003-03-14,72.51580847033773
2003-03-17,77.73057485490007
2003-03-18,77.73057485490007
2003-03-19,81.72904764152736
2003-03-20,85.12196293589989
2003-03-21,85.69194960374705
2003-03-24,89.45531834183113
2003-03-25,89.45531834183113
2003-03-26,86.79682552050932
2003-03-27,86.85351324215034
2003-03-28,87.13363844668072
2003-03-31,87.45624787247368
2003-04-01,87.45624787247368
2003-04-02,87.93289189175464
2003-04-03,89.9225733596842
2003-04-04,93.50751776707833
2003-04-07,94.59719630579437
2003-04-08,94.59719630579437
2003-04-09,95.68111783986973
2003-04-10,94.6602487367678
2003-04-11,93.42551306893206
2003-04-14,94.32203651986205
2003-04-15,94.32203651986205
2003-04-16,95.10368525826102
2003-04-17,95.44464901031466
2003-04-21,95.95812762535729
2003-04-22,95.95812762535729
2003-04-23,96.23619884990057
2003-04-24,96.56036846727523
2003-04-25,97.35597160676382
2003-04-28,97.36220504634801
2003-04-29,97.36220504634801
2003-04-30,97.48968102993366
2003-05-01,97.83102324760107
2003-05-02,98.19631435520024
2003-05-05,98.64836496522868
2003-05-06,98.64836496522868
2003-05-07,98.6294713390651
2003-05-08,98.31065701422253
2003-05-09,97.79805824663767
2003-05-12,97.33081714221099
2003-05-13,97.33081714221099
2003-05-14,97.25595656285584
2003-05-15,97.17967330506237
2003-05-16,96.5548702274178
2003-05-19,96.30208306691667
2003-05-20,96.30208306691667
2003-05-21,95.98604604529923
2003-05-22,94.93611829315057
2003-05-23,94.5234607548678
2003-05-27,93.49639920430486
2003-05-28,93.36708969763954
2003-05-29,93.11024219834519
2003-05-30,92.84635073778205
2003-06-02,93.70186954848968
2003-06-03,93.70186954848968
2003-06-04,94.96199773970545
2003-06-05,94.01680481733108
2003-06-06,94.33268107255033
2003-06-09,96.0926991113184
2003-06-10,96.0926991113184
2003-06-11,95.76139280738983
2003-06-12,95.04562656083075
2003-06-13,95.64562581042408
2003-06-16,95.77049889980546
2003-06-17,95.77049889980546
2003-06-18,96.74798940097287
2003-06-19,97.59512006506709
2003-06-20,97.96172138671542
2003-06-23,97.70842155819619
2003-06-24,97.70842155819619
2003-06-25,96.90904979045163
2003-06-26,96.30067032927545
2003-06-27,97.10088452661708
2003-06-30,97.56902918738233
2003-07-01,97.56902918738233
2003-07-02,96.96654137937111
2003-07-03,96.76291358447038
2003-07-07,96.76061693618212
2003-07-08,96.76061693618212
2003-07-09,97.03747678564653
2003-07-10,97.39212496542802
2003-07-11,97.31844416695124
2003-07-14,96.69705081142726
2003-07-15,96.69705081142726
2003-07-16,97.25707856863619
2003-07-17,98.12347664424675
2003-07-18,97.94876216883453
2003-07-21,97.82247036017746
2003-07-22,97.82247036017746
2003-07-23,98.38919471837141
2003-07-24,98.09376926339488
2003-07-25,97.79164677974217
2003-07-28,97.61246335048197
2003-07-29,97.61246335048197
2003-07-30,97.89616247514024
2003-07-31,97.91528641331482
2003-08-01,96.83912637010056
2003-08-04,97.02536841258387
2003-08-05,97.02536841258387
2003-08-06,96.50550358002923
2003-08-07,96.68033405431234
2003-08-08,94.42231695061432
2003-08-11,93.38241057538538
2003-08-12,93.38241057538538
2003-08-13,93.85006326946043
2003-08-14,93.11508635519826
2003-08-15,94.59203917895938
2003-08-18,93.45634506566083
2003-08-19,93.45634506566083
2003-08-20,93.56956272545756
2003-08-21,94.24261230220003
2003-08-22,95.73279921755345
2003-08-25,96.87950634830503
2003-08-26,96.87950634830503
2003-08-27,97.30616350454824
2003-08-28,97.12195788669152
2003-08-29,97.56235467093033
2003-09-02,97.29665423569554
2003-09-03,97.22114199593936
2003-09-04,98.30863673207124
2003-09-05,98.35361523658548
2003-09-08,97.1001997429284
2003-09-09,97.1001997429284
2003-09-10,97.39727462443679
2003-09-11,97.37489289601058
