,UMCSENT
2000-07-14,41.89681042638156
2000-07-17,41.89681042638156
2000-07-18,41.89681042638156
2000-07-19,41.89681042638156
2000-07-20,41.89681042638156
2000-07-21,12.60481149323125
2000-07-24,12.60481149323125
2000-07-25,12.60481149323125
2000-07-26,12.60481149323125
2000-07-27,12.60481149323125
2000-07-28,12.60481149323125
2000-07-31,12.60481149323125
2000-08-01,12.60481149323125
2000-08-02,12.60481149323125
2000-08-03,12.60481149323125
2000-08-04,12.60481149323125
2000-08-07,12.60481149323125
2000-08-08,12.60481149323125
2000-08-09,12.60481149323125
2000-08-10,12.60481149323125
2000-08-11,12.60481149323125
2000-08-14,12.60481149323125
2000-08-15,12.60481149323125
2000-08-16,12.60481149323125
2000-08-17,12.60481149323125
2000-08-18,12.60481149323125
2000-08-21,24.735399617730735
2000-08-22,24.735399617730735
2000-08-23,24.735399617730735
2000-08-24,24.735399617730735
2000-08-25,24.735399617730735
2000-08-28,24.735399617730735
2000-08-29,24.735399617730735
2000-08-30,24.735399617730735
2000-08-31,24.735399617730735
2000-09-01,24.735399617730735
2000-09-05,24.735399617730735
2000-09-06,24.735399617730735
2000-09-07,24.735399617730735
2000-09-08,24.735399617730735
2000-09-11,24.735399617730735
2000-09-12,24.735399617730735
2000-09-13,24.735399617730735
2000-09-14,24.735399617730735
2000-09-15,24.735399617730735
2000-09-18,24.735399617730735
2000-09-19,24.735399617730735
2000-09-20,24.735399617730735
2000-09-21,19.29424666789357
2000-09-22,19.29424666789357
2000-09-25,19.29424666789357
2000-09-26,19.29424666789357
2000-09-27,19.29424666789357
2000-09-28,19.29424666789357
2000-09-29,19.29424666789357
2000-10-02,19.29424666789357
2000-10-03,19.29424666789357
2000-10-04,19.29424666789357
2000-10-05,19.29424666789357
2000-10-06,19.29424666789357
2000-10-09,19.29424666789357
2000-10-10,19.29424666789357
2000-10-11,19.29424666789357
2000-10-12,19.29424666789357
2000-10-13,19.29424666789357
2000-10-16,19.29424666789357
2000-10-17,19.29424666789357
2000-10-18,19.29424666789357
2000-10-19,19.29424666789357
2000-10-20,19.29424666789357
2000-10-23,17.612271527977363
2000-10-24,17.612271527977363
2000-10-25,17.612271527977363
2000-10-26,17.612271527977363
2000-10-27,17.612271527977363
2000-10-30,17.612271527977363
2000-10-31,17.612271527977363
2000-11-01,17.612271527977363
2000-11-02,17.612271527977363
2000-11-03,17.612271527977363
2000-11-06,17.612271527977363
2000-11-07,17.612271527977363
2000-11-08,17.612271527977363
2000-11-09,17.612271527977363
2000-11-10,17.612271527977363
2000-11-13,17.612271527977363
2000-11-14,17.612271527977363
2000-11-15,17.612271527977363
2000-11-16,17.612271527977363
2000-11-17,17.612271527977363
2000-11-20,17.612271527977363
2000-11-21,13.730906267913701
2000-11-22,13.730906267913701
2000-11-24,13.730906267913701
2000-11-27,13.730906267913701
2000-11-28,13.730906267913701
2000-11-29,13.730906267913701
2000-11-30,13.730906267913701
2000-12-01,13.730906267913701
2000-12-04,13.730906267913701
2000-12-05,13.730906267913701
2000-12-06,13.730906267913701
2000-12-07,13.730906267913701
2000-12-08,13.730906267913701
2000-12-11,13.730906267913701
2000-12-12,13.730906267913701
2000-12-13,13.730906267913701
2000-12-14,13.730906267913701
2000-12-15,13.730906267913701
2000-12-18,13.730906267913701
2000-12-19,13.730906267913701
2000-12-20,13.730906267913701
2000-12-21,25.780675334815246
2000-12-22,25.780675334815246
2000-12-26,25.780675334815246
2000-12-27,25.780675334815246
2000-12-28,25.780675334815246
2000-12-29,25.780675334815246
2001-01-02,25.780675334815246
2001-01-03,25.780675334815246
2001-01-04,25.780675334815246
2001-01-05,25.780675334815246
2001-01-08,25.780675334815246
2001-01-09,25.780675334815246
2001-01-10,25.780675334815246
2001-01-11,25.780675334815246
2001-01-12,25.780675334815246
2001-01-16,25.780675334815246
2001-01-17,25.780675334815246
2001-01-18,25.780675334815246
2001-01-19,25.780675334815246
2001-01-22,1.1191747879538527
2001-01-23,1.1191747879538527
2001-01-24,1.1191747879538527
2001-01-25,1.1191747879538527
2001-01-26,1.1191747879538527
2001-01-29,1.1191747879538527
2001-01-30,1.1191747879538527
2001-01-31,1.1191747879538527
2001-02-01,1.1191747879538527
2001-02-02,1.1191747879538527
2001-02-05,1.1191747879538527
2001-02-06,1.1191747879538527
2001-02-07,1.1191747879538527
2001-02-08,1.1191747879538527
2001-02-09,1.1191747879538527
2001-02-12,1.1191747879538527
2001-02-13,1.1191747879538527
2001-02-14,1.1191747879538527
2001-02-15,1.1191747879538527
2001-02-16,1.1191747879538527
2001-02-20,1.1191747879538527
2001-02-21,0.3543501904426538
2001-02-22,0.3543501904426538
2001-02-23,0.3543501904426538
2001-02-26,0.3543501904426538
2001-02-27,0.3543501904426538
2001-02-28,0.3543501904426538
2001-03-01,0.3543501904426538
2001-03-02,0.3543501904426538
2001-03-05,0.3543501904426538
2001-03-06,0.3543501904426538
2001-03-07,0.3543501904426538
2001-03-08,0.3543501904426538
2001-03-09,0.3543501904426538
2001-03-12,0.3543501904426538
2001-03-13,0.3543501904426538
2001-03-14,0.3543501904426538
2001-03-15,0.3543501904426538
2001-03-16,0.3543501904426538
2001-03-19,0.3543501904426538
2001-03-20,0.3543501904426538
2001-03-21,0.10213320864854158
2001-03-22,0.10213320864854158
2001-03-23,0.10213320864854158
2001-03-26,0.10213320864854158
2001-03-27,0.10213320864854158
2001-03-28,0.10213320864854158
2001-03-29,0.10213320864854158
2001-03-30,0.10213320864854158
2001-04-02,0.10213320864854158
2001-04-03,0.10213320864854158
2001-04-04,0.10213320864854158
2001-04-05,0.10213320864854158
2001-04-06,0.10213320864854158
2001-04-09,0.10213320864854158
2001-04-10,0.10213320864854158
2001-04-11,0.10213320864854158
2001-04-12,0.10213320864854158
2001-04-16,0.10213320864854158
2001-04-17,0.10213320864854158
2001-04-18,0.10213320864854158
2001-04-19,0.10213320864854158
2001-04-20,0.10213320864854158
2001-04-23,0.20808637834247024
2001-04-24,0.20808637834247024
2001-04-25,0.20808637834247024
2001-04-26,0.20808637834247024
2001-04-27,0.20808637834247024
2001-04-30,0.20808637834247024
2001-05-01,0.20808637834247024
2001-05-02,0.20808637834247024
2001-05-03,0.20808637834247024
2001-05-04,0.20808637834247024
2001-05-07,0.20808637834247024
2001-05-08,0.20808637834247024
2001-05-09,0.20808637834247024
2001-05-10,0.20808637834247024
2001-05-11,0.20808637834247024
2001-05-14,0.20808637834247024
2001-05-15,0.20808637834247024
2001-05-16,0.20808637834247024
2001-05-17,0.20808637834247024
2001-05-18,0.20808637834247024
2001-05-21,0.090002062901412
2001-05-22,0.090002062901412
2001-05-23,0.090002062901412
2001-05-24,0.090002062901412
2001-05-25,0.090002062901412
2001-05-29,0.090002062901412
2001-05-30,0.090002062901412
2001-05-31,0.090002062901412
2001-06-01,0.090002062901412
2001-06-04,0.090002062901412
2001-06-05,0.090002062901412
2001-06-06,0.090002062901412
2001-06-07,0.090002062901412
2001-06-08,0.090002062901412
2001-06-11,0.090002062901412
2001-06-12,0.090002062901412
2001-06-13,0.090002062901412
2001-06-14,0.090002062901412
2001-06-15,0.090002062901412
2001-06-18,0.090002062901412
2001-06-19,0.090002062901412
2001-06-20,0.090002062901412
2001-06-21,0.5112236980574225
2001-06-22,0.5112236980574225
2001-06-25,0.5112236980574225
2001-06-26,0.5112236980574225
2001-06-27,0.5112236980574225
2001-06-28,0.5112236980574225
2001-06-29,0.5112236980574225
2001-07-02,0.5112236980574225
2001-07-03,0.5112236980574225
2001-07-05,0.5112236980574225
2001-07-06,0.5112236980574225
2001-07-09,0.5112236980574225
2001-07-10,0.5112236980574225
2001-07-11,0.5112236980574225
2001-07-12,0.5112236980574225
2001-07-13,0.5112236980574225
2001-07-16,0.5112236980574225
2001-07-17,0.5112236980574225
2001-07-18,0.5112236980574225
2001-07-19,0.5112236980574225
2001-07-20,0.5112236980574225
2001-07-23,0.8500889073814966
2001-07-24,0.8500889073814966
2001-07-25,0.8500889073814966
2001-07-26,0.8500889073814966
2001-07-27,0.8500889073814966
2001-07-30,0.8500889073814966
2001-07-31,0.8500889073814966
2001-08-01,0.8500889073814966
2001-08-02,0.8500889073814966
2001-08-03,0.8500889073814966
2001-08-06,0.8500889073814966
2001-08-07,0.8500889073814966
2001-08-08,0.8500889073814966
2001-08-09,0.8500889073814966
2001-08-10,0.8500889073814966
2001-08-13,0.8500889073814966
2001-08-14,0.8500889073814966
2001-08-15,0.8500889073814966
2001-08-16,0.8500889073814966
2001-08-17,0.8500889073814966
2001-08-20,0.8500889073814966
2001-08-21,1.017618101111839
2001-08-22,1.017618101111839
2001-08-23,1.017618101111839
2001-08-24,1.017618101111839
2001-08-27,1.017618101111839
2001-08-28,1.017618101111839
2001-08-29,1.017618101111839
2001-08-30,1.017618101111839
2001-08-31,1.017618101111839
2001-09-04,1.017618101111839
2001-09-05,1.017618101111839
2001-09-06,1.017618101111839
2001-09-07,1.017618101111839
2001-09-10,1.017618101111839
2001-09-17,1.017618101111839
2001-09-18,1.017618101111839
2001-09-19,1.017618101111839
2001-09-20,1.017618101111839
2001-09-21,0.927985189221453
2001-09-24,0.927985189221453
2001-09-25,0.927985189221453
2001-09-26,0.927985189221453
2001-09-27,0.927985189221453
2001-09-28,0.927985189221453
2001-10-01,0.927985189221453
2001-10-02,0.927985189221453
2001-10-03,0.927985189221453
2001-10-04,0.927985189221453
2001-10-05,0.927985189221453
2001-10-08,0.927985189221453
2001-10-09,0.927985189221453
2001-10-10,0.927985189221453
2001-10-11,0.927985189221453
2001-10-12,0.927985189221453
2001-10-15,0.927985189221453
2001-10-16,0.927985189221453
2001-10-17,0.927985189221453
2001-10-18,0.927985189221453
2001-10-19,0.927985189221453
2001-10-22,0.030698867987988265
2001-10-23,0.030698867987988265
2001-10-24,0.030698867987988265
2001-10-25,0.030698867987988265
2001-10-26,0.030698867987988265
2001-10-29,0.030698867987988265
2001-10-30,0.030698867987988265
2001-10-31,0.030698867987988265
2001-11-01,0.030698867987988265
2001-11-02,0.030698867987988265
2001-11-05,0.030698867987988265
2001-11-06,0.030698867987988265
2001-11-07,0.030698867987988265
2001-11-08,0.030698867987988265
2001-11-09,0.030698867987988265
2001-11-12,0.030698867987988265
2001-11-13,0.030698867987988265
2001-11-14,0.030698867987988265
2001-11-15,0.030698867987988265
2001-11-16,0.030698867987988265
2001-11-19,0.030698867987988265
2001-11-20,0.030698867987988265
2001-11-21,0.06679415692974477
2001-11-23,0.06679415692974477
2001-11-26,0.06679415692974477
2001-11-27,0.06679415692974477
2001-11-28,0.06679415692974477
2001-11-29,0.06679415692974477
2001-11-30,0.06679415692974477
2001-12-03,0.06679415692974477
2001-12-04,0.06679415692974477
2001-12-05,0.06679415692974477
2001-12-06,0.06679415692974477
2001-12-07,0.06679415692974477
2001-12-10,0.06679415692974477
2001-12-11,0.06679415692974477
2001-12-12,0.06679415692974477
2001-12-13,0.06679415692974477
2001-12-14,0.06679415692974477
2001-12-17,0.06679415692974477
2001-12-18,0.06679415692974477
2001-12-19,0.06679415692974477
2001-12-20,0.06679415692974477
2001-12-21,0.15601408421484497
2001-12-24,0.15601408421484497
2001-12-26,0.15601408421484497
2001-12-27,0.15601408421484497
2001-12-28,0.15601408421484497
2001-12-31,0.15601408421484497
2002-01-02,0.15601408421484497
2002-01-03,0.15601408421484497
2002-01-04,0.15601408421484497
2002-01-07,0.15601408421484497
2002-01-08,0.15601408421484497
2002-01-09,0.15601408421484497
2002-01-10,0.15601408421484497
2002-01-11,0.15601408421484497
2002-01-14,0.15601408421484497
2002-01-15,0.15601408421484497
2002-01-16,0.15601408421484497
2002-01-17,0.15601408421484497
2002-01-18,0.15601408421484497
2002-01-22,1.3951783057674916
2002-01-23,1.3951783057674916
2002-01-24,1.3951783057674916
2002-01-25,1.3951783057674916
2002-01-28,1.3951783057674916
2002-01-29,1.3951783057674916
2002-01-30,1.3951783057674916
2002-01-31,1.3951783057674916
2002-02-01,1.3951783057674916
2002-02-04,1.3951783057674916
2002-02-05,1.3951783057674916
2002-02-06,1.3951783057674916
2002-02-07,1.3951783057674916
2002-02-08,1.3951783057674916
2002-02-11,1.3951783057674916
2002-02-12,1.3951783057674916
2002-02-13,1.3951783057674916
2002-02-14,1.3951783057674916
2002-02-15,1.3951783057674916
2002-02-19,1.3951783057674916
2002-02-20,1.3951783057674916
2002-02-21,8.026578494171805
2002-02-22,8.026578494171805
2002-02-25,8.026578494171805
2002-02-26,8.026578494171805
2002-02-27,8.026578494171805
2002-02-28,8.026578494171805
2002-03-01,8.026578494171805
2002-03-04,8.026578494171805
2002-03-05,8.026578494171805
2002-03-06,8.026578494171805
2002-03-07,8.026578494171805
2002-03-08,8.026578494171805
2002-03-11,8.026578494171805
2002-03-12,8.026578494171805
2002-03-13,8.026578494171805
2002-03-14,8.026578494171805
2002-03-15,8.026578494171805
2002-03-18,8.026578494171805
2002-03-19,8.026578494171805
2002-03-20,8.026578494171805
2002-03-21,4.003327233220705
2002-03-22,4.003327233220705
2002-03-25,4.003327233220705
2002-03-26,4.003327233220705
2002-03-27,4.003327233220705
2002-03-28,4.003327233220705
2002-04-01,4.003327233220705
2002-04-02,4.003327233220705
2002-04-03,4.003327233220705
2002-04-04,4.003327233220705
2002-04-05,4.003327233220705
2002-04-08,4.003327233220705
2002-04-09,4.003327233220705
2002-04-10,4.003327233220705
2002-04-11,4.003327233220705
2002-04-12,4.003327233220705
2002-04-15,4.003327233220705
2002-04-16,4.003327233220705
2002-04-17,4.003327233220705
2002-04-18,4.003327233220705
2002-04-19,4.003327233220705
2002-04-22,24.720854585917877
2002-04-23,24.720854585917877
2002-04-24,24.720854585917877
2002-04-25,24.720854585917877
2002-04-26,24.720854585917877
2002-04-29,24.720854585917877
2002-04-30,24.720854585917877
2002-05-01,24.720854585917877
2002-05-02,24.720854585917877
2002-05-03,24.720854585917877
2002-05-06,24.720854585917877
2002-05-07,24.720854585917877
2002-05-08,24.720854585917877
2002-05-09,24.720854585917877
2002-05-10,24.720854585917877
2002-05-13,24.720854585917877
2002-05-14,24.720854585917877
2002-05-15,24.720854585917877
2002-05-16,24.720854585917877
2002-05-17,24.720854585917877
2002-05-20,24.720854585917877
2002-05-21,11.155199219645862
2002-05-22,11.155199219645862
2002-05-23,11.155199219645862
2002-05-24,11.155199219645862
2002-05-28,11.155199219645862
2002-05-29,11.155199219645862
2002-05-30,11.155199219645862
2002-05-31,11.155199219645862
2002-06-03,11.155199219645862
2002-06-04,11.155199219645862
2002-06-05,11.155199219645862
2002-06-06,11.155199219645862
2002-06-07,11.155199219645862
2002-06-10,11.155199219645862
2002-06-11,11.155199219645862
2002-06-12,11.155199219645862
2002-06-13,11.155199219645862
2002-06-14,11.155199219645862
2002-06-17,11.155199219645862
2002-06-18,11.155199219645862
2002-06-19,11.155199219645862
2002-06-20,11.155199219645862
2002-06-21,38.05655842582262
2002-06-24,38.05655842582262
2002-06-25,38.05655842582262
2002-06-26,38.05655842582262
2002-06-27,38.05655842582262
2002-06-28,38.05655842582262
2002-07-01,38.05655842582262
2002-07-02,38.05655842582262
2002-07-03,38.05655842582262
2002-07-05,38.05655842582262
2002-07-08,38.05655842582262
2002-07-09,38.05655842582262
2002-07-10,38.05655842582262
2002-07-11,38.05655842582262
2002-07-12,38.05655842582262
2002-07-15,38.05655842582262
2002-07-16,38.05655842582262
2002-07-17,38.05655842582262
2002-07-18,38.05655842582262
2002-07-19,38.05655842582262
2002-07-22,10.307469516533912
2002-07-23,10.307469516533912
2002-07-24,10.307469516533912
2002-07-25,10.307469516533912
2002-07-26,10.307469516533912
2002-07-29,10.307469516533912
2002-07-30,10.307469516533912
2002-07-31,10.307469516533912
2002-08-01,10.307469516533912
2002-08-02,10.307469516533912
2002-08-05,10.307469516533912
2002-08-06,10.307469516533912
2002-08-07,10.307469516533912
2002-08-08,10.307469516533912
2002-08-09,10.307469516533912
2002-08-12,10.307469516533912
2002-08-13,10.307469516533912
2002-08-14,10.307469516533912
2002-08-15,10.307469516533912
2002-08-16,10.307469516533912
2002-08-19,10.307469516533912
2002-08-20,10.307469516533912
2002-08-21,2.47565088184985
2002-08-22,2.47565088184985
2002-08-23,2.47565088184985
2002-08-26,2.47565088184985
2002-08-27,2.47565088184985
2002-08-28,2.47565088184985
2002-08-29,2.47565088184985
2002-08-30,2.47565088184985
2002-09-03,2.47565088184985
2002-09-04,2.47565088184985
2002-09-05,2.47565088184985
2002-09-06,2.47565088184985
2002-09-09,2.47565088184985
2002-09-10,2.47565088184985
2002-09-11,2.47565088184985
2002-09-12,2.47565088184985
2002-09-13,2.47565088184985
2002-09-16,2.47565088184985
2002-09-17,2.47565088184985
2002-09-18,2.47565088184985
2002-09-19,2.47565088184985
2002-09-20,2.47565088184985
2002-09-23,2.498407890915316
2002-09-24,2.498407890915316
2002-09-25,2.498407890915316
2002-09-26,2.498407890915316
2002-09-27,2.498407890915316
2002-09-30,2.498407890915316
2002-10-01,2.498407890915316
2002-10-02,2.498407890915316
2002-10-03,2.498407890915316
2002-10-04,2.498407890915316
2002-10-07,2.498407890915316
2002-10-08,2.498407890915316
2002-10-09,2.498407890915316
2002-10-10,2.498407890915316
2002-10-11,2.498407890915316
2002-10-14,2.498407890915316
2002-10-15,2.498407890915316
2002-10-16,2.498407890915316
2002-10-17,2.498407890915316
2002-10-18,2.498407890915316
2002-10-21,1.740025647715604
2002-10-22,1.740025647715604
2002-10-23,1.740025647715604
2002-10-24,1.740025647715604
2002-10-25,1.740025647715604
2002-10-28,1.740025647715604
2002-10-29,1.740025647715604
2002-10-30,1.740025647715604
2002-10-31,1.740025647715604
2002-11-01,1.740025647715604
2002-11-04,1.740025647715604
2002-11-05,1.740025647715604
2002-11-06,1.740025647715604
2002-11-07,1.740025647715604
2002-11-08,1.740025647715604
2002-11-11,1.740025647715604
2002-11-12,1.740025647715604
2002-11-13,1.740025647715604
2002-11-14,1.740025647715604
2002-11-15,1.740025647715604
2002-11-18,1.740025647715604
2002-11-19,1.740025647715604
2002-11-20,1.740025647715604
2002-11-21,0.2740804444153977
2002-11-22,0.2740804444153977
2002-11-25,0.2740804444153977
2002-11-26,0.2740804444153977
2002-11-27,0.2740804444153977
2002-11-29,0.2740804444153977
2002-12-02,0.2740804444153977
2002-12-03,0.2740804444153977
2002-12-04,0.2740804444153977
2002-12-05,0.2740804444153977
2002-12-06,0.2740804444153977
2002-12-09,0.2740804444153977
2002-12-10,0.2740804444153977
2002-12-11,0.2740804444153977
2002-12-12,0.2740804444153977
2002-12-13,0.2740804444153977
2002-12-16,0.2740804444153977
2002-12-17,0.2740804444153977
2002-12-18,0.2740804444153977
2002-12-19,0.2740804444153977
2002-12-20,0.2740804444153977
2002-12-23,1.4545040633417494
2002-12-24,1.4545040633417494
2002-12-26,1.4545040633417494
2002-12-27,1.4545040633417494
2002-12-30,1.4545040633417494
2002-12-31,1.4545040633417494
2003-01-02,1.4545040633417494
2003-01-03,1.4545040633417494
2003-01-06,1.4545040633417494
2003-01-07,1.4545040633417494
2003-01-08,1.4545040633417494
2003-01-09,1.4545040633417494
2003-01-10,1.4545040633417494
2003-01-13,1.4545040633417494
2003-01-14,1.4545040633417494
2003-01-15,1.4545040633417494
2003-01-16,1.4545040633417494
2003-01-17,1.4545040633417494
2003-01-21,4.556309687389493
2003-01-22,4.556309687389493
2003-01-23,4.556309687389493
2003-01-24,4.556309687389493
2003-01-27,4.556309687389493
2003-01-28,4.556309687389493
2003-01-29,4.556309687389493
2003-01-30,4.556309687389493
2003-01-31,4.556309687389493
2003-02-03,4.556309687389493
2003-02-04,4.556309687389493
2003-02-05,4.556309687389493
2003-02-06,4.556309687389493
2003-02-07,4.556309687389493
2003-02-10,4.556309687389493
2003-02-11,4.556309687389493
2003-02-12,4.556309687389493
2003-02-13,4.556309687389493
2003-02-14,4.556309687389493
2003-02-18,4.556309687389493
2003-02-19,4.556309687389493
2003-02-20,4.556309687389493
2003-02-21,1.093688900452483
2003-02-24,1.093688900452483
2003-02-25,1.093688900452483
2003-02-26,1.093688900452483
2003-02-27,1.093688900452483
2003-02-28,1.093688900452483
2003-03-03,1.093688900452483
2003-03-04,1.093688900452483
2003-03-05,1.093688900452483
2003-03-06,1.093688900452483
2003-03-07,1.093688900452483
2003-03-10,1.093688900452483
2003-03-11,1.093688900452483
2003-03-12,1.093688900452483
2003-03-13,1.093688900452483
2003-03-14,1.093688900452483
2003-03-17,1.093688900452483
2003-03-18,1.093688900452483
2003-03-19,1.093688900452483
2003-03-20,1.093688900452483
2003-03-21,0.5447858651040638
2003-03-24,0.5447858651040638
2003-03-25,0.5447858651040638
2003-03-26,0.5447858651040638
2003-03-27,0.5447858651040638
2003-03-28,0.5447858651040638
2003-03-31,0.5447858651040638
2003-04-01,0.5447858651040638
2003-04-02,0.5447858651040638
2003-04-03,0.5447858651040638
2003-04-04,0.5447858651040638
2003-04-07,0.5447858651040638
2003-04-08,0.5447858651040638
2003-04-09,0.5447858651040638
2003-04-10,0.5447858651040638
2003-04-11,0.5447858651040638
2003-04-14,0.5447858651040638
2003-04-15,0.5447858651040638
2003-04-16,0.5447858651040638
2003-04-17,0.5447858651040638
2003-04-21,0.30308493440935336
2003-04-22,0.30308493440935336
2003-04-23,0.30308493440935336
2003-04-24,0.30308493440935336
2003-04-25,0.30308493440935336
2003-04-28,0.30308493440935336
2003-04-29,0.30308493440935336
2003-04-30,0.30308493440935336
2003-05-01,0.30308493440935336
2003-05-02,0.30308493440935336
2003-05-05,0.30308493440935336
2003-05-06,0.30308493440935336
2003-05-07,0.30308493440935336
2003-05-08,0.30308493440935336
2003-05-09,0.30308493440935336
2003-05-12,0.30308493440935336
2003-05-13,0.30308493440935336
2003-05-14,0.30308493440935336
2003-05-15,0.30308493440935336
2003-05-16,0.30308493440935336
2003-05-19,0.30308493440935336
2003-05-20,0.30308493440935336
2003-05-21,9.07750626482296
2003-05-22,9.07750626482296
2003-05-23,9.07750626482296
2003-05-27,9.07750626482296
2003-05-28,9.07750626482296
2003-05-29,9.07750626482296
2003-05-30,9.07750626482296
2003-06-02,9.07750626482296
2003-06-03,9.07750626482296
2003-06-04,9.07750626482296
2003-06-05,9.07750626482296
2003-06-06,9.07750626482296
2003-06-09,9.07750626482296
2003-06-10,9.07750626482296
2003-06-11,9.07750626482296
2003-06-12,9.07750626482296
2003-06-13,9.07750626482296
2003-06-16,9.07750626482296
2003-06-17,9.07750626482296
2003-06-18,9.07750626482296
2003-06-19,9.07750626482296
2003-06-20,9.07750626482296
2003-06-23,53.20689114044846
2003-06-24,53.20689114044846
2003-06-25,53.20689114044846
2003-06-26,53.20689114044846
2003-06-27,53.20689114044846
2003-06-30,53.20689114044846
2003-07-01,53.20689114044846
2003-07-02,53.20689114044846
2003-07-03,53.20689114044846
2003-07-07,53.20689114044846
2003-07-08,53.20689114044846
2003-07-09,53.20689114044846
2003-07-10,53.20689114044846
2003-07-11,53.20689114044846
2003-07-14,53.20689114044846
2003-07-15,53.20689114044846
2003-07-16,53.20689114044846
2003-07-17,53.20689114044846
2003-07-18,53.20689114044846
2003-07-21,31.289929233341873
2003-07-22,31.289929233341873
2003-07-23,31.289929233341873
2003-07-24,31.289929233341873
2003-07-25,31.289929233341873
2003-07-28,31.289929233341873
2003-07-29,31.289929233341873
2003-07-30,31.289929233341873
2003-07-31,31.289929233341873
2003-08-01,31.289929233341873
2003-08-04,31.289929233341873
2003-08-05,31.289929233341873
2003-08-06,31.289929233341873
2003-08-07,31.289929233341873
2003-08-08,31.289929233341873
2003-08-11,31.289929233341873
2003-08-12,31.289929233341873
2003-08-13,31.289929233341873
2003-08-14,31.289929233341873
2003-08-15,31.289929233341873
2003-08-18,31.289929233341873
2003-08-19,31.289929233341873
2003-08-20,31.289929233341873
2003-08-21,42.79973701608199
2003-08-22,42.79973701608199
2003-08-25,42.79973701608199
2003-08-26,42.79973701608199
2003-08-27,42.79973701608199
2003-08-28,42.79973701608199
2003-08-29,42.79973701608199
2003-09-02,42.79973701608199
2003-09-03,42.79973701608199
2003-09-04,42.79973701608199
2003-09-05,42.79973701608199
2003-09-08,42.79973701608199
2003-09-09,42.79973701608199
2003-09-10,42.79973701608199
2003-09-11,42.79973701608199
2003-09-12,42.79973701608199
2003-09-15,42.79973701608199
2003-09-16,42.79973701608199
2003-09-17,42.79973701608199
2003-09-18,42.79973701608199
2003-09-19,42.79973701608199
2003-09-22,29.322858607525482
2003-09-23,29.322858607525482
2003-09-24,29.322858607525482
2003-09-25,29.322858607525482
2003-09-26,29.322858607525482
2003-09-29,29.322858607525482
2003-09-30,29.322858607525482
2003-10-01,29.322858607525482
2003-10-02,29.322858607525482
2003-10-03,29.322858607525482
2003-10-06,29.322858607525482
2003-10-07,29.322858607525482
2003-10-08,29.322858607525482
2003-10-09,29.322858607525482
2003-10-10,29.322858607525482
2003-10-13,29.322858607525482
2003-10-14,29.322858607525482
2003-10-15,29.322858607525482
2003-10-16,29.322858607525482
