,PCR
2007-05-07,61.26663597957265
2007-05-08,73.9978545710783
2007-05-09,71.70529041808784
2007-05-10,79.23035993712354
2007-05-11,58.009129152548155
2007-05-14,56.24464332077739
2007-05-15,69.74815780598556
2007-05-16,61.47084794357838
2007-05-17,44.03222203120918
2007-05-18,62.08218808843693
2007-05-21,73.61925767855895
2007-05-22,78.98754002323751
2007-05-23,74.66570364405341
2007-05-24,56.213797901724966
2007-05-25,43.94222811879941
2007-05-29,59.203136576297254
2007-05-30,65.44760762897215
2007-05-31,53.7202719623753
2007-06-01,68.0190634397223
2007-06-04,77.82444081380974
2007-06-05,83.67292094310022
2007-06-06,70.18172814984243
2007-06-07,63.67257695681383
2007-06-08,44.08753370569075
2007-06-11,51.18285028789065
2007-06-12,36.313603915030995
2007-06-13,32.22987809170049
2007-06-14,47.3720112188848
2007-06-15,62.88295223410304
2007-06-18,74.7714344311139
2007-06-19,75.54204468049511
2007-06-20,67.1360850272206
2007-06-21,59.05775698678034
2007-06-22,58.624600848866066
2007-06-25,55.85646057949531
2007-06-26,37.74463940308589
2007-06-27,27.342644084628628
2007-06-28,28.16494017248615
2007-06-29,42.745597120284486
2007-07-02,38.43125184698457
2007-07-03,56.26578710627775
2007-07-05,61.41169675388333
2007-07-06,70.70633971671596
2007-07-09,78.39221578988203
2007-07-10,84.01156533392145
2007-07-11,79.6705898944657
2007-07-12,80.31065479068879
2007-07-13,86.36760180847826
2007-07-16,89.98808773934455
2007-07-17,90.41914355173311
2007-07-18,81.38850397258207
2007-07-19,55.39944302490037
2007-07-20,67.36476242350209
2007-07-23,48.415152073297
2007-07-24,62.70635673520875
2007-07-25,42.00029173885912
2007-07-26,39.60271056282306
2007-07-27,26.435370940855673
2007-07-30,17.996429612619107
2007-07-31,14.154127218428748
2007-08-01,11.07934071706295
2007-08-02,7.405997302149573
2007-08-03,5.3369020114555505
2007-08-06,3.725040776570514
2007-08-07,2.5351926040124177
2007-08-08,5.816877146965197
2007-08-09,24.163756250300537
2007-08-10,26.76225859864495
2007-08-13,40.418119861185346
2007-08-14,29.363210438854424
2007-08-15,19.57554924838703
2007-08-16,13.050473552316978
2007-08-17,8.700688903509842
2007-08-20,7.001394585994846
2007-08-21,26.271612928390308
2007-08-22,36.740232770102295
2007-08-23,43.70925686041645
2007-08-24,31.957661889697288
2007-08-27,27.505055064301605
2007-08-28,24.566446718235493
2007-08-29,16.40399028615315
2007-08-30,17.341761514338426
2007-08-31,23.88211460049884
2007-09-04,28.258905473811723
2007-09-05,26.995435456169428
2007-09-06,20.266052837985303
2007-09-07,33.32089244998508
2007-09-10,22.75640168384481
2007-09-11,15.581577049545592
2007-09-12,10.45801265957036
2007-09-13,34.86231717985881
2007-09-14,45.742473069846994
2007-09-17,48.247536975733915
2007-09-18,45.004235743211176
2007-09-19,35.32385328041159
2007-09-20,51.43287163551264
2007-09-21,64.36678235851166
2007-09-24,74.82279602835634
2007-09-25,72.21574820757081
2007-09-26,49.14218210606712
2007-09-27,57.24831791653005
2007-09-28,65.95359685255647
2007-10-01,44.385165808473204
2007-10-02,58.66687404555908
2007-10-03,49.62153592029983
2007-10-04,60.89878016131426
2007-10-05,73.33419019168416
2007-10-08,78.87756941211501
2007-10-09,84.82053725879318
2007-10-10,78.64937654572824
2007-10-11,82.3451872171391
2007-10-12,79.03053194375715
2007-10-15,82.56070654135142
2007-10-16,86.85733595545467
2007-10-17,58.84273489715522
2007-10-18,47.32034300202128
2007-10-19,63.74923929999096
2007-10-22,44.1743582004593
2007-10-23,39.529380301937955
2007-10-24,41.07037506544025
2007-10-25,29.080764684420178
2007-10-26,20.110865413093318
2007-10-29,45.27543326543173
2007-10-30,59.073856047520515
2007-10-31,39.449880435787975
2007-11-01,59.494171707874436
2007-11-02,46.155458626269166
2007-11-05,34.704768571205214
2007-11-06,31.41911320624851
2007-11-07,23.99031253234362
2007-11-08,24.361022780548563
2007-11-09,16.334547336784592
2007-11-12,13.283009884256499
2007-11-13,35.24573846394508
2007-11-14,23.55034519300932
2007-11-15,36.12804405117436
2007-11-16,24.326656179552163
2007-11-19,16.218619233895748
2007-11-20,22.051454939092185
2007-11-21,15.046895213527343
2007-11-23,10.175881188123748
2007-11-26,38.46298343984288
2007-11-27,30.209071698186538
2007-11-28,51.271137202691904
2007-11-29,63.68150095635081
2007-11-30,69.377607511191
2007-12-03,53.61852125257342
2007-12-04,56.79070285113644
2007-12-05,37.89290063362893
2007-12-06,44.12202694334287
2007-12-07,60.55681128113732
2007-12-10,65.68520470727985
2007-12-11,51.23943700846897
2007-12-12,34.516077388186126
2007-12-13,30.594174624748703
2007-12-14,21.961398496241298
2007-12-17,36.06540573645187
2007-12-18,40.60445628055056
2007-12-19,27.73287759989827
2007-12-20,22.161895743657325
2007-12-21,48.06195850998497
2007-12-24,48.582650822748725
2007-12-26,35.14716713906855
2007-12-27,35.220175796693745
2007-12-28,49.05150024662686
2007-12-31,63.21759348700269
2008-01-02,51.686861849033015
2008-01-03,34.951917631373114
2008-01-04,26.97540816975938
2008-01-07,41.7359805527337
2008-01-08,28.328553849505855
2008-01-09,18.88748561050256
2008-01-10,13.868609835778221
2008-01-11,15.748376302371526
2008-01-14,14.439965064743825
2008-01-15,14.764775422929022
2008-01-16,9.843359233677822
2008-01-17,6.602137514022957
2008-01-18,4.402562375348968
2008-01-22,2.93622662029436
2008-01-23,4.642860172118073
2008-01-24,4.642370307765603
2008-01-25,31.577972060823942
2008-01-28,32.6567471398229
2008-01-29,40.68816347956476
2008-01-30,43.557224431613
2008-01-31,52.518097650671706
2008-02-01,40.96690314481706
2008-02-04,58.47308957113152
2008-02-05,48.39603454159353
2008-02-06,32.26958812029996
2008-02-07,21.88672458845745
2008-02-08,14.62634959731735
2008-02-11,10.275590343085904
2008-02-12,16.955674170926127
2008-02-13,12.02112567907348
2008-02-14,9.743726145991237
2008-02-15,8.811270112269941
2008-02-19,6.618100206709216
2008-02-20,17.17038763576792
2008-02-21,18.188041058336708
2008-02-22,20.65076993333795
2008-02-25,13.8967903752747
2008-02-26,27.20785996844219
2008-02-27,18.572151631548
2008-02-28,14.865878907705552
2008-02-29,9.914372852012175
2008-03-03,6.750659550277466
2008-03-04,5.133265927931888
2008-03-05,3.426254232367009
2008-03-06,14.046773620154909
2008-03-07,9.364551290753296
2008-03-10,6.257817763091496
2008-03-11,4.173275496999689
2008-03-12,2.8210550914733137
2008-03-13,2.057865796216967
2008-03-14,1.6992565105081843
2008-03-17,1.1328507104821173
2008-03-18,0.7552338708031129
2008-03-19,1.734887832148095
2008-03-20,1.1924603751546294
2008-03-24,1.329441803858962
2008-03-25,26.956603916661066
2008-03-26,19.69257093859686
2008-03-27,14.8689490419727
2008-03-28,10.081930185836265
2008-03-31,6.8496874596580115
2008-04-01,4.743198000871023
2008-04-02,3.751042440043966
2008-04-03,3.929696445037672
2008-04-04,3.0710852585759927
2008-04-07,2.5063630929446914
2008-04-08,6.145545470247671
2008-04-09,4.14065486528257
2008-04-10,2.8052309040878445
2008-04-11,3.0585277575052756
2008-04-14,2.085617659856957
2008-04-15,1.6024664674163125
2008-04-16,1.0830976314331842
2008-04-17,8.94922512402515
2008-04-18,9.912967864462516
2008-04-21,37.99707421106252
2008-04-22,56.06827380466416
2008-04-23,59.4188125365172
2008-04-24,51.96903467861396
2008-04-25,54.35554366753036
2008-04-28,42.69962932611216
2008-04-29,50.53368134969751
2008-04-30,34.089417785153564
2008-05-01,44.90455623357582
2008-05-02,61.79788022764674
2008-05-05,70.07053686245739
2008-05-06,68.72455811923045
2008-05-07,78.02130134815833
2008-05-08,73.90489652158172
2008-05-09,79.92822675033453
2008-05-12,65.41283260075215
2008-05-13,65.42326993233975
2008-05-14,74.24896580779578
2008-05-15,78.19118032683055
2008-05-16,83.38266085797216
2008-05-19,86.82246183808586
2008-05-20,90.31583248223717
2008-05-21,71.9305092355242
2008-05-22,49.14075441180916
2008-05-23,59.98913138199407
2008-05-27,47.70870576687568
2008-05-28,53.30955037888896
2008-05-29,64.10577046695234
2008-05-30,61.79790596812862
2008-06-02,72.39024161367554
2008-06-03,51.002784610497265
2008-06-04,34.890701297811106
2008-06-05,26.064077706964742
2008-06-06,43.037149263739906
2008-06-09,31.50716694943195
2008-06-10,22.629622911986086
2008-06-11,15.777081905200005
2008-06-12,10.733411315375669
2008-06-13,9.407133189160449
2008-06-16,9.265698937403913
2008-06-17,6.906151220929154
2008-06-18,8.603803465880224
2008-06-19,5.906210095169006
2008-06-20,7.0805434284765
2008-06-23,4.749712672975258
2008-06-24,27.933132377015756
2008-06-25,31.706885230942948
2008-06-26,31.950767472749778
2008-06-27,22.708577029310277
2008-06-30,15.938335412144154
2008-07-01,13.162773901283606
2008-07-02,9.869800598449402
2008-07-03,17.788301671845087
2008-07-07,12.115088947881288
2008-07-08,8.135716528667693
2008-07-09,11.361636819391132
2008-07-10,7.9367088007084226
2008-07-11,5.3164538606545895
2008-07-14,3.5916256873228796
2008-07-15,2.4211577363419443
2008-07-16,1.6345151274340421
2008-07-17,3.4216696501273702
2008-07-18,8.971947434217897
2008-07-21,16.468341486346166
2008-07-22,26.166668634205724
2008-07-23,20.56899840353123
2008-07-24,40.051080016702066
2008-07-25,27.45986030391741
2008-07-28,26.916330989586054
2008-07-29,19.32412294565877
2008-07-30,33.28416467445829
2008-07-31,32.948058680192695
2008-08-01,30.689890255025286
2008-08-04,20.702126293056804
2008-08-05,24.755693000915752
2008-08-06,45.7849080719231
2008-08-07,39.36894316796902
2008-08-08,26.844208361092843
2008-08-11,49.905044903149985
2008-08-12,53.88599976333965
2008-08-13,44.80479603339014
2008-08-14,40.856513496854824
2008-08-15,42.992271317677
2008-08-18,55.320695045975356
2008-08-19,41.189332805677786
2008-08-20,27.597202911712785
2008-08-21,34.35576026754229
2008-08-22,49.691912535517496
2008-08-25,65.1512329238381
2008-08-26,56.79534215445858
2008-08-27,39.31483572080813
2008-08-28,44.61651625107218
2008-08-29,40.89595180091326
2008-09-02,40.752216913243394
2008-09-03,45.603203170262354
2008-09-04,51.236525216645326
2008-09-05,36.108679398184876
2008-09-08,26.676826326168413
2008-09-09,21.233214971399832
2008-09-10,14.159495510604586
2008-09-11,9.804039131395438
2008-09-12,7.204179240450934
2008-09-15,4.888080993115385
2008-09-16,3.2587410262782317
2008-09-17,2.20053196235985
2008-09-18,1.4757550313891252
2008-09-19,2.3743198866002864
2008-09-22,34.81975327627521
2008-09-23,33.87318940027112
2008-09-24,27.96106783527094
2008-09-25,34.08050561069319
2008-09-26,52.85666387860922
2008-09-29,36.2707009479368
2008-09-30,26.6340876104331
2008-10-01,28.598731739746643
2008-10-02,21.54920671927636
2008-10-03,14.421769743927946
2008-10-06,20.74067895708448
2008-10-07,13.84445870227443
2008-10-08,9.253728341497657
2008-10-09,6.27932586908394
2008-10-10,4.1871659028256545
2008-10-13,2.794712059393005
2008-10-14,23.89328254617719
2008-10-15,17.633081737577385
2008-10-16,11.846696010254137
2008-10-17,7.936002541809238
2008-10-20,6.650509613745521
2008-10-21,35.3128778400329
2008-10-22,28.862705311307522
2008-10-23,19.37232767786829
2008-10-24,12.988421433549512
2008-10-27,8.671516263017839
2008-10-28,7.25913816352467
2008-10-29,30.00366449916808
2008-10-30,52.61335671840507
2008-10-31,58.121461342176666
2008-11-03,47.78152833455093
2008-11-04,40.91427600449838
2008-11-05,45.71630327263514
2008-11-06,32.43340748514877
2008-11-07,21.626227403238673
2008-11-10,21.933095240814612
2008-11-11,14.68262753784366
2008-11-12,9.813787567919125
2008-11-13,6.556891908970826
2008-11-14,4.437173379434614
2008-11-17,4.249735513064825
2008-11-18,3.379398144232264
2008-11-19,2.3045547545704532
2008-11-20,1.536443937785636
2008-11-21,1.0263843783918163
2008-11-24,0.6844550791709677
2008-11-25,33.50409694665088
2008-11-26,45.6738240321084
2008-11-28,61.55680344024813
2008-12-01,59.665511702030024
2008-12-02,40.037428271279886
2008-12-03,38.18777756065242
2008-12-04,39.316914137807025
2008-12-05,28.907163190649715
2008-12-08,51.36825145731464
2008-12-09,50.55077637743657
2008-12-10,47.54461783478562
2008-12-11,39.19477130288569
2008-12-12,27.288722364477493
2008-12-15,18.303545013150593
2008-12-16,12.574838156633989
2008-12-17,27.660127407238804
2008-12-18,49.68409199183478
2008-12-19,35.93235181040461
2008-12-22,49.62975368486332
2008-12-23,60.357217391575034
2008-12-24,73.5525618723599
2008-12-26,79.50369246252261
2008-12-29,83.44630254517044
2008-12-30,87.71012453435952
2008-12-31,90.53695985613108
2009-01-02,92.72815387774108
2009-01-05,91.20219272914248
2009-01-06,88.98562474322348
2009-01-07,75.16047109479756
2009-01-08,50.11644086508853
2009-01-09,33.670519100811326
2009-01-12,22.924871897415073
2009-01-13,15.296909755275129
2009-01-14,10.311729019434999
2009-01-15,6.893920132766584
2009-01-16,4.606963379878788
2009-01-20,5.36705790967077
2009-01-21,3.8046706798883076
2009-01-22,6.5937798119731275
2009-01-23,14.922502863168612
2009-01-26,37.77650364767842
2009-01-27,55.22691314397446
2009-01-28,64.5754462364571
2009-01-29,75.29819589071595
2009-01-30,50.502313346876434
2009-02-02,34.22602645208246
2009-02-03,35.62593979205471
2009-02-04,32.28158459015013
2009-02-05,28.319429847048536
2009-02-06,36.69171559358034
2009-02-09,57.35711860680186
2009-02-10,70.14532151827557
2009-02-11,57.17674434159045
2009-02-12,41.21147677011706
2009-02-13,27.786560045689722
2009-02-17,33.856574477935304
2009-02-18,22.62446085398381
2009-02-19,15.409426263788736
2009-02-20,10.328767006665865
2009-02-23,8.834034922222914
2009-02-24,10.33330473732559
2009-02-25,38.51054474225146
2009-02-26,56.715116449803354
2009-02-27,68.09693981005422
2009-03-02,72.09050861488448
2009-03-03,48.86926408658394
2009-03-04,38.236544516532824
2009-03-05,26.96221485611272
2009-03-06,18.232220626900002
2009-03-09,14.167350371778307
2009-03-10,42.07666577571472
2009-03-11,61.165651635549295
2009-03-12,71.10144184267712
2009-03-13,80.0014395966174
2009-03-16,85.92383360820467
2009-03-17,83.8859636770551
2009-03-18,86.12298490888249
2009-03-19,90.65216717074259
2009-03-20,93.52710961141521
2009-03-23,80.03152350248897
2009-03-24,86.63217483897388
2009-03-25,89.99329576656129
2009-03-26,91.36600107994707
2009-03-27,89.76938681498488
2009-03-30,74.56301377534157
2009-03-31,57.844091405744926
2009-04-01,68.45186585999943
2009-04-02,67.59619405549883
2009-04-03,77.92457560502267
2009-04-06,80.69024942287861
2009-04-07,81.18246159003345
2009-04-08,57.87638051380282
2009-04-09,68.36898180783697
2009-04-13,78.71205617586271
2009-04-14,85.76186746497997
2009-04-15,90.2252405770406
2009-04-16,92.55029106777188
2009-04-17,94.32659141671947
2009-04-20,96.05391307491364
2009-04-21,68.4419944787118
2009-04-22,73.86164148679157
2009-04-23,80.27176609698076
2009-04-24,69.35939467120885
2009-04-27,74.40016061877346
2009-04-28,79.85533485916064
2009-04-29,68.95302522498964
2009-04-30,77.52071263194205
2009-05-01,82.63079056949807
2009-05-04,87.39508437324652
2009-05-05,91.46478696495835
2009-05-06,93.71731331988364
2009-05-07,95.2096038467905
2009-05-08,91.15822730789768
2009-05-11,92.63694109404021
2009-05-12,93.11858175029595
2009-05-13,89.62364739392457
2009-05-14,87.263843488908
2009-05-15,89.98966266131595
2009-05-18,91.28658512231608
2009-05-19,93.99107090838869
2009-05-20,94.41021981703729
2009-05-21,94.14917384786777
2009-05-22,65.5306541477203
2009-05-26,74.89387280210492
2009-05-27,83.10733469200771
2009-05-28,74.25534523215262
2009-05-29,81.5933159627991
2009-06-01,85.50852807125206
2009-06-02,90.04477512859462
2009-06-03,91.08115366784506
2009-06-04,67.9482040125318
2009-06-05,76.33882523843891
2009-06-08,83.24051217729912
2009-06-09,64.42771495283246
2009-06-10,71.08624192416046
2009-06-11,63.13337470063838
2009-06-12,75.19219626993358
2009-06-15,79.35027709503618
2009-06-16,85.20529949901778
2009-06-17,59.234796337489605
2009-06-18,39.66887464695943
2009-06-19,31.975716844784543
2009-06-22,50.596074240924644
2009-06-23,49.37828310901468
2009-06-24,38.44424533544373
2009-06-25,57.178534000522085
2009-06-26,46.93134538637408
2009-06-29,49.416425173007504
2009-06-30,48.58235069517585
2009-07-01,33.45446090376923
2009-07-02,35.613749997999825
2009-07-06,39.51125950572119
2009-07-07,39.668093294131886
2009-07-08,26.896479561524586
2009-07-09,18.38975310587574
2009-07-10,15.696510013364843
2009-07-13,16.266915791707323
2009-07-14,34.12420647284008
2009-07-15,28.56578403411658
2009-07-16,51.11232002971392
2009-07-17,66.12754531570293
2009-07-20,77.01502135053671
2009-07-21,83.68851790697322
2009-07-22,87.78925765724205
2009-07-23,83.3546258912774
2009-07-24,83.59858407300106
2009-07-27,59.96628657308387
2009-07-28,73.1370881850524
2009-07-29,78.89106797507397
2009-07-30,84.07169105739354
2009-07-31,89.30701813126034
2009-08-03,88.5303814435289
2009-08-04,90.4206195404998
2009-08-05,92.99740181370926
2009-08-06,95.22571878005112
2009-08-07,90.94531914240383
2009-08-10,93.91898445531776
2009-08-11,95.579059834186
2009-08-12,93.38263501125984
2009-08-13,94.3756255168435
2009-08-14,96.16401502386141
2009-08-17,96.50148527408741
2009-08-18,80.49089971621679
2009-08-19,84.03678509082731
2009-08-20,87.09353757051747
2009-08-21,91.32778308798903
2009-08-24,94.21591551561072
2009-08-25,96.01279373545655
2009-08-26,96.28631631529457
2009-08-27,93.234781874803
2009-08-28,94.41232983781946
2009-08-31,95.4582103272629
2009-09-01,93.57320307525065
2009-09-02,82.13001297784562
2009-09-03,74.48919988824476
2009-09-04,81.50028621940363
2009-09-08,86.53360047629378
2009-09-09,89.8744254765416
2009-09-10,92.98134118951602
2009-09-11,93.22842379903814
2009-09-14,93.37188114276995
2009-09-15,95.20572788269135
2009-09-16,96.2905468766031
2009-09-17,97.50034636782
2009-09-18,98.11252893476461
2009-09-21,98.19447866558683
2009-09-22,93.58700070587771
2009-09-23,95.30767829102518
2009-09-24,95.06146405442674
2009-09-25,76.42424888989015
2009-09-28,83.25239436260053
2009-09-29,86.98412920457672
2009-09-30,88.84897428770093
2009-10-01,67.7333901780109
2009-10-02,53.68346371323775
2009-10-05,36.10496175875591
2009-10-06,56.82388098021577
2009-10-07,71.1611246399455
2009-10-08,80.63665189204193
2009-10-09,86.8366520255686
2009-10-12,90.75588413534535
2009-10-13,93.19806166568964
2009-10-14,94.81625763121895
2009-10-15,96.49855239928718
2009-10-16,97.63095179416983
2009-10-19,98.0348035854643
2009-10-20,95.75545987916439
2009-10-21,84.86444280338615
2009-10-22,89.37640361917032
2009-10-23,90.63176926019328
2009-10-26,87.17736145709961
2009-10-27,83.11916393895622
2009-10-28,84.74030019654128
2009-10-29,72.25456713940446
2009-10-30,81.19429899745478
2009-11-02,55.191735803945654
2009-11-03,38.22947888934004
2009-11-04,41.31209541173349
2009-11-05,59.88336631247059
2009-11-06,66.55265499860498
2009-11-09,70.96930851683372
2009-11-10,80.33217112863068
2009-11-11,85.85405283370733
2009-11-12,90.39020529632442
2009-11-13,92.1677516207403
2009-11-16,90.44363137662971
2009-11-17,92.81361632209422
2009-11-18,84.02298016054182
2009-11-19,87.38665508455897
2009-11-20,64.73412382410412
2009-11-23,65.24293172214313
2009-11-24,76.20449467240364
2009-11-25,76.73623486798728
2009-11-27,80.99886671283303
2009-11-30,56.21130076147062
2009-12-01,39.70815516229121
2009-12-02,58.96261552410266
2009-12-03,72.00344505067568
2009-12-04,77.78766991840952
2009-12-07,73.57132799083426
2009-12-08,72.89210607217018
2009-12-09,75.92327101499022
2009-12-10,83.0630914105926
2009-12-11,85.9142509917802
2009-12-14,87.7904862047555
2009-12-15,88.13700824390249
2009-12-16,90.45167830034946
2009-12-17,83.71051819734839
2009-12-18,74.60492607226332
2009-12-21,68.52611585100306
2009-12-22,78.8574776496073
2009-12-23,75.79346613816391
2009-12-24,81.6021569579837
2009-12-28,87.61177638119459
2009-12-29,91.32920941412709
2009-12-30,91.85100876160023
2009-12-31,92.17619733897573
2010-01-04,92.37020359134861
2010-01-05,94.81550555289435
2010-01-06,95.74872120632061
2010-01-07,96.98131014515873
2010-01-08,97.88366195303401
2010-01-11,98.53055085846768
2010-01-12,98.96031126388895
2010-01-13,97.22028727984775
2010-01-14,97.25335193010729
2010-01-15,97.66428188676771
2010-01-19,96.27297565048946
2010-01-20,96.27293374430526
2010-01-21,82.92558884830855
2010-01-22,64.60893137700394
2010-01-25,45.75512679208045
2010-01-26,53.929911962592904
2010-01-27,57.15604846203371
2010-01-28,54.42550015448962
2010-01-29,57.470511979458045
2010-02-01,42.89665832707026
2010-02-02,59.73776416560538
2010-02-03,70.94336667066314
2010-02-04,70.57152008763417
2010-02-05,48.18028288875998
2010-02-08,33.26750371080394
2010-02-09,31.606599267944272
2010-02-10,28.636926214706126
2010-02-11,44.52851318249794
2010-02-12,34.32208492660209
2010-02-16,51.36354403472399
2010-02-17,59.652690126480074
2010-02-18,68.20183776937883
2010-02-19,61.78880720015229
2010-02-22,59.993029359634484
2010-02-23,69.5244419216893
2010-02-24,47.49333957114703
2010-02-25,48.018794281175666
2010-02-26,32.49524372011734
2010-03-01,35.693962447895395
2010-03-02,54.97096458377248
2010-03-03,66.21916288118634
2010-03-04,65.35939540906416
2010-03-05,62.383731940954696
2010-03-08,74.53423133689338
2010-03-09,82.72885889884402
2010-03-10,88.41820407088295
2010-03-11,91.86629784779332
2010-03-12,94.01415963979822
2010-03-15,95.6920800350735
2010-03-16,95.73471594087029
2010-03-17,96.71674317093836
2010-03-18,97.62719928216079
2010-03-19,97.80556230116703
2010-03-22,94.08797819767553
2010-03-23,95.43188302497101
2010-03-24,94.29430940728805
2010-03-25,84.70590589141221
2010-03-26,89.60628374061106
2010-03-29,79.05292448970668
2010-03-30,74.36140334251786
2010-03-31,82.24784311305531
2010-04-01,87.79333050751394
2010-04-05,91.48368068503083
2010-04-06,94.28679188519926
2010-04-07,96.1418032529529
2010-04-08,95.12887752132781
2010-04-09,96.65959806912808
2010-04-12,97.60043816568599
2010-04-13,98.38406942314782
2010-04-14,98.74102332963811
2010-04-15,99.1591175656274
2010-04-16,99.43403247224471
2010-04-19,98.97157960055223
2010-04-20,98.9473871774436
2010-04-21,98.79654772521651
2010-04-22,98.51370457214387
2010-04-23,98.49130244542384
2010-04-26,98.77740879461543
2010-04-27,99.14791333154994
2010-04-28,96.37345587512961
2010-04-29,96.58458739038169
2010-04-30,97.41040016678325
2010-05-03,89.66822996369233
2010-05-04,92.0782954267416
2010-05-05,70.00064874515341
2010-05-06,52.04903569311622
2010-05-07,37.91104567921581
2010-05-10,25.599275047025348
2010-05-11,39.900302991427445
2010-05-12,33.639893183338536
2010-05-13,55.19800238220603
2010-05-14,67.73051315118448
2010-05-17,47.6036369385202
2010-05-18,37.207637131389184
2010-05-19,42.89900220015907
2010-05-20,28.78086349354521
2010-05-21,19.199897442639813
2010-05-24,12.843043443590965
2010-05-25,31.895949784406344
2010-05-26,35.03359638202328
2010-05-27,55.744297447309464
2010-05-28,70.0986189406451
2010-06-01,76.12324654558837
2010-06-02,75.78520951146452
2010-06-03,71.29112826988346
2010-06-04,75.69286286436837
2010-06-07,77.1486365225112
2010-06-08,78.08957446826719
2010-06-09,57.61711439573725
2010-06-10,40.32613474795737
2010-06-11,40.29130673436345
2010-06-14,32.50762993301109
2010-06-15,27.34834206372634
2010-06-16,49.27386225683383
2010-06-17,46.287299428852286
2010-06-18,35.252675366652475
2010-06-21,46.585654234802064
2010-06-22,63.08376614524684
2010-06-23,62.7817202534587
2010-06-24,46.20915738437515
2010-06-25,30.993665365885942
2010-06-28,41.59333819845105
2010-06-29,41.30535899209704
2010-06-30,27.88309131877864
2010-07-01,41.86904279121543
2010-07-02,29.42275576507971
2010-07-06,46.59537330726835
2010-07-07,56.32923715945149
2010-07-08,70.1752726192484
2010-07-09,77.84581639631368
2010-07-12,81.28403027842147
2010-07-13,79.21856491380733
2010-07-14,85.8406212892278
2010-07-15,88.1998298105025
2010-07-16,83.61921527182375
2010-07-19,57.623380303192526
2010-07-20,71.18642728295603
2010-07-21,80.21941423315207
2010-07-22,73.80965364246099
2010-07-23,81.7602249902409
2010-07-26,85.96617495635262
2010-07-27,89.57484825304078
2010-07-28,92.23950538248975
2010-07-29,66.63748820384058
2010-07-30,59.42888477487128
2010-08-02,63.96038848547514
2010-08-03,73.4117135935817
2010-08-04,75.0268490916799
2010-08-05,80.75356670954518
2010-08-06,77.98598260321745
2010-08-09,80.83187411022026
2010-08-10,84.57247815114187
2010-08-11,75.92156867583721
2010-08-12,51.87215283686239
2010-08-13,58.66821066645705
2010-08-16,51.38178476325229
2010-08-17,39.25931252484901
2010-08-18,48.17714128408517
2010-08-19,42.219890086792006
2010-08-20,32.03444915209535
2010-08-23,23.630626153988477
2010-08-24,49.06358651450014
2010-08-25,34.94442316686766
2010-08-26,47.423022573664696
2010-08-27,53.59632963844323
2010-08-30,66.41853243315991
2010-08-31,73.05791757965206
2010-09-01,50.37159920396587
2010-09-02,66.65184843012183
2010-09-03,75.7174992912191
2010-09-07,81.0780293169688
2010-09-08,77.83030402338868
2010-09-09,83.63885872560539
2010-09-10,81.34639583190311
2010-09-13,66.02185598483304
2010-09-14,76.44650095751842
2010-09-15,78.10176732822283
2010-09-16,82.545115494296
2010-09-17,83.47240729362933
2010-09-20,82.6720440630304
2010-09-21,88.15802248819425
2010-09-22,83.97363488153549
2010-09-23,57.970659291820276
2010-09-24,57.314274534155466
2010-09-27,70.272346178863
2010-09-28,76.27824287162572
2010-09-29,77.6680798094425
2010-09-30,83.3783454894259
2010-10-01,87.93123926202037
2010-10-04,90.17803259163827
2010-10-05,86.70808353239924
2010-10-06,89.33385523624918
2010-10-07,87.53592572682919
2010-10-08,69.10044504378679
2010-10-11,76.97833844291722
2010-10-12,80.45948372062377
2010-10-13,86.18726385195104
2010-10-14,90.65608105838385
2010-10-15,89.4118756503553
2010-10-18,89.5724244612873
2010-10-19,89.65294445874656
2010-10-20,61.06116083141725
2010-10-21,50.990551822618045
2010-10-22,36.30526560365012
2010-10-25,30.8441119567468
2010-10-26,38.13166558794937
2010-10-27,49.818218973497295
2010-10-28,53.19031705235644
2010-10-29,59.82053311687148
2010-11-01,71.28035438306632
2010-11-02,64.91321055623422
2010-11-03,74.65446598877388
2010-11-04,81.98682029039651
2010-11-05,87.88435577281503
2010-11-08,91.87820833759741
2010-11-09,93.92249137636607
2010-11-10,92.27631520219091
2010-11-11,94.5705705989909
2010-11-12,93.50595270205996
2010-11-15,78.67636410174286
2010-11-16,82.88538307604763
2010-11-17,64.58694634342895
2010-11-18,72.57890242687633
2010-11-19,80.03771796312672
2010-11-22,82.81175130207502
2010-11-23,84.63327916315647
2010-11-24,59.830643608175876
2010-11-26,71.50796309004514
2010-11-29,61.1887712722091
2010-11-30,44.196566088973434
2010-12-01,57.732067822929885
2010-12-02,71.65548933985515
2010-12-03,80.93424249844348
2010-12-06,86.53234618639351
2010-12-07,90.44826798612844
2010-12-08,93.45372600497001
2010-12-09,95.30610772337913
2010-12-10,96.76840301228948
2010-12-13,97.76786901635438
2010-12-14,98.50205856907557
2010-12-15,98.12480742430938
2010-12-16,97.5623724316521
2010-12-17,97.47449546674238
2010-12-20,97.63429805551682
2010-12-21,90.49087536222022
2010-12-22,92.72953337507217
2010-12-23,94.76128797724006
2010-12-27,94.80206476750122
2010-12-28,94.25091120419621
2010-12-29,92.19986177162615
2010-12-30,93.04513174701619
2010-12-31,94.02925320341352
2011-01-03,65.18565512510169
2011-01-04,76.73844017099505
2011-01-05,84.36183958183155
2011-01-06,88.98855395109403
2011-01-07,92.32887901157683
2011-01-10,93.8001975248843
2011-01-11,92.48888358701134
2011-01-12,92.39906670882783
