,^TNX
2000-11-16,9.936998484158433
2000-11-17,9.021757680372644
2000-11-20,9.955700625709968
2000-11-21,9.006141344465824
2000-11-22,8.951354254779636
2000-11-24,7.061640702367256
2000-11-27,7.933385329135328
2000-11-28,8.123296822827509
2000-11-29,7.15290170570762
2000-11-30,6.0855443843162496
2000-12-01,4.149174046376153
2000-12-04,5.55913453834852
2000-12-05,5.8119983552138486
2000-12-06,4.145611004714722
2000-12-07,2.737230020241449
2000-12-08,2.568326051667913
2000-12-11,3.100530833130538
2000-12-12,3.341984974438683
2000-12-13,3.170961940928163
2000-12-14,2.4983814193174747
2000-12-15,1.9674514157536738
2000-12-18,1.7286946245758716
2000-12-19,1.6239804556917758
2000-12-20,1.841538878374005
2000-12-21,1.2196079445769392
2000-12-22,1.0110717281149817
2000-12-26,0.9477030384011875
2000-12-27,1.0445111660627948
2000-12-28,1.3680964682623753
2000-12-29,1.5529778286696494
2001-01-02,1.553940197138265
2001-01-03,0.738367518411287
2001-01-04,1.5301561211342185
2001-01-05,1.1179672976214916
2001-01-08,0.8805939883802905
2001-01-09,0.7334432816510583
2001-01-10,0.9744210460641667
2001-01-11,1.5910175051114805
2001-01-12,1.8328437988441304
2001-01-16,2.900839629998686
2001-01-17,2.986405195818814
2001-01-18,2.236497786589542
2001-01-19,1.7887792020594429
2001-01-22,2.4726118513006656
2001-01-23,3.009214198650656
2001-01-24,3.7401722967366933
2001-01-25,4.231337025653153
2001-01-26,3.77445901227077
2001-01-29,3.5803854304297777
2001-01-30,4.258389289874753
2001-01-31,3.13402195449326
2001-02-01,2.7955501326218544
2001-02-02,1.7902738642538996
2001-02-05,2.45549909467927
2001-02-06,2.5695492763553487
2001-02-07,3.1502558651797408
2001-02-08,3.001022702091116
2001-02-09,2.2300477048176837
2001-02-12,1.636391318495417
2001-02-13,1.8847710904622672
2001-02-14,2.069648248483047
2001-02-15,2.4267007805399974
2001-02-16,3.2657113704346985
2001-02-20,2.3808728852539707
2001-02-21,2.453425782384638
2001-02-22,2.8177391027664367
2001-02-23,3.1464666605511837
2001-02-26,2.393803825205687
2001-02-27,2.0461174897736303
2001-02-28,1.518969774316703
2001-03-01,1.27875834903175
2001-03-02,1.0600159673017473
2001-03-05,1.5194503291381833
2001-03-06,1.670539390632092
2001-03-07,1.75148660558066
2001-03-08,1.451245763490766
2001-03-09,1.3012081848618406
2001-03-12,1.5732006478255622
2001-03-13,1.5254662364558524
2001-03-14,1.6253620324400198
2001-03-15,1.2063939941007018
2001-03-16,1.0200557557596246
2001-03-19,0.8459530494861756
2001-03-20,1.1052840563803068
2001-03-21,1.0235236831969752
2001-03-22,0.9517945683508389
2001-03-23,0.7648928038855085
2001-03-26,1.1167215867270597
2001-03-27,1.372915051043616
2001-03-28,2.3764311869979684
2001-03-29,2.3011214412962335
2001-03-30,2.2634106300141843
2001-04-02,1.9047192934768808
2001-04-03,2.40620534946564
2001-04-04,2.121906853721595
2001-04-05,2.055420627182597
2001-04-06,2.438415599926569
2001-04-09,1.748132674217634
2001-04-10,2.0125969552016176
2001-04-11,3.8254435869207515
2001-04-12,4.529215991840074
2001-04-16,5.271526355614831
2001-04-17,8.602053197577792
2001-04-18,6.294984981181151
2001-04-19,4.886933652949377
2001-04-20,7.596422739065989
2001-04-23,8.556794337925517
2001-04-24,6.547701673422241
2001-04-25,6.612937225466125
2001-04-26,8.516064260645262
2001-04-27,6.838651913951432
2001-04-30,10.72401262493593
2001-05-01,11.803326913763629
2001-05-02,9.953879882400562
2001-05-03,9.89002148672109
2001-05-04,7.3688918404272385
2001-05-07,6.985090780809294
2001-05-08,7.6210692948703755
2001-05-09,8.037864256441123
2001-05-10,6.769164614192302
2001-05-11,9.993984142827422
2001-05-14,20.677053102588122
2001-05-15,16.65815231133231
2001-05-16,20.609195964767135
2001-05-17,19.860217056475367
2001-05-18,19.9490029227185
2001-05-21,15.62069984642404
2001-05-22,15.447696160128627
2001-05-23,16.22839099567998
2001-05-24,15.887087261820659
2001-05-25,21.933175962827
2001-05-29,21.747675557881152
2001-05-30,23.367553720956856
2001-05-31,23.16766956660736
2001-06-01,17.470479967882767
2001-06-04,14.411761636706045
2001-06-05,13.079892980434494
2001-06-06,10.551966275811381
2001-06-07,10.785140374622221
2001-06-08,12.07951397788814
2001-06-11,13.876274722815923
2001-06-12,11.903691765611057
2001-06-13,10.148404922629867
2001-06-14,10.866917006919607
2001-06-15,9.420537874268803
2001-06-18,9.95255332933494
2001-06-19,10.508843437806787
2001-06-20,10.109065078599627
2001-06-21,9.178940675591768
2001-06-22,8.576363396966025
2001-06-25,7.095018679031007
2001-06-26,7.377862097870802
2001-06-27,10.40126908740221
2001-06-28,10.822887835001433
2001-06-29,15.058429727804507
2001-07-02,18.72250768400201
2001-07-03,15.481302099149413
2001-07-05,18.193165763027295
2001-07-06,20.39390060595101
2001-07-09,18.12632896340637
2001-07-10,16.28396712060049
2001-07-11,12.992421407583976
2001-07-12,13.678597161327783
2001-07-13,11.364761703648696
2001-07-16,11.610169880587367
2001-07-17,9.476193708928749
2001-07-18,9.692344692565364
2001-07-19,6.981678550237492
2001-07-20,7.506004533726474
2001-07-23,7.802111200921891
2001-07-24,7.758498818815241
2001-07-25,7.246661116401226
2001-07-26,7.9032811384130985
2001-07-27,9.292535929767503
2001-07-30,7.695408979326674
2001-07-31,7.766155240817435
2001-08-01,6.298920642445877
2001-08-02,7.086891729461092
2001-08-03,8.882338207865125
2001-08-06,10.125690748933813
2001-08-07,10.84288495091511
2001-08-08,10.770342450274944
2001-08-09,7.069302006130473
2001-08-10,6.4803721191450165
2001-08-13,6.258820301422058
2001-08-14,5.12297574265922
2001-08-15,5.338704568129055
2001-08-16,5.906550687915535
2001-08-17,4.832464332457986
2001-08-20,3.39979021757566
2001-08-21,4.251775745714831
2001-08-22,3.9862776349198272
2001-08-23,4.355280140600581
2001-08-24,4.08320147224332
2001-08-27,4.740001945004668
2001-08-28,5.171469016404534
2001-08-29,3.7980559315203943
2001-08-30,2.925751245490049
2001-08-31,3.0119261186604573
2001-09-04,3.4934961098103177
2001-09-05,6.561639641584311
2001-09-06,6.337181813369208
2001-09-07,4.209807612842914
2001-09-10,3.385225942911613
2001-09-17,3.9827506848227445
2001-09-18,1.6918681768247956
2001-09-19,2.4805820542500303
2001-09-20,2.292093475801332
2001-09-21,2.7914769468086242
2001-09-24,2.432815120858167
2001-09-25,2.5757545816091465
2001-09-26,2.61239924929757
2001-09-27,2.0735025585925104
2001-09-28,1.5514508119214176
2001-10-01,1.6790125766866004
2001-10-02,1.504913282723419
2001-10-03,1.354520054839986
2001-10-04,1.113896545020604
2001-10-05,1.3802656711244476
2001-10-08,1.3817732445882969
2001-10-09,1.4051832270736697
2001-10-10,1.8798504785258185
2001-10-11,2.0243898398813744
2001-10-12,2.751397179233861
2001-10-15,2.736217505362204
2001-10-16,2.275880459345431
2001-10-17,1.9837395082087816
2001-10-18,1.952288248079198
2001-10-19,1.9824413730162194
2001-10-22,2.343368773435184
2001-10-23,2.4149600518970917
2001-10-24,2.7631745416846987
2001-10-25,2.298319087624179
2001-10-26,1.9416569315491183
2001-10-29,1.852182952347503
2001-10-30,1.52261399069048
2001-10-31,1.2470073874269128
2001-11-01,0.704726162087771
2001-11-02,0.5990590032789678
2001-11-05,1.0178867628117039
2001-11-06,0.8508535173590237
2001-11-07,0.7792932161276578
2001-11-08,0.6070169967988703
2001-11-09,0.9270931091488244
2001-11-12,0.9594052938320385
2001-11-13,1.004511902926325
2001-11-14,1.265322057093038
2001-11-15,2.288631530431923
2001-11-16,5.262630231999088
2001-11-19,9.505267864628136
2001-11-20,5.96145284130038
2001-11-21,9.135647084211286
2001-11-23,12.993181539697307
2001-11-26,14.253784231975764
2001-11-27,14.938921853723686
2001-11-28,12.525185851868187
2001-11-29,12.435880012298977
2001-11-30,6.291671955195389
2001-12-03,6.076871492846631
2001-12-04,5.263009889350689
2001-12-05,4.319041169733312
2001-12-06,11.128742883487158
2001-12-07,15.936060177754218
2001-12-10,25.37577949316069
2001-12-11,24.56088592244073
2001-12-12,20.542131678181715
2001-12-13,14.70780443375659
2001-12-14,21.6100118065574
2001-12-17,26.88370592716248
2001-12-18,36.67140756934151
2001-12-19,24.789104467765526
2001-12-20,18.423277337319675
2001-12-21,19.306803407446
2001-12-24,21.266271637929385
2001-12-26,25.188451860889522
2001-12-27,28.88500750390728
2001-12-28,22.652217431209532
2001-12-31,23.589056425362028
2002-01-02,18.702581818299237
2002-01-03,27.57618568973099
2002-01-04,24.80316485560074
2002-01-07,26.48237254716535
2002-01-08,20.560449238727646
2002-01-09,20.64871817447972
2002-01-10,21.066219983891955
2002-01-11,15.263681249458221
2002-01-14,10.739988912804849
2002-01-15,11.17220582731841
2002-01-16,9.86421321801208
2002-01-17,10.232094631313126
2002-01-18,14.325300892588261
2002-01-22,12.339431979024656
2002-01-23,12.95395103792779
2002-01-24,18.257043646726025
2002-01-25,20.14094615310321
2002-01-28,23.06439224821831
2002-01-29,23.72170639754156
2002-01-30,17.112502222237254
2002-01-31,16.97624456469955
2002-02-01,20.32931310606655
2002-02-04,17.60051646581891
2002-02-05,13.37543032287734
2002-02-06,14.865766206183029
2002-02-07,15.157945182437132
2002-02-08,15.349841681108845
2002-02-11,12.92309574560218
2002-02-12,13.937638590246888
2002-02-13,17.620142403314887
2002-02-14,19.897433746925593
2002-02-15,17.329487119293074
2002-02-19,12.579250670900526
2002-02-20,13.572453887061176
2002-02-21,13.472533323288161
2002-02-22,13.19005317861936
2002-02-25,11.384718760367385
2002-02-26,12.474702857833698
2002-02-27,15.637262290818654
2002-02-28,12.459106392866826
2002-03-01,13.078196174573087
2002-03-04,19.150047234935613
2002-03-05,21.03216389251175
2002-03-06,21.723534538405254
2002-03-07,23.485156502517718
2002-03-08,38.71575737365106
2002-03-11,48.92259308785888
2002-03-12,49.3251907651672
2002-03-13,47.735753740293276
2002-03-14,43.59541055488898
2002-03-15,56.888152800893046
2002-03-18,53.611432650956004
2002-03-19,47.72840680173461
2002-03-20,49.8275247811396
2002-03-21,56.95410536161669
2002-03-22,55.652453272988346
2002-03-25,56.12121411306683
2002-03-26,57.75758543142069
2002-03-27,50.618235032950466
2002-03-28,50.21737523184092
2002-04-01,57.72385721615488
2002-04-02,59.817156133089
2002-04-03,51.93757656716805
2002-04-04,45.66683543161113
2002-04-05,44.40203565805169
2002-04-08,38.43860216408166
2002-04-09,40.86639019522314
2002-04-10,38.5180268816659
2002-04-11,39.7963339627529
2002-04-12,37.848814629702105
2002-04-15,33.68740563616037
2002-04-16,31.214929631629552
2002-04-17,35.71549906282059
2002-04-18,39.69813164992418
2002-04-19,39.35712710181687
2002-04-22,37.047015678191286
2002-04-23,35.16605347939499
2002-04-24,34.8589983827692
2002-04-25,28.87156863276764
2002-04-26,28.618906714275084
2002-04-29,26.08047753630248
2002-04-30,29.436321439883688
2002-05-01,28.85025539024223
2002-05-02,26.297992179957518
2002-05-03,29.66965273279406
2002-05-06,26.75589134942523
2002-05-07,28.18519798997264
2002-05-08,27.77872327105111
2002-05-09,39.99106585751199
2002-05-10,37.85162027147205
2002-05-13,32.45557707198318
2002-05-14,41.10872185834986
2002-05-15,48.420079185601615
2002-05-16,44.2679111019429
2002-05-17,38.02849391463703
2002-05-20,43.26001751255269
2002-05-21,38.288107919154676
2002-05-22,34.55227058071583
2002-05-23,30.41820922239648
2002-05-24,34.68475357626885
2002-05-28,33.8443558888707
2002-05-29,33.54807576047497
2002-05-30,28.743809973865496
2002-05-31,25.284107077570628
2002-06-03,26.204503608878383
2002-06-04,26.053565441823533
2002-06-05,24.038419367046583
2002-06-06,26.299782620946775
2002-06-07,24.05191931965082
2002-06-10,28.12889320117129
2002-06-11,26.697453617792664
2002-06-12,22.914152771822067
2002-06-13,20.235036859487355
2002-06-14,17.689821161323906
2002-06-17,12.633562980212965
2002-06-18,15.099297381214804
2002-06-19,14.78187405284791
2002-06-20,9.701223037720025
2002-06-21,13.90070622774272
2002-06-24,10.917960633043055
2002-06-25,14.9797412122187
2002-06-26,14.915915594346451
2002-06-27,9.379774295842914
2002-06-28,13.602426342769519
2002-07-01,14.361854391692319
2002-07-02,14.012131373640246
2002-07-03,10.853014716122711
2002-07-05,11.09079497251398
2002-07-08,16.8666528849467
2002-07-09,14.234971781197236
2002-07-10,11.188744736711321
2002-07-11,8.003885221809348
2002-07-12,7.258737082904493
2002-07-15,6.754118042768348
2002-07-16,7.508901776321691
2002-07-17,10.429355686688519
2002-07-18,8.971524991035517
2002-07-19,7.398775827840725
2002-07-22,6.319903743956601
2002-07-23,4.411431925130671
2002-07-24,3.816515221138922
2002-07-25,3.5377128899506394
2002-07-26,3.3822041442364057
2002-07-29,3.159910154887097
2002-07-30,6.022766450532896
2002-07-31,7.274254688394039
2002-08-01,4.754843370049594
2002-08-02,3.76768762423515
2002-08-05,2.2201748115441955
2002-08-06,2.0599865783341054
2002-08-07,3.4745840619454738
2002-08-08,2.6139211807372997
2002-08-09,4.255981045401958
2002-08-12,2.4350284459431606
2002-08-13,2.033176227041611
2002-08-14,1.3898929244379576
2002-08-15,1.1474504316898226
2002-08-16,1.7294936066312327
2002-08-19,3.197734451972256
2002-08-20,3.011041941479431
2002-08-21,1.7771470067503736
2002-08-22,2.0378073531133465
2002-08-23,3.050618960887669
2002-08-26,2.431501051273899
2002-08-27,2.264397579277866
2002-08-28,3.085426233016819
2002-08-29,2.4402664236176372
2002-08-30,1.9826229388231364
2002-09-03,1.8329069072454407
2002-09-04,1.0047134506664224
2002-09-05,0.9197224946164873
2002-09-06,0.7905607737295761
2002-09-09,1.3242816757797982
2002-09-10,1.406453819821779
2002-09-11,1.1339862809647716
2002-09-12,1.519754633238013
2002-09-13,1.0801581503367963
2002-09-16,0.8441654898430129
2002-09-17,0.776250035474646
2002-09-18,0.7576345928194617
2002-09-19,0.7308123942894706
2002-09-20,0.5670871676199896
2002-09-23,0.5697377103104528
2002-09-24,0.39902152001486946
2002-09-25,0.3549764978749148
2002-09-26,0.5682771114034313
2002-09-27,0.5963526038423317
2002-09-30,0.44852781628884064
2002-10-01,0.33097003575323636
2002-10-02,0.48773320640843054
2002-10-03,0.5001256222230299
2002-10-04,0.47936067646055514
2002-10-07,0.4915749227728694
2002-10-08,0.40366104115597823
2002-10-09,0.4225376775586598
2002-10-10,0.3457616324365087
2002-10-11,0.4762066958285127
2002-10-14,0.9089570708426031
2002-10-15,0.9187008680261899
2002-10-16,1.9359851257451544
2002-10-17,2.279973262670132
2002-10-18,3.4337748897822373
2002-10-21,3.451559873281612
2002-10-22,4.873904106553844
2002-10-23,5.541251123519164
2002-10-24,5.273170527517934
2002-10-25,3.727899858333222
2002-10-28,3.150474921155977
2002-10-29,3.059774667214621
2002-10-30,1.7300584085911397
2002-10-31,1.9919262063736065
2002-11-01,1.6310245568767312
2002-11-04,2.1452971093637196
2002-11-05,2.8359029216591614
2002-11-06,3.3037747310870333
2002-11-07,2.802331157076998
2002-11-08,1.5647165309747413
2002-11-11,1.4137559704908875
2002-11-12,1.4375686346157546
2002-11-13,1.455952249644149
2002-11-14,1.406625877126405
2002-11-15,2.9205219221063894
2002-11-18,3.323799260856719
2002-11-19,2.9762434973885643
2002-11-20,2.5938099280000904
2002-11-21,3.794968112308866
2002-11-22,4.978451422379476
2002-11-25,5.680101194024245
2002-11-26,5.937612809400111
2002-11-27,4.031250568968231
2002-11-29,8.045501287298078
2002-12-02,6.826147689550538
2002-12-03,7.047810137387767
2002-12-04,7.4931374241170525
2002-12-05,6.029665775363324
2002-12-06,4.896716883602364
2002-12-09,4.572874243767988
2002-12-10,3.9263506964620554
2002-12-11,3.9595989150545687
2002-12-12,3.2451520360626205
2002-12-13,3.443444741854945
2002-12-16,4.322109179356354
2002-12-17,5.657423310081561
2002-12-18,5.383586141218
2002-12-19,4.335232150826712
2002-12-20,2.931090060272629
2002-12-23,3.0173953545196697
2002-12-24,3.227957390429342
2002-12-26,2.9016684620758957
2002-12-27,2.701244615271603
2002-12-30,1.8484715405412078
2002-12-31,1.6760404644233784
2003-01-02,1.9452775483966345
2003-01-03,4.513598641412914
2003-01-06,4.6717096116063175
2003-01-07,5.2539996865142715
2003-01-08,4.547682276397335
2003-01-09,3.8897339184840787
2003-01-10,7.384866187146355
2003-01-13,7.564904502234354
2003-01-14,6.987490762948112
2003-01-15,6.010975039417704
2003-01-16,5.7844764975875425
2003-01-17,5.75838599370257
2003-01-21,4.76432062056919
2003-01-22,4.365391919564926
2003-01-23,3.430853682036372
2003-01-24,3.8106805307385025
2003-01-27,3.2580466838584563
2003-01-28,4.061147812508797
2003-01-29,4.453352731238825
2003-01-30,5.5483054776940595
2003-01-31,4.767071813846852
2003-02-03,4.554672544826549
2003-02-04,4.914785774514796
2003-02-05,3.9402536825630996
2003-02-06,5.205015232793131
2003-02-07,4.254915298859574
2003-02-10,3.973987407660501
2003-02-11,4.922004990606194
2003-02-12,4.613977076892695
2003-02-13,3.9315303075084795
2003-02-14,3.4006064559451374
2003-02-18,4.69513975960103
2003-02-19,4.677640113352788
2003-02-20,3.6637175698238877
2003-02-21,3.242834033256564
2003-02-24,3.9356145465683556
2003-02-25,3.300883773603891
2003-02-26,2.910363837605312
2003-02-27,2.576095894451391
2003-02-28,2.40809471329308
2003-03-03,1.9641258650805127
2003-03-04,1.8444780926105464
2003-03-05,1.659374237235972
2003-03-06,1.5287677296069946
2003-03-07,1.7615817994844574
2003-03-10,1.578752313365861
2003-03-11,1.3394978978518879
2003-03-12,1.4281330079595589
2003-03-13,1.4693292834770944
2003-03-14,2.6108064115342664
2003-03-17,2.4028096611454552
2003-03-18,3.7141792461454104
2003-03-19,5.139371294758622
2003-03-20,6.6800429640641426
2003-03-21,7.849037878297044
2003-03-24,10.923035664314785
2003-03-25,7.067937840753036
2003-03-26,6.82540105621513
2003-03-27,6.469928212929843
2003-03-28,6.110172879192655
2003-03-31,5.515977238136976
2003-04-01,4.227861036242725
2003-04-02,4.344329672229308
2003-04-03,6.530099846216175
2003-04-04,6.213257188690696
2003-04-07,6.965835645140849
2003-04-08,9.089793108217142
2003-04-09,6.88633810653172
2003-04-10,6.103523809952321
2003-04-11,6.97236530973071
2003-04-14,8.368121800574702
2003-04-15,9.75776349151609
2003-04-16,8.205439326118924
2003-04-17,7.33326268243491
2003-04-21,7.938254137631834
2003-04-22,8.680116172969555
2003-04-23,8.883015283599455
2003-04-24,9.356168955317024
2003-04-25,6.783705644173582
2003-04-28,6.382633164282192
2003-04-29,6.791690959557656
2003-04-30,7.63401308372203
2003-05-01,5.89646875683611
2003-05-02,5.935839963037603
2003-05-05,7.413447804049405
2003-05-06,6.796649049857501
2003-05-07,5.104566915237468
2003-05-08,3.3274075266253478
2003-05-09,3.0968222539790924
2003-05-12,3.3898131365999618
2003-05-13,2.8093910399182906
2003-05-14,2.677088916669179
2003-05-15,1.9424842021864008
2003-05-16,1.9725285824933825
2003-05-19,1.4932920418428475
2003-05-20,1.4596654283850652
2003-05-21,1.0919807051943509
2003-05-22,1.183879892443429
2003-05-23,0.9853880100978318
2003-05-27,0.9800350411373615
2003-05-28,1.3045909845823656
2003-05-29,1.4929737209544103
2003-05-30,1.0569417214913113
2003-06-02,1.123724731991732
2003-06-03,1.5602342753098353
2003-06-04,1.126557816093765
2003-06-05,0.9377716753552146
2003-06-06,1.1183910891950366
2003-06-09,1.2364606839642078
2003-06-10,0.94352485838472
2003-06-11,0.6868703943635923
2003-06-12,0.6841141922996286
2003-06-13,0.6446538661337653
2003-06-16,0.5104011589499746
2003-06-17,0.6768952366149883
2003-06-18,1.008833950235627
2003-06-19,1.486998793780725
2003-06-20,1.4030604846935857
2003-06-23,1.770077318946578
2003-06-24,1.3087025276048603
2003-06-25,1.093377530156403
2003-06-26,1.6231223882615997
2003-06-27,3.233198472672638
2003-06-30,3.9240538474497932
2003-07-01,3.2408138609758663
2003-07-02,3.559939972849968
2003-07-03,3.4296945835004644
2003-07-07,5.466188984012444
2003-07-08,6.7117946544389016
2003-07-09,7.462412980809507
2003-07-10,6.816313330121121
2003-07-11,6.178312415712734
2003-07-14,5.4325734251235875
2003-07-15,7.238098639690155
2003-07-16,14.884502789982617
2003-07-17,16.614160724971942
2003-07-18,17.208434282153483
2003-07-21,18.169666041093794
2003-07-22,33.57790162414888
2003-07-23,31.538684379129258
2003-07-24,27.623937371615277
2003-07-25,33.172633310276865
2003-07-28,34.214126617803664
2003-07-29,44.30360213608427
2003-07-30,55.6320743831745
2003-07-31,47.369093412516925
2003-08-01,62.91443236401149
2003-08-04,57.23338946177194
2003-08-05,47.79479147678344
2003-08-06,59.72822591361846
2003-08-07,44.59678155887843
2003-08-08,38.908315511991155
2003-08-11,44.761172883604374
2003-08-12,52.92675912366966
2003-08-13,51.523534812512914
2003-08-14,70.46365832628382
2003-08-15,72.50376941232722
2003-08-18,67.58237148847613
2003-08-19,62.9139701124967
2003-08-20,53.5925525283825
2003-08-21,59.445596908797725
2003-08-22,65.56202201807108
2003-08-25,61.06471875336859
2003-08-26,67.24199118486004
2003-08-27,63.48161992226018
2003-08-28,67.91629776498684
2003-08-29,58.04514602439315
2003-09-02,60.323160106015315
