,Leverage Ratio
2000-01-18,57.31610850237268
2000-01-19,57.31610850237268
2000-01-20,57.31610850237268
2000-01-21,57.31610850237268
2000-01-24,57.31610850237268
2000-01-25,57.31610850237268
2000-01-26,57.31610850237268
2000-01-27,57.31610850237268
2000-01-28,57.31610850237268
2000-01-31,57.31610850237268
2000-02-01,57.31610850237268
2000-02-02,57.31610850237268
2000-02-03,57.31610850237268
2000-02-04,57.31610850237268
2000-02-07,57.31610850237268
2000-02-08,57.31610850237268
2000-02-09,57.31610850237268
2000-02-10,57.31610850237268
2000-02-11,57.31610850237268
2000-02-14,57.31610850237268
2000-02-15,57.31610850237268
2000-02-16,57.31610850237268
2000-02-17,72.87498033807421
2000-02-18,72.87498033807421
2000-02-22,72.87498033807421
2000-02-23,72.87498033807421
2000-02-24,72.87498033807421
2000-02-25,72.87498033807421
2000-02-28,72.87498033807421
2000-02-29,72.87498033807421
2000-03-01,72.87498033807421
2000-03-02,72.87498033807421
2000-03-03,72.87498033807421
2000-03-06,72.87498033807421
2000-03-07,72.87498033807421
2000-03-08,72.87498033807421
2000-03-09,72.87498033807421
2000-03-10,72.87498033807421
2000-03-13,72.87498033807421
2000-03-14,72.87498033807421
2000-03-15,72.87498033807421
2000-03-16,72.87498033807421
2000-03-17,83.30372019100875
2000-03-20,83.30372019100875
2000-03-21,83.30372019100875
2000-03-22,83.30372019100875
2000-03-23,83.30372019100875
2000-03-24,83.30372019100875
2000-03-27,83.30372019100875
2000-03-28,83.30372019100875
2000-03-29,83.30372019100875
2000-03-30,83.30372019100875
2000-03-31,83.30372019100875
2000-04-03,83.30372019100875
2000-04-04,83.30372019100875
2000-04-05,83.30372019100875
2000-04-06,83.30372019100875
2000-04-07,83.30372019100875
2000-04-10,83.30372019100875
2000-04-11,83.30372019100875
2000-04-12,83.30372019100875
2000-04-13,83.30372019100875
2000-04-14,83.30372019100875
2000-04-17,75.60475482825655
2000-04-18,75.60475482825655
2000-04-19,75.60475482825655
2000-04-20,75.60475482825655
2000-04-24,75.60475482825655
2000-04-25,75.60475482825655
2000-04-26,75.60475482825655
2000-04-27,75.60475482825655
2000-04-28,75.60475482825655
2000-05-01,75.60475482825655
2000-05-02,75.60475482825655
2000-05-03,75.60475482825655
2000-05-04,75.60475482825655
2000-05-05,75.60475482825655
2000-05-08,75.60475482825655
2000-05-09,75.60475482825655
2000-05-10,75.60475482825655
2000-05-11,75.60475482825655
2000-05-12,75.60475482825655
2000-05-15,75.60475482825655
2000-05-16,75.60475482825655
2000-05-17,64.70392301292823
2000-05-18,64.70392301292823
2000-05-19,64.70392301292823
2000-05-22,64.70392301292823
2000-05-23,64.70392301292823
2000-05-24,64.70392301292823
2000-05-25,64.70392301292823
2000-05-26,64.70392301292823
2000-05-30,64.70392301292823
2000-05-31,64.70392301292823
2000-06-01,64.70392301292823
2000-06-02,64.70392301292823
2000-06-05,64.70392301292823
2000-06-06,64.70392301292823
2000-06-07,64.70392301292823
2000-06-08,64.70392301292823
2000-06-09,64.70392301292823
2000-06-12,64.70392301292823
2000-06-13,64.70392301292823
2000-06-14,64.70392301292823
2000-06-15,64.70392301292823
2000-06-16,64.70392301292823
2000-06-19,57.49737028661583
2000-06-20,57.49737028661583
2000-06-21,57.49737028661583
2000-06-22,57.49737028661583
2000-06-23,57.49737028661583
2000-06-26,57.49737028661583
2000-06-27,57.49737028661583
2000-06-28,57.49737028661583
2000-06-29,57.49737028661583
2000-06-30,57.49737028661583
2000-07-03,57.49737028661583
2000-07-05,57.49737028661583
2000-07-06,57.49737028661583
2000-07-07,57.49737028661583
2000-07-10,57.49737028661583
2000-07-11,57.49737028661583
2000-07-12,57.49737028661583
2000-07-13,57.49737028661583
2000-07-14,57.49737028661583
2000-07-17,66.8070709098554
2000-07-18,66.8070709098554
2000-07-19,66.8070709098554
2000-07-20,66.8070709098554
2000-07-21,66.8070709098554
2000-07-24,66.8070709098554
2000-07-25,66.8070709098554
2000-07-26,66.8070709098554
2000-07-27,66.8070709098554
2000-07-28,66.8070709098554
2000-07-31,66.8070709098554
2000-08-01,66.8070709098554
2000-08-02,66.8070709098554
2000-08-03,66.8070709098554
2000-08-04,66.8070709098554
2000-08-07,66.8070709098554
2000-08-08,66.8070709098554
2000-08-09,66.8070709098554
2000-08-10,66.8070709098554
2000-08-11,66.8070709098554
2000-08-14,66.8070709098554
2000-08-15,66.8070709098554
2000-08-16,66.8070709098554
2000-08-17,48.812425264271745
2000-08-18,48.812425264271745
2000-08-21,48.812425264271745
2000-08-22,48.812425264271745
2000-08-23,48.812425264271745
2000-08-24,48.812425264271745
2000-08-25,48.812425264271745
2000-08-28,48.812425264271745
2000-08-29,48.812425264271745
2000-08-30,48.812425264271745
2000-08-31,48.812425264271745
2000-09-01,48.812425264271745
2000-09-05,48.812425264271745
2000-09-06,48.812425264271745
2000-09-07,48.812425264271745
2000-09-08,48.812425264271745
2000-09-11,48.812425264271745
2000-09-12,48.812425264271745
2000-09-13,48.812425264271745
2000-09-14,48.812425264271745
2000-09-15,48.812425264271745
2000-09-18,61.10465913694958
2000-09-19,61.10465913694958
2000-09-20,61.10465913694958
2000-09-21,61.10465913694958
2000-09-22,61.10465913694958
2000-09-25,61.10465913694958
2000-09-26,61.10465913694958
2000-09-27,61.10465913694958
2000-09-28,61.10465913694958
2000-09-29,61.10465913694958
2000-10-02,61.10465913694958
2000-10-03,61.10465913694958
2000-10-04,61.10465913694958
2000-10-05,61.10465913694958
2000-10-06,61.10465913694958
2000-10-09,61.10465913694958
2000-10-10,61.10465913694958
2000-10-11,61.10465913694958
2000-10-12,61.10465913694958
2000-10-13,61.10465913694958
2000-10-16,61.10465913694958
2000-10-17,58.94566129552268
2000-10-18,58.94566129552268
2000-10-19,58.94566129552268
2000-10-20,58.94566129552268
2000-10-23,58.94566129552268
2000-10-24,58.94566129552268
2000-10-25,58.94566129552268
2000-10-26,58.94566129552268
2000-10-27,58.94566129552268
2000-10-30,58.94566129552268
2000-10-31,58.94566129552268
2000-11-01,58.94566129552268
2000-11-02,58.94566129552268
2000-11-03,58.94566129552268
2000-11-06,58.94566129552268
2000-11-07,58.94566129552268
2000-11-08,58.94566129552268
2000-11-09,58.94566129552268
2000-11-10,58.94566129552268
2000-11-13,58.94566129552268
2000-11-14,58.94566129552268
2000-11-15,58.94566129552268
2000-11-16,58.94566129552268
2000-11-17,28.066792903910255
2000-11-20,28.066792903910255
2000-11-21,28.066792903910255
2000-11-22,28.066792903910255
2000-11-24,28.066792903910255
2000-11-27,28.066792903910255
2000-11-28,28.066792903910255
2000-11-29,28.066792903910255
2000-11-30,28.066792903910255
2000-12-01,28.066792903910255
2000-12-04,28.066792903910255
2000-12-05,28.066792903910255
2000-12-06,28.066792903910255
2000-12-07,28.066792903910255
2000-12-08,28.066792903910255
2000-12-11,28.066792903910255
2000-12-12,28.066792903910255
2000-12-13,28.066792903910255
2000-12-14,28.066792903910255
2000-12-15,28.066792903910255
2000-12-18,15.737019040331834
2000-12-19,15.737019040331834
2000-12-20,15.737019040331834
2000-12-21,15.737019040331834
2000-12-22,15.737019040331834
2000-12-26,15.737019040331834
2000-12-27,15.737019040331834
2000-12-28,15.737019040331834
2000-12-29,15.737019040331834
2001-01-02,15.737019040331834
2001-01-03,15.737019040331834
2001-01-04,15.737019040331834
2001-01-05,15.737019040331834
2001-01-08,15.737019040331834
2001-01-09,15.737019040331834
2001-01-10,15.737019040331834
2001-01-11,15.737019040331834
2001-01-12,15.737019040331834
2001-01-16,15.737019040331834
2001-01-17,7.583577716833992
2001-01-18,7.583577716833992
2001-01-19,7.583577716833992
2001-01-22,7.583577716833992
2001-01-23,7.583577716833992
2001-01-24,7.583577716833992
2001-01-25,7.583577716833992
2001-01-26,7.583577716833992
2001-01-29,7.583577716833992
2001-01-30,7.583577716833992
2001-01-31,7.583577716833992
2001-02-01,7.583577716833992
2001-02-02,7.583577716833992
2001-02-05,7.583577716833992
2001-02-06,7.583577716833992
2001-02-07,7.583577716833992
2001-02-08,7.583577716833992
2001-02-09,7.583577716833992
2001-02-12,7.583577716833992
2001-02-13,7.583577716833992
2001-02-14,7.583577716833992
2001-02-15,7.583577716833992
2001-02-16,7.583577716833992
2001-02-20,9.267594937481089
2001-02-21,9.267594937481089
2001-02-22,9.267594937481089
2001-02-23,9.267594937481089
2001-02-26,9.267594937481089
2001-02-27,9.267594937481089
2001-02-28,9.267594937481089
2001-03-01,9.267594937481089
2001-03-02,9.267594937481089
2001-03-05,9.267594937481089
2001-03-06,9.267594937481089
2001-03-07,9.267594937481089
2001-03-08,9.267594937481089
2001-03-09,9.267594937481089
2001-03-12,9.267594937481089
2001-03-13,9.267594937481089
2001-03-14,9.267594937481089
2001-03-15,9.267594937481089
2001-03-16,9.267594937481089
2001-03-19,6.858568276108151
2001-03-20,6.858568276108151
2001-03-21,6.858568276108151
2001-03-22,6.858568276108151
2001-03-23,6.858568276108151
2001-03-26,6.858568276108151
2001-03-27,6.858568276108151
2001-03-28,6.858568276108151
2001-03-29,6.858568276108151
2001-03-30,6.858568276108151
2001-04-02,6.858568276108151
2001-04-03,6.858568276108151
2001-04-04,6.858568276108151
2001-04-05,6.858568276108151
2001-04-06,6.858568276108151
2001-04-09,6.858568276108151
2001-04-10,6.858568276108151
2001-04-11,6.858568276108151
2001-04-12,6.858568276108151
2001-04-16,6.858568276108151
2001-04-17,3.9517202287830844
2001-04-18,3.9517202287830844
2001-04-19,3.9517202287830844
2001-04-20,3.9517202287830844
2001-04-23,3.9517202287830844
2001-04-24,3.9517202287830844
2001-04-25,3.9517202287830844
2001-04-26,3.9517202287830844
2001-04-27,3.9517202287830844
2001-04-30,3.9517202287830844
2001-05-01,3.9517202287830844
2001-05-02,3.9517202287830844
2001-05-03,3.9517202287830844
2001-05-04,3.9517202287830844
2001-05-07,3.9517202287830844
2001-05-08,3.9517202287830844
2001-05-09,3.9517202287830844
2001-05-10,3.9517202287830844
2001-05-11,3.9517202287830844
2001-05-14,3.9517202287830844
2001-05-15,3.9517202287830844
2001-05-16,3.9517202287830844
2001-05-17,4.6709414747314435
2001-05-18,4.6709414747314435
2001-05-21,4.6709414747314435
2001-05-22,4.6709414747314435
2001-05-23,4.6709414747314435
2001-05-24,4.6709414747314435
2001-05-25,4.6709414747314435
2001-05-29,4.6709414747314435
2001-05-30,4.6709414747314435
2001-05-31,4.6709414747314435
2001-06-01,4.6709414747314435
2001-06-04,4.6709414747314435
2001-06-05,4.6709414747314435
2001-06-06,4.6709414747314435
2001-06-07,4.6709414747314435
2001-06-08,4.6709414747314435
2001-06-11,4.6709414747314435
2001-06-12,4.6709414747314435
2001-06-13,4.6709414747314435
2001-06-14,4.6709414747314435
2001-06-15,4.6709414747314435
2001-06-18,6.39742013048149
2001-06-19,6.39742013048149
2001-06-20,6.39742013048149
2001-06-21,6.39742013048149
2001-06-22,6.39742013048149
2001-06-25,6.39742013048149
2001-06-26,6.39742013048149
2001-06-27,6.39742013048149
2001-06-28,6.39742013048149
2001-06-29,6.39742013048149
2001-07-02,6.39742013048149
2001-07-03,6.39742013048149
2001-07-05,6.39742013048149
2001-07-06,6.39742013048149
2001-07-09,6.39742013048149
2001-07-10,6.39742013048149
2001-07-11,6.39742013048149
2001-07-12,6.39742013048149
2001-07-13,6.39742013048149
2001-07-16,6.39742013048149
2001-07-17,5.548716691796407
2001-07-18,5.548716691796407
2001-07-19,5.548716691796407
2001-07-20,5.548716691796407
2001-07-23,5.548716691796407
2001-07-24,5.548716691796407
2001-07-25,5.548716691796407
2001-07-26,5.548716691796407
2001-07-27,5.548716691796407
2001-07-30,5.548716691796407
2001-07-31,5.548716691796407
2001-08-01,5.548716691796407
2001-08-02,5.548716691796407
2001-08-03,5.548716691796407
2001-08-06,5.548716691796407
2001-08-07,5.548716691796407
2001-08-08,5.548716691796407
2001-08-09,5.548716691796407
2001-08-10,5.548716691796407
2001-08-13,5.548716691796407
2001-08-14,5.548716691796407
2001-08-15,5.548716691796407
2001-08-16,5.548716691796407
2001-08-17,5.244716733594995
2001-08-20,5.244716733594995
2001-08-21,5.244716733594995
2001-08-22,5.244716733594995
2001-08-23,5.244716733594995
2001-08-24,5.244716733594995
2001-08-27,5.244716733594995
2001-08-28,5.244716733594995
2001-08-29,5.244716733594995
2001-08-30,5.244716733594995
2001-08-31,5.244716733594995
2001-09-04,5.244716733594995
2001-09-05,5.244716733594995
2001-09-06,5.244716733594995
2001-09-07,5.244716733594995
2001-09-10,5.244716733594995
2001-09-17,4.304686849979908
2001-09-18,4.304686849979908
2001-09-19,4.304686849979908
2001-09-20,4.304686849979908
2001-09-21,4.304686849979908
2001-09-24,4.304686849979908
2001-09-25,4.304686849979908
2001-09-26,4.304686849979908
2001-09-27,4.304686849979908
2001-09-28,4.304686849979908
2001-10-01,4.304686849979908
2001-10-02,4.304686849979908
2001-10-03,4.304686849979908
2001-10-04,4.304686849979908
2001-10-05,4.304686849979908
2001-10-08,4.304686849979908
2001-10-09,4.304686849979908
2001-10-10,4.304686849979908
2001-10-11,4.304686849979908
2001-10-12,4.304686849979908
2001-10-15,4.304686849979908
2001-10-16,4.304686849979908
2001-10-17,2.4776005726469763
2001-10-18,2.4776005726469763
2001-10-19,2.4776005726469763
2001-10-22,2.4776005726469763
2001-10-23,2.4776005726469763
2001-10-24,2.4776005726469763
2001-10-25,2.4776005726469763
