Price,Adj Close,Close,High,Low,Open,Volume
Ticker,RTX,RTX,RTX,RTX,RTX,RTX
Date,,,,,,
2019-04-04,77.54426574707031,83.51164245605469,83.870361328125,82.3473892211914,82.75645446777344,3546171
2019-04-05,78.14031219482422,84.15355682373047,84.20390319824219,83.42353820800781,83.80113220214844,3973771
2019-04-08,78.04681396484375,84.05286407470703,84.09691619873047,82.56135559082031,83.27879333496094,4318425
2019-04-09,77.28130340576172,83.22844696044922,83.643798828125,82.5676498413086,83.48017883300781,3320692
2019-04-10,76.9365463256836,82.85713958740234,83.27879333496094,81.97608947753906,83.25361633300781,4324622
2019-04-11,77.6144027709961,83.587158203125,83.700439453125,82.74386596679688,82.9263687133789,2767879
2019-04-12,79.0636215209961,85.14789581298828,85.16047668457031,84.10950469970703,84.21649169921875,4553280
2019-04-15,78.62532806396484,84.67589569091797,85.12271881103516,84.37381744384766,84.95909118652344,2979216
2019-04-16,79.08698272705078,85.17306518554688,85.18565368652344,84.5877914428711,84.87098693847656,3176411
2019-04-17,79.34992980957031,85.45626068115234,85.7772216796875,84.78917694091797,85.33039855957031,4425365
2019-04-18,80.05701446533203,86.2177505493164,86.68974304199219,85.59471130371094,85.59471130371094,3970117
2019-04-22,80.00442504882812,86.1611099243164,86.51353454589844,85.39332580566406,85.80868530273438,4694224
2019-04-23,81.82177734375,88.11831665039062,89.59093475341797,87.40087890625,88.0364990234375,9030605
2019-04-24,81.57049560546875,87.84770202636719,88.21271514892578,86.80302429199219,87.8980484008789,4344803
2019-04-25,81.65229797363281,87.93580627441406,88.2630615234375,86.86595153808594,87.31277465820312,3712381
2019-04-26,82.26587677001953,88.59660339355469,88.62806701660156,87.8414077758789,88.10572814941406,3273022
2019-04-29,83.04891204833984,89.43989562988281,89.68533325195312,88.6469497680664,88.73505401611328,5417378
2019-04-30,83.33525085449219,89.7482681274414,89.943359375,89.13153076171875,89.64128112792969,5232736
2019-05-01,82.73336791992188,89.10005950927734,90.87476348876952,89.06230163574219,89.99370574951172,3487537
2019-05-02,81.69319915771484,87.9798583984375,89.02454376220703,87.34423828125,88.5903091430664,4379761
2019-05-03,82.7625732421875,89.13153076171875,89.1692886352539,88.08055114746094,88.76651763916016,4513396
2019-05-06,81.92694854736328,88.2315902709961,88.52737426757812,86.78414154052734,87.34423828125,3776100
2019-05-07,79.14541625976562,85.23600006103516,87.26872253417969,84.75770568847656,87.06104278564453,7794522
2019-05-08,80.09791564941406,86.26180267333984,86.94147491455078,85.17306518554688,85.27375793457031,3807721
2019-05-09,79.9751968383789,86.129638671875,86.299560546875,84.34235382080078,85.24858093261719,4066569
2019-05-10,80.15634155273438,86.3247299194336,86.43171691894531,84.05915832519531,85.10383605957031,4214823
2019-05-13,77.11186218261719,83.04594421386719,84.75141906738281,82.05789947509766,84.34864807128906,6545091
2019-05-14,78.29224395751953,84.31718444824219,84.96538543701172,83.07740783691406,83.07740783691406,4305078
2019-05-15,78.29224395751953,84.31718444824219,84.84581756591797,82.85713958740234,83.57457733154297,3861588
2019-05-16,79.47034454345703,85.11642456054688,85.63247680664062,83.97734069824219,84.35494232177734,4463819
2019-05-17,78.58898162841797,84.17243194580078,85.24858093261719,84.04656982421875,84.41158294677734,2551298
2019-05-20,78.43032836914062,84.00251770019531,84.17872619628906,83.46759033203125,83.80742645263672,3091558
2019-05-21,79.92865753173828,85.6072998046875,85.69540405273438,84.49339294433594,84.89616394042969,3480863
2019-05-22,79.56436157226562,85.21711730957031,85.78980255126953,84.92133331298828,85.18565368652344,3086791
2019-05-23,76.64996337890625,82.09565734863281,84.21649169921875,81.42857360839844,83.39836120605469,8983570
2019-05-24,77.20816040039062,82.69351959228516,82.99559783935547,81.81875610351562,82.2152328491211,4952595
2019-05-28,76.33854675292969,81.76211547851562,83.75078582763672,81.7369384765625,82.83826446533203,6419719
2019-05-29,76.07413482666016,81.47891998291016,81.68030548095703,80.7489013671875,81.30270385742188,4444592
2019-05-30,75.44541931152344,80.80553436279297,82.0201416015625,80.57268524169922,81.5229721069336,4367525
2019-05-31,74.21150207519531,79.48395538330078,80.18250274658203,78.99937438964844,80.09439849853516,5646829
2019-06-03,74.54054260253906,79.83637237548828,80.68596649169922,79.25739288330078,79.57835388183594,4307779
2019-06-04,76.01537322998047,81.41598510742188,81.61737060546875,80.2517318725586,80.7489013671875,3805973
2019-06-05,77.18465423583984,82.66834259033203,82.69351959228516,81.52926635742188,82.12083435058594,3770538
2019-06-06,77.36681365966797,82.86343383789062,83.1781005859375,82.11454010009766,82.73127746582031,3197068
2019-06-07,77.64886474609375,83.16551208496094,83.68156433105469,82.97042083740234,83.14034271240234,2930752
2019-06-10,75.21627807617188,80.56010437011719,85.41850280761719,80.54122161865234,85.27375793457031,21901664
2019-06-11,72.23722076416016,77.36941528320312,80.73631286621094,76.89112854003906,80.6922607421875,17434985
2019-06-12,72.90119934082031,78.08055114746094,78.9238510131836,77.79106140136719,78.0679702758789,15850911
2019-06-13,73.33600616455078,78.54625701904297,78.6469497680664,77.35682678222656,78.50220489501953,7317027
2019-06-14,73.62393188476562,78.85462951660156,79.60981750488281,78.615478515625,79.3643798828125,4873145
2019-06-17,72.99520874023438,78.18124389648438,79.27627563476562,77.47640228271484,79.11894226074219,5317589
2019-06-18,74.39952087402344,79.68533325195312,79.91189575195312,78.7035903930664,78.7035903930664,7208181
2019-06-19,74.48179626464844,79.77344512939453,80.16991424560547,79.49653625488281,79.98741149902344,5172354
2019-06-20,76.40316772460938,81.83133697509766,81.95091247558594,80.47199249267578,80.74260711669922,6906906
2019-06-21,75.65107727050781,81.02580261230469,82.35368347167969,80.91881561279297,81.69288635253906,9087332
2019-06-24,76.4913101196289,81.92573547363281,82.43549346923828,81.49779510498047,81.88797760009766,5842594
2019-06-25,75.80973052978516,81.19572448730469,82.35368347167969,80.99433898925781,81.9320297241211,4439825
2019-06-26,75.06937408447266,80.40277099609375,81.59219360351562,80.37759399414062,81.20830535888672,4643853
2019-06-27,75.78034210205078,81.16425323486328,81.30270385742188,80.40277099609375,80.68596649169922,3199452
2019-06-28,76.5030746459961,81.93832397460938,82.18376159667969,80.64820861816406,81.22089385986328,8637486
2019-07-01,77.17291259765625,82.65576171875,83.1214599609375,82.34109497070312,82.55506896972656,6233329
2019-07-02,77.53722381591797,83.04594421386719,83.2599105834961,82.59282684326172,82.84455871582031,5394655
2019-07-03,78.1482925415039,83.700439453125,83.74449157714844,82.88861083984375,83.35430908203125,3237746
2019-07-05,77.87801361083984,83.41094970703125,83.54310607910156,82.3473892211914,83.54310607910156,5636024
2019-07-08,76.89674377441406,82.35997772216797,83.11516571044922,81.9886703491211,82.99559783935547,5088455
2019-07-09,76.61470794677734,82.05789947509766,82.14600372314453,81.14537048339844,81.87539672851562,4803229
2019-07-10,76.64996337890625,82.09565734863281,83.2347412109375,81.9320297241211,82.44178771972656,3717148
2019-07-11,77.17291259765625,82.65576171875,82.93895721435547,81.85651397705078,82.08936309814453,3874141
2019-07-12,78.57135009765625,84.15355682373047,84.21019744873047,82.88861083984375,83.01447296142578,5088455
2019-07-15,78.28343963623047,83.84518432617188,84.2227783203125,83.62492370605469,83.86406707763672,3779754
2019-07-16,78.25992584228516,83.82001495361328,84.12837982177734,83.51793670654297,83.92070770263672,5085118
2019-07-17,76.44432830810547,81.87539672851562,83.85777282714844,81.85651397705078,83.73819732666016,4347663
2019-07-18,77.14940643310547,82.63058471679688,82.66204833984375,81.66142272949219,81.7369384765625,4638132
2019-07-19,77.78987884521484,83.3165512084961,83.62492370605469,82.39773559570312,82.84455871582031,5138985
2019-07-22,78.11893463134766,83.66897583007812,83.82001495361328,82.78791809082031,83.25361633300781,5399422
2019-07-23,79.2882080078125,84.92133331298828,85.90308380126953,83.07740783691406,85.78980255126953,12855169
2019-07-24,78.88278198242188,84.48709869384766,86.13593292236328,84.3108901977539,84.56890869140625,5684171
2019-07-25,80.12257385253906,85.81497955322266,87.04216766357422,84.89616394042969,84.90874481201172,6339633
2019-07-26,79.69364166259766,85.3555679321289,86.01636505126953,85.1416015625,85.4688491821289,3521383
2019-07-29,79.74652862548828,85.4122085571289,85.82127380371094,85.19823455810547,85.31151580810547,3259675
2019-07-30,79.49974822998047,85.14789581298828,85.4122085571289,84.60667419433594,85.19823455810547,3584148
2019-07-31,78.50083923339844,84.07803344726562,85.6072998046875,83.700439453125,85.11642456054688,5348733
2019-08-01,77.46670532226562,82.97042083740234,85.2800521850586,82.85713958740234,83.8955307006836,4633524
2019-08-02,76.86148834228516,82.32221221923828,82.98930358886719,81.44115447998047,82.71239471435547,3443681
2019-08-05,73.8883285522461,79.13782501220703,81.13908386230469,78.49591064453125,81.08244323730469,6322790
2019-08-06,75.68046569824219,81.05726623535156,81.22089385986328,78.9804916381836,78.9804916381836,6042808
2019-08-07,75.8038558959961,81.1894302368164,81.88797760009766,78.75393676757812,80.0,6835401
2019-08-08,77.25518035888672,82.74386596679688,82.87602233886719,81.54814147949219,81.54814147949219,4253117
2019-08-09,77.11414337158203,82.59282684326172,83.08370208740234,81.51667785644531,82.69351959228516,3767360
2019-08-12,75.22213745117188,80.56639099121094,81.95720672607422,80.25802612304688,81.71806335449219,4135055
