Price,Adj Close,Close,High,Low,Open,Volume
Ticker,PKG,PKG,PKG,PKG,PKG,PKG
Date,,,,,,
2016-07-26,58.45937347412109,75.30000305175781,75.5,73.98999786376953,74.26000213623047,996200
2016-07-27,58.28857803344727,75.08000183105469,75.8499984741211,74.4800033569336,75.5,626000
2016-07-28,58.16436004638672,74.91999816894531,75.45999908447266,74.2300033569336,75.11000061035156,523900
2016-07-29,57.98580551147461,74.69000244140625,75.0,74.08000183105469,74.66999816894531,712200
2016-08-01,57.7839469909668,74.43000030517578,74.9800033569336,73.69999694824219,74.76000213623047,799000
2016-08-02,57.31036758422852,73.81999969482422,74.43000030517578,73.44000244140625,74.43000030517578,675500
2016-08-03,57.48117446899414,74.04000091552734,74.45999908447266,73.33999633789062,73.68000030517578,538700
2016-08-04,57.64419937133789,74.25,75.44000244140625,74.20999908447266,74.31999969482422,716200
2016-08-05,57.93920516967773,74.62999725341797,75.58999633789062,74.56999969482422,74.83999633789062,535100
2016-08-08,57.931434631347656,74.62000274658203,75.12999725341797,74.11000061035156,74.4800033569336,707000
2016-08-09,58.61464309692383,75.5,75.6500015258789,74.80000305175781,74.80999755859375,647700
2016-08-10,59.25901794433594,76.33000183105469,77.29000091552734,75.54000091552734,75.69000244140625,832200
2016-08-11,59.74810791015625,76.95999908447266,77.4000015258789,76.22000122070312,76.75,608300
2016-08-12,59.12703704833984,76.16000366210938,76.98999786376953,76.0199966430664,76.87999725341797,791300
2016-08-15,58.9795150756836,75.97000122070312,76.88999938964844,75.94000244140625,76.2699966430664,768500
2016-08-16,59.67047500610352,76.86000061035156,77.4000015258789,76.19999694824219,76.2699966430664,741200
2016-08-17,59.9887809753418,77.2699966430664,77.4000015258789,76.5999984741211,77.08999633789062,482400
2016-08-18,60.2760124206543,77.63999938964844,77.69999694824219,76.8499984741211,77.31999969482422,637700
2016-08-19,60.39249038696289,77.79000091552734,77.97000122070312,76.61000061035156,77.12999725341797,554100
2016-08-22,59.39875030517578,76.51000213623047,77.19000244140625,74.94999694824219,76.94000244140625,960500
2016-08-23,59.84902191162109,77.08999633789062,77.7300033569336,76.79000091552734,77.0,456700
2016-08-24,59.01058578491211,76.01000213623047,77.4800033569336,75.87999725341797,77.08999633789062,571300
2016-08-25,61.0911979675293,78.69000244140625,79.16000366210938,75.69999694824219,76.0199966430664,1832000
