Price,Close,High,Low,Open,Volume
Ticker,APO,APO,APO,APO,APO
Date,,,,,
2023-12-27,92.04998779296875,92.45509865946731,91.16070992463283,91.59546213032775,957600
2023-12-28,93.1467514038086,93.48270415807602,92.0104599069784,92.09938392110021,2004600
2023-12-29,92.07962799072266,93.51234798303913,92.0302207336818,92.9886642277578,2329700
2024-01-02,90.24179077148438,91.4768968286705,89.75762376935525,91.38796527253875,1955200
2024-01-03,91.07177734375,91.51642004215908,88.69049681374044,89.27346324734623,2465100
2024-01-04,93.67044830322266,95.2612655404094,91.82272689012352,92.20807938474746,4026800
2024-01-05,93.79889678955078,94.31269760380444,92.94914320027455,93.6704484706097,2415500
2024-01-08,95.14268493652344,95.14268493652344,93.77913064587185,94.49054535937138,1764500
2024-01-09,94.52019500732422,94.61900197902105,93.34437169021238,94.47078775223143,1796700
2024-01-10,95.56756591796875,96.00232565527692,94.17436268986155,94.53995679064244,3235800
2024-01-11,94.2040023803711,96.11100636953151,93.67044321563235,95.84422678716213,2033900
2024-01-12,94.27317810058594,95.12292412665398,94.01627393168773,94.61900628651289,1378300
2024-01-16,94.32257843017578,94.33246138940599,93.06771399354731,93.86806030594464,1280800
2024-01-17,94.91542053222656,95.42922883384637,93.2159135227724,93.35425232589199,2000700
2024-01-18,95.42922973632812,95.76517494261246,94.00638524268012,95.39958839912522,1904900
2024-01-19,97.76111602783203,97.76111602783203,94.67828862749519,95.96280192892446,2653800
2024-01-22,96.28886413574219,98.44288937714302,96.20982307820996,98.14646844979681,2062600
2024-01-23,94.17436218261719,96.33827035994157,94.06567224887557,96.25922176476786,2302000
2024-01-24,96.91136169433594,97.6227839763228,94.70792921198715,94.97471633697671,2279100
2024-01-25,98.78872680664062,98.85789244473179,97.31647494964596,97.85004167427307,2973400
2024-01-26,99.11478424072266,99.3025227657305,98.14646535471005,99.09502586158494,2053800
2024-01-29,100.00406646728516,100.12263936278958,98.39349088041796,98.91717464320654,2121900
2024-01-30,100.38941955566406,100.68584802695548,98.98634087366156,100.33013687680145,3105000
2024-01-31,99.20372009277344,100.99215125255839,99.17407875353776,99.74716223523566,3337000
2024-02-01,99.3519287109375,100.44870343159045,96.83230947949396,99.57918399122346,2817200
2024-02-02,101.90118408203125,102.57308205661651,99.80644910246282,99.80644910246282,2223300
2024-02-05,101.77273559570312,102.17785398693736,100.8142921222844,101.49607305461089,1701800
