,0
2000-11-06,24.098256181498467
2000-11-07,24.215972724343032
2000-11-08,23.979917147574508
2000-11-09,20.321786708863716
2000-11-10,19.062560095166127
2000-11-13,15.757615918720191
2000-11-14,15.150194123081018
2000-11-15,18.54769623261669
2000-11-16,19.396880906206142
2000-11-17,14.670089052987423
2000-11-20,14.761084028433718
2000-11-21,11.69947247898987
2000-11-22,12.229308640091302
2000-11-24,7.65779249430828
2000-11-27,9.062654260328868
2000-11-28,8.954561360941565
2000-11-29,8.186884639994929
2000-11-30,8.318937190450304
2000-12-01,10.06752728148213
2000-12-04,11.031594795445743
2000-12-05,11.551114845021887
2000-12-06,15.485519897585826
2000-12-07,13.705432064954943
2000-12-08,11.031938169159684
2000-12-11,15.330807748206594
2000-12-12,15.072069533817162
2000-12-13,13.846742270799101
2000-12-14,13.91338455705704
2000-12-15,13.210026828142219
2000-12-18,9.939859069786056
2000-12-19,10.222209362954748
2000-12-20,10.259311744604998
2000-12-21,8.921531994297965
2000-12-22,5.278398777325349
2000-12-26,6.334286448107651
2000-12-27,6.159908789950491
2000-12-28,6.886209528100523
2000-12-29,11.562067540979992
2001-01-02,11.2005076071937
2001-01-03,8.730864575841974
2001-01-04,12.74344710831145
2001-01-05,12.853375958091096
2001-01-08,10.533910753258995
2001-01-09,10.348179485175969
2001-01-10,11.623124223122067
2001-01-11,12.682884420214169
2001-01-12,10.131554397224502
2001-01-16,10.235526821376457
2001-01-17,9.809891549561527
2001-01-18,9.943703287566668
2001-01-19,16.900493792983106
2001-01-22,13.601901465777422
2001-01-23,14.202342520826145
2001-01-24,18.659989668454745
2001-01-25,18.9724024335921
2001-01-26,18.873352613374983
2001-01-29,18.050352973757793
2001-01-30,20.451911013852936
2001-01-31,22.713557686518236
2001-02-01,21.358833473078725
2001-02-02,23.42073781276169
2001-02-05,20.645326596826045
2001-02-06,20.556264537867786
2001-02-07,21.49191115386302
2001-02-08,20.73211593703439
2001-02-09,20.375921346871127
2001-02-12,18.195598863001162
2001-02-13,19.958739808200832
2001-02-14,19.405201021628088
2001-02-15,19.647173754861857
2001-02-16,19.31710066171435
2001-02-20,16.040293212318783
2001-02-21,12.186745407130568
2001-02-22,10.733981463536752
2001-02-23,6.913806984825594
2001-02-26,6.1705442103899335
2001-02-27,7.807930562962645
2001-02-28,6.958571802238284
2001-03-01,6.01604871361952
2001-03-02,8.98240234865279
2001-03-05,9.62312871104556
2001-03-06,10.308788703391174
2001-03-07,12.035705325615531
2001-03-08,14.508754149361081
2001-03-09,12.538820865443162
2001-03-12,9.975257345740173
2001-03-13,6.93139749634713
2001-03-14,7.761637394408927
2001-03-15,6.4503551909002255
2001-03-16,5.597427716557651
2001-03-19,4.492613522689426
2001-03-20,4.973998515477946
2001-03-21,4.509507492222376
2001-03-22,4.019103037672977
2001-03-23,2.9772387906750577
2001-03-26,3.394825613878444
2001-03-27,3.907323932983781
2001-03-28,4.961070030662373
2001-03-29,4.386533927544656
2001-03-30,6.725155263122057
2001-04-02,7.15241538038644
2001-04-03,6.26193657295751
2001-04-04,5.350264542294742
2001-04-05,5.27272655293306
2001-04-06,5.042935406010734
2001-04-09,4.231613802076495
2001-04-10,4.533117038497636
2001-04-11,5.428788609014667
2001-04-12,5.818988744500447
2001-04-16,6.687633172127066
2001-04-17,6.449302774491306
2001-04-18,7.3092883284283925
2001-04-19,9.8449802413548
2001-04-20,16.110294660753066
2001-04-23,13.492277052293483
2001-04-24,9.848134301504397
2001-04-25,8.64238622511202
2001-04-26,10.445748486273338
2001-04-27,13.348372558315752
2001-04-30,17.643354339211463
2001-05-01,15.91801751024311
2001-05-02,19.00864283186494
2001-05-03,19.93124703969239
2001-05-04,17.961494173555547
2001-05-07,22.069052642383785
2001-05-08,20.54016316240953
2001-05-09,20.886654542604692
2001-05-10,20.295315855238748
2001-05-11,20.830625458936296
2001-05-14,23.738540901121347
2001-05-15,22.60856457883088
2001-05-16,23.79630429733
2001-05-17,34.99808770165029
2001-05-18,35.0589400461345
2001-05-21,33.07488818470027
2001-05-22,37.009227547873614
2001-05-23,35.22796954457231
2001-05-24,30.320557887818435
2001-05-25,34.10169275742653
2001-05-29,33.391380576405915
2001-05-30,28.092494497237514
2001-05-31,24.981154687338815
2001-06-01,24.436295478309123
2001-06-04,25.244907230878766
2001-06-05,25.921566493273552
2001-06-06,29.174666573695724
2001-06-07,25.19352752136101
2001-06-08,26.872330140945643
2001-06-11,25.21083891979422
2001-06-12,22.762808332154272
2001-06-13,21.939981244496582
2001-06-14,19.502608110683934
2001-06-15,13.650533965579854
2001-06-18,13.241528651000046
2001-06-19,12.93442825631832
2001-06-20,13.399499933296378
2001-06-21,14.005066383081404
2001-06-22,16.18390549140158
2001-06-25,14.657884738156124
2001-06-26,13.50549023744097
2001-06-27,13.49229919238738
2001-06-28,13.51214892100655
2001-06-29,13.023383320576048
2001-07-02,14.001144008425626
2001-07-03,15.17618708886187
2001-07-05,15.66155344238025
2001-07-06,19.204351104999407
2001-07-09,15.156856937683594
2001-07-10,14.800800293862808
2001-07-11,12.746448249296034
2001-07-12,12.01254407055315
2001-07-13,9.84455886286273
2001-07-16,11.098480115996983
2001-07-17,9.20023622263198
2001-07-18,10.42701859532591
2001-07-19,9.153319024423784
2001-07-20,16.036884360284287
2001-07-23,16.32260984426682
2001-07-24,13.478736668196396
2001-07-25,10.877568399890214
2001-07-26,13.351891134684552
2001-07-27,9.762384538868451
2001-07-30,10.54538201126402
2001-07-31,9.964376711661604
2001-08-01,10.956413469073883
2001-08-02,12.846595910054775
2001-08-03,19.52286617693414
2001-08-06,18.649596914829043
2001-08-07,16.30992399241781
2001-08-08,17.298936293510604
2001-08-09,14.410260921651973
2001-08-10,15.283878588948385
2001-08-13,19.40949502050877
2001-08-14,21.27096622719153
2001-08-15,20.211171238252067
2001-08-16,17.367401169865577
2001-08-17,14.542410539127438
2001-08-20,9.309682808106645
2001-08-21,11.599922617169172
2001-08-22,9.85560546051773
2001-08-23,11.43897396879558
2001-08-24,13.29298223984116
2001-08-27,21.203878429853916
2001-08-28,19.76307581005371
2001-08-29,12.833480461666708
2001-08-30,11.422197097479996
2001-08-31,9.094314743891458
2001-09-04,9.563173347121595
2001-09-05,9.416476780203226
2001-09-06,9.399824399892049
2001-09-07,6.1100177189032765
2001-09-10,4.772154975524629
2001-09-17,3.3720397295488533
2001-09-18,2.919816077882648
2001-09-19,2.8837460568239495
2001-09-20,2.815214236290009
2001-09-21,2.5482477908353065
2001-09-24,2.4623826898905965
2001-09-25,2.56379612442007
2001-09-26,2.621298843545122
2001-09-27,2.658489891751492
2001-09-28,4.814692533932846
2001-10-01,5.258140233265046
2001-10-02,5.242413313115668
2001-10-03,5.635888756079566
2001-10-04,5.709168863916192
2001-10-05,5.416899252049018
2001-10-08,5.3996240119107695
2001-10-09,5.134000382868159
2001-10-10,5.064368049285173
2001-10-11,6.118288351922724
2001-10-12,6.553048944517325
2001-10-15,5.90729402075576
2001-10-16,5.794600654258241
2001-10-17,6.419126593904401
2001-10-18,5.615762627479248
2001-10-19,5.834819891882187
2001-10-22,6.21620545225019
2001-10-23,7.21631539642254
2001-10-24,6.976263021826146
2001-10-25,7.383436452676162
2001-10-26,9.08455780876108
2001-10-29,10.034269909140093
2001-10-30,7.062992528234158
2001-10-31,5.982315205339578
2001-11-01,5.993637935126367
2001-11-02,5.1630662174958095
2001-11-05,5.854727161705803
2001-11-06,6.834627545598238
2001-11-07,9.108723175550864
2001-11-08,9.151227133400058
2001-11-09,7.904027062729519
2001-11-12,9.097533705115357
2001-11-13,8.152745520696424
2001-11-14,12.768433751421988
2001-11-15,13.471120973978762
2001-11-16,19.623626600752313
2001-11-19,23.666736575736497
2001-11-20,27.938355570124195
2001-11-21,25.634569681086607
2001-11-23,29.473755557140706
2001-11-26,37.113721519245665
2001-11-27,38.96985423974622
2001-11-28,34.88155891822945
2001-11-29,25.926256596438556
2001-11-30,29.57147349462872
2001-12-03,31.309407626010394
2001-12-04,26.026617476304224
2001-12-05,33.129607385368146
2001-12-06,43.338112152140454
2001-12-07,42.48109184219551
2001-12-10,41.65455501599208
2001-12-11,34.25372032202313
2001-12-12,32.29006896144665
2001-12-13,31.598442521906755
2001-12-14,25.677675348838374
2001-12-17,30.291649267062475
2001-12-18,36.467938661464906
2001-12-19,39.364957203805595
2001-12-20,39.21933147729516
2001-12-21,30.680185432579847
2001-12-24,35.505746239371774
2001-12-26,37.303631125374814
2001-12-27,41.565973573990576
2001-12-28,45.74438885543033
2001-12-31,45.72834912943586
2002-01-02,37.176667718495004
2002-01-03,43.0959349677946
2002-01-04,49.3338754981233
2002-01-07,52.74371315237181
2002-01-08,47.41640697284393
2002-01-09,46.73020481205208
2002-01-10,42.53042894617576
2002-01-11,39.68275199546227
2002-01-14,32.42001081075228
2002-01-15,28.378147086932014
2002-01-16,33.03936133295527
2002-01-17,25.757770427145104
2002-01-18,23.761786253587992
2002-01-22,20.97385727431999
2002-01-23,17.702998438464007
2002-01-24,22.90310726252128
2002-01-25,27.230379168205282
2002-01-28,28.103485151144092
2002-01-29,30.482376431187173
2002-01-30,19.501624557018747
2002-01-31,23.909540345940062
2002-02-01,37.73451866610981
2002-02-04,36.9920225483893
2002-02-05,24.866517614807854
2002-02-06,23.464930414342298
2002-02-07,22.75492138572575
2002-02-08,20.349883060670376
2002-02-11,28.739051511408885
2002-02-12,37.608798686091646
2002-02-13,39.72313054164352
2002-02-14,46.079797170211215
2002-02-15,48.349810962901394
2002-02-19,39.12322309971966
2002-02-20,29.20516953779801
2002-02-21,38.61617149782652
2002-02-22,26.84235808626376
2002-02-25,26.30712503948489
2002-02-26,33.826596098017006
2002-02-27,33.49416790152192
2002-02-28,30.560078452106087
2002-03-01,31.94801078538544
2002-03-04,44.84987864282588
2002-03-05,53.09062590797612
2002-03-06,51.57785489515335
2002-03-07,54.21245565147752
2002-03-08,54.58994259263763
2002-03-11,63.40522408902993
2002-03-12,63.98326814308053
2002-03-13,61.193893960147186
2002-03-14,59.19411875005359
2002-03-15,62.23028244532659
2002-03-18,65.35743272217873
2002-03-19,61.764103478107515
2002-03-20,64.37218748759648
2002-03-21,59.70990853705309
2002-03-22,58.74300407174427
2002-03-25,56.76615854249747
2002-03-26,54.432948849221255
2002-03-27,58.1308032525908
2002-03-28,59.35896612407249
2002-04-01,57.631563891015084
2002-04-02,55.76236828448793
2002-04-03,49.28515958122972
2002-04-04,41.605736801367264
2002-04-05,40.949791472591556
2002-04-08,39.3738603980937
2002-04-09,39.59868488952918
2002-04-10,38.139626127588166
2002-04-11,40.800670455248905
2002-04-12,24.73840298220626
2002-04-15,25.35991805342609
2002-04-16,23.606132750769493
2002-04-17,29.58703458106873
2002-04-18,30.313536051937938
2002-04-19,37.653304981060245
2002-04-22,41.55765670994831
2002-04-23,35.668957064281436
2002-04-24,33.76194131172115
2002-04-25,31.26618395321321
2002-04-26,29.30258225840034
2002-04-29,25.165004997538315
2002-04-30,22.1000648178604
2002-05-01,26.23203684585631
2002-05-02,30.40349886501341
2002-05-03,23.89218336876261
2002-05-06,22.00814223560783
2002-05-07,18.038051581764975
2002-05-08,18.45600258715502
2002-05-09,25.764420962335734
2002-05-10,21.449233875028796
2002-05-13,17.435598688843772
2002-05-14,22.609774632813757
2002-05-15,28.64403291875972
2002-05-16,27.614930064865355
2002-05-17,36.06260075542859
2002-05-20,39.07123590545765
2002-05-21,31.282970031894763
2002-05-22,27.03133260013032
2002-05-23,28.095963715280416
2002-05-24,23.83563773456572
2002-05-28,21.717770390137087
2002-05-29,18.86035072289313
2002-05-30,17.96098119517671
2002-05-31,16.4941867611619
2002-06-03,17.32328428877063
2002-06-04,12.147488502353404
2002-06-05,11.38633307140008
2002-06-06,12.938021692744028
2002-06-07,11.4012603825356
2002-06-10,12.138327354100815
2002-06-11,12.156823328683608
2002-06-12,10.158069607253594
2002-06-13,10.23422921883263
2002-06-14,9.264937094672943
2002-06-17,7.993082557648718
2002-06-18,10.462404142290577
2002-06-19,10.885172763753776
2002-06-20,8.854396104843525
2002-06-21,12.99318952970877
2002-06-24,11.366661730854322
2002-06-25,11.87055643063124
2002-06-26,10.768224826752398
2002-06-27,9.829235711246648
2002-06-28,6.118018714242512
2002-07-01,6.408825462296236
2002-07-02,5.857807013853799
2002-07-03,4.95822810189066
2002-07-05,4.41093781649119
2002-07-08,5.925318533764373
2002-07-09,5.273061483551333
2002-07-10,4.4083966340586205
2002-07-11,3.8060196722349393
2002-07-12,4.3601038805196835
2002-07-15,4.225570239573928
2002-07-16,4.072094300766871
2002-07-17,4.02209440421803
2002-07-18,4.006033391639329
2002-07-19,3.152270991687145
2002-07-22,2.4220202324408415
2002-07-23,2.3731009456498917
2002-07-24,2.317656938116852
2002-07-25,2.3118223936164473
2002-07-26,2.4157275174462756
2002-07-29,2.4433255933005107
2002-07-30,2.950511548425272
2002-07-31,2.94760842301377
2002-08-01,3.0147554732598336
2002-08-02,3.8091860050424198
2002-08-05,3.606720676567493
2002-08-06,3.495704609858125
2002-08-07,3.6252210142135866
2002-08-08,3.8140221349128813
2002-08-09,4.008313200755192
2002-08-12,3.9682081249004577
2002-08-13,3.889983576437012
2002-08-14,3.6439887425869344
2002-08-15,4.420429962634631
2002-08-16,5.323628007838038
2002-08-19,5.581198716789121
2002-08-20,6.38340548937108
2002-08-21,5.194839500767673
2002-08-22,6.259078905093962
2002-08-23,8.47957943010989
2002-08-26,6.602530518736133
2002-08-27,6.783283883226904
2002-08-28,6.3460550031082805
2002-08-29,4.992551419424007
2002-08-30,6.013142226170443
2002-09-03,6.313064591186196
2002-09-04,4.735593172628932
2002-09-05,5.066451325879607
2002-09-06,2.748634738699657
2002-09-09,3.1360159534471634
2002-09-10,3.295292000584843
2002-09-11,3.453307648865944
2002-09-12,3.523847997791191
2002-09-13,3.9761706983671763
2002-09-16,4.224275017175932
2002-09-17,4.2365654496795635
2002-09-18,3.9101044011452926
2002-09-19,3.89878447954487
2002-09-20,2.8580266161119026
2002-09-23,2.905600610588283
2002-09-24,2.787521859211722
2002-09-25,2.6499528893345947
2002-09-26,2.810425182388976
2002-09-27,2.855133342786803
2002-09-30,2.4764731083518345
2002-10-01,2.354593688257045
2002-10-02,2.914093828956638
2002-10-03,2.5460057794235547
2002-10-04,2.7339220327437963
2002-10-07,2.5309978662367505
2002-10-08,2.468121654976918
2002-10-09,2.5355556841510363
2002-10-10,2.440388170248248
2002-10-11,2.340033169141509
2002-10-14,2.6662871283733516
2002-10-15,2.6704816361642294
2002-10-16,3.5261959453561365
2002-10-17,2.866623334117829
2002-10-18,4.99733943172766
2002-10-21,5.393595116088267
2002-10-22,6.548268498749915
2002-10-23,5.590264254437432
2002-10-24,6.417601880607854
2002-10-25,6.478010667321049
2002-10-28,9.589316402645615
2002-10-29,8.153093651986666
2002-10-30,7.137206396596374
2002-10-31,8.156982645361982
2002-11-01,8.971602590616973
2002-11-04,11.774585855138925
2002-11-05,11.654895325514058
2002-11-06,11.775273302598382
2002-11-07,14.017323847830887
2002-11-08,10.32822826087516
2002-11-11,10.404287794660439
2002-11-12,8.324190746496246
2002-11-13,9.101396579848492
2002-11-14,8.990559416463428
2002-11-15,12.450888532516974
2002-11-18,15.72687486576308
2002-11-19,14.021589669300411
2002-11-20,14.636971021370554
2002-11-21,19.684918015639873
2002-11-22,30.971944904922776
2002-11-25,31.103782623935484
2002-11-26,30.469479909410836
2002-11-27,23.08875999570757
2002-11-29,32.088906879939856
2002-12-02,34.209005865613605
2002-12-03,31.279389230892107
2002-12-04,26.31771294131501
2002-12-05,23.74669374390008
2002-12-06,21.355911440873786
2002-12-09,25.03479724794815
2002-12-10,18.205455629549384
2002-12-11,29.458880602198846
2002-12-12,32.47840979775477
2002-12-13,30.57281812254923
2002-12-16,22.839425143088256
2002-12-17,33.32122863568063
2002-12-18,28.216290215371398
2002-12-19,17.448021169979995
2002-12-20,13.00824904016135
2002-12-23,17.88433886052091
2002-12-24,20.753750075015088
2002-12-26,20.65404542506658
2002-12-27,21.041520764089018
2002-12-30,12.991236401760425
2002-12-31,12.830184512404886
2003-01-02,13.418243944780055
2003-01-03,18.194836169976092
2003-01-06,20.424499228716176
2003-01-07,29.104040907745354
2003-01-08,22.53452439076581
2003-01-09,18.87615752436692
2003-01-10,26.315598422776155
2003-01-13,25.12169782046455
2003-01-14,24.846356517358725
2003-01-15,25.603613259982716
2003-01-16,19.938937706163586
2003-01-17,21.86708934990301
2003-01-21,18.090530789344548
2003-01-22,14.104035282376953
2003-01-23,12.080183710125143
2003-01-24,11.321805436993232
2003-01-27,6.936827901991716
2003-01-28,5.835016127706338
2003-01-29,6.6949744647471165
2003-01-30,7.991517107580615
2003-01-31,6.485403878589868
2003-02-03,6.9197101994171675
2003-02-04,7.424161079497754
2003-02-05,6.251118937088912
2003-02-06,6.151038926301999
2003-02-07,7.6430880111084125
2003-02-10,6.720312315483762
2003-02-11,7.35998059549755
2003-02-12,7.220520350359704
2003-02-13,7.032809871042084
2003-02-14,5.63808846920078
2003-02-18,7.378939345536511
2003-02-19,11.0147246784007
2003-02-20,9.239519093018272
2003-02-21,6.965945768791454
2003-02-24,10.51756038458198
2003-02-25,8.580901425125543
2003-02-26,7.765911339004806
2003-02-27,7.264778222893958
2003-02-28,10.275406505370277
2003-03-03,13.652804691612552
2003-03-04,12.5517602391723
2003-03-05,9.148156164858328
2003-03-06,12.89746893410565
2003-03-07,10.913805258816167
2003-03-10,10.110194625414998
2003-03-11,7.187652313043369
2003-03-12,6.413576881840144
2003-03-13,6.806176344579157
2003-03-14,7.796631505392421
2003-03-17,8.475915206595152
2003-03-18,10.888979640686786
2003-03-19,13.120605831827758
2003-03-20,13.733687601639561
2003-03-21,22.393811462017947
2003-03-24,30.082845703756316
2003-03-25,18.389670316405482
2003-03-26,23.84224545251344
2003-03-27,22.92294485381388
2003-03-28,22.959739705340183
2003-03-31,20.4073213872027
2003-04-01,15.811230613122717
2003-04-02,18.41652573859602
2003-04-03,24.06446831370254
2003-04-04,20.149535002955215
2003-04-07,19.846665698133492
2003-04-08,23.42118262543263
2003-04-09,23.388855992694868
2003-04-10,19.531846014332633
2003-04-11,26.20866427356584
2003-04-14,25.570733095700536
2003-04-15,32.61184785250922
2003-04-16,35.14785328393613
2003-04-17,29.728895085320534
2003-04-21,36.05800071721335
2003-04-22,36.533394287909424
2003-04-23,45.57061468647128
2003-04-24,50.629849405441576
2003-04-25,47.17585483526498
2003-04-28,40.744301176253
2003-04-29,48.16051270505511
2003-04-30,53.23031836433783
2003-05-01,51.69826510044755
2003-05-02,52.28949872318924
2003-05-05,60.29690822885442
2003-05-06,63.73087184692697
2003-05-07,66.5756644561785
2003-05-08,63.868465342505566
2003-05-09,62.6546715563028
2003-05-12,70.85400598021444
2003-05-13,70.74505480750497
2003-05-14,69.84597651230044
2003-05-15,69.30092935743608
2003-05-16,73.66098118578816
2003-05-19,73.2880170011482
2003-05-20,63.86816535739233
2003-05-21,65.69042492596999
2003-05-22,68.0428658431912
2003-05-23,66.85791007906917
2003-05-27,66.54024342082784
2003-05-28,71.07557516532391
2003-05-29,67.42304014331447
2003-05-30,73.47028869178558
2003-06-02,74.97453174172901
2003-06-03,75.05914701297367
2003-06-04,77.47078539837686
2003-06-05,78.05011116316646
2003-06-06,78.15467058928523
2003-06-09,77.38430976973281
2003-06-10,73.63102000108425
2003-06-11,77.77691614150571
2003-06-12,79.761594557282
2003-06-13,79.08186375709711
2003-06-16,77.89052469268144
2003-06-17,80.346865318063
2003-06-18,80.65898410689286
2003-06-19,81.24260744036256
2003-06-20,80.36868876760796
2003-06-23,85.34231344073339
2003-06-24,82.9092842178817
2003-06-25,82.25454652615039
2003-06-26,81.60331127787536
2003-06-27,85.15675008218113
2003-06-30,83.91450649467352
2003-07-01,84.06405481748975
2003-07-02,85.08863727756034
2003-07-03,85.91444511192282
2003-07-07,80.70655731445011
2003-07-08,82.27688794545436
2003-07-09,82.71424481432652
2003-07-10,82.84801723637358
2003-07-11,82.33566554117434
2003-07-14,83.59778312575759
2003-07-15,83.36129484247552
2003-07-16,83.1708791415751
2003-07-17,82.64018851249435
2003-07-18,82.2973950595905
2003-07-21,80.5487261971898
2003-07-22,79.15905978838374
2003-07-23,81.6862022513537
2003-07-24,82.07856771075308
2003-07-25,80.26533468584216
2003-07-28,83.58808060742523
2003-07-29,82.89093157213713
2003-07-30,81.82913494876475
2003-07-31,79.37610350601216
2003-08-01,82.89063229653704
2003-08-04,80.17483727603253
2003-08-05,79.72621673858109
2003-08-06,74.75228212782838
2003-08-07,73.00975350562138
2003-08-08,70.48156646925196
2003-08-11,71.16266110656798
2003-08-12,73.68300912129621
2003-08-13,77.92204795497923
2003-08-14,78.54138204084337
2003-08-15,82.34510490763381
2003-08-18,80.52738708924943
2003-08-19,82.306415572782
2003-08-20,82.52589628708229
2003-08-21,83.68136815586978
2003-08-22,86.35858579182776
2003-08-25,84.85205404018714
2003-08-26,83.68593072243418
2003-08-27,83.53041820572417
2003-08-28,84.98775430321774
2003-08-29,84.61088494972145
2003-09-02,86.28583398203259
2003-09-03,88.08656998253953
2003-09-04,87.70767051067266
2003-09-05,88.12769334988751
2003-09-08,86.63778675872652
2003-09-09,88.05621547666864
2003-09-10,87.57206815838121
2003-09-11,83.60956454173574
2003-09-12,84.52919043439658
2003-09-15,84.73953498196636
2003-09-16,82.09115268860454
2003-09-17,86.33014258071532
